관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,6월 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수
가파도,제주특별자치도 서귀포시 대정읍 가파로 ,관광지,자연,자연관광지,섬,12905.0,6.0,1371.0,186.0,207.0,132.0,210.0,187.0,201.0,248.0
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,6.0,79.0,11.0,14.0,4.0,15.0,18.0,6.0,11.0
감수굴밭담길,제주특별자치도 제주시 구좌읍 평대7길 34 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,551.0,6.0,43.0,5.0,11.0,4.0,7.0,4.0,4.0,8.0
검멀레해변,제주특별자치도 제주시 우도면 우도해안길 (우도면),관광지,자연,자연관광지,해수욕장,3355.0,6.0,313.0,42.0,51.0,45.0,66.0,48.0,29.0,32.0
고산일과해안도로,제주특별자치도 서귀포시 대정읍 신도리 3135-1 ,관광지,자연,자연관광지,자연생태관광지,542.0,6.0,40.0,9.0,4.0,4.0,9.0,2.0,4.0,8.0
곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565 ,관광지,자연,자연관광지,해수욕장,11572.0,6.0,1454.0,200.0,189.0,203.0,241.0,240.0,225.0,156.0
광치기해변,제주특별자치도 서귀포시 성산읍 고성리 ,관광지,자연,자연관광지,해수욕장,10642.0,6.0,741.0,107.0,106.0,84.0,135.0,121.0,100.0,88.0
구엄포구,제주특별자치도 제주시 애월읍 구엄리 607-5 일대 ,관광지,자연,자연관광지,항구/포구,563.0,6.0,47.0,9.0,5.0,6.0,10.0,4.0,3.0,10.0
금능포구,제주특별자치도 제주시 한림읍 금능리 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,457.0,6.0,39.0,5.0,7.0,4.0,7.0,8.0,3.0,5.0
금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10 ,관광지,자연,자연관광지,해수욕장,13346.0,6.0,1808.0,279.0,242.0,276.0,294.0,296.0,210.0,211.0
김경숙해바라기농장,제주특별자치도 제주시 번영로 854-1 (회천동) ,관광지,자연,자연관광지,자연생태관광지,4832.0,6.0,761.0,113.0,97.0,103.0,130.0,118.0,102.0,98.0
노을해안로,제주특별자치도 서귀포시 대정읍 영락리 ,관광지,자연,자연관광지,자연생태관광지,1349.0,6.0,137.0,17.0,14.0,20.0,23.0,21.0,21.0,21.0
논짓물,제주특별자치도 서귀포시 예래해안로 253 (하예동),관광지,자연,자연관광지,해수욕장,7654.0,6.0,2094.0,328.0,260.0,264.0,294.0,307.0,209.0,432.0
누웨마루거리,제주특별자치도 제주시 신광로 47 (연동) ,관광지,인문(문화/예술/역사),체험관광지,이색거리,2082.0,6.0,180.0,23.0,24.0,25.0,41.0,20.0,28.0,19.0
