관광지명,주소,주소_시,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,월별 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,정보,위도,경도
가마오름,제주특별자치도 제주시 한경면 청수서5길 63 ,제주시,관광지,자연,자연관광지,산,609.0,4.0,81.0,16.0,12.0,15.0,9.0,9.0,12.0,8.0,"'가마오름'은/는 제주특별자치도 제주시 한경면 청수서5길 63 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(4.0) 동안 총 609.0명의 방문자를 기록했습니다. 7월 한 달 동안 81.0명이 방문했습니다. 요일별 방문자수는 월요일 16.0명, 화요일 12.0명, 수요일 15.0명, 목요일 9.0명, 금요일 9.0명, 토요일 12.0명, 일요일 8.0명입니다.",33.3054878,126.2493496
가문이오름,제주특별자치도 서귀포시 표선면 남조로 1487-73 ,서귀포시,관광지,자연,자연관광지,산,502.0,4.0,60.0,8.0,6.0,8.0,9.0,3.0,17.0,9.0,"'가문이오름'은/는 제주특별자치도 서귀포시 표선면 남조로 1487-73 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(4.0) 동안 총 502.0명의 방문자를 기록했습니다. 7월 한 달 동안 60.0명이 방문했습니다. 요일별 방문자수는 월요일 8.0명, 화요일 6.0명, 수요일 8.0명, 목요일 9.0명, 금요일 3.0명, 토요일 17.0명, 일요일 9.0명입니다.",33.4014287623403,126.675670597493
가세오름,제주특별자치도 서귀포시 표선면 녹산로 554 ,서귀포시,관광지,자연,자연관광지,산,500.0,4.0,49.0,5.0,6.0,7.0,4.0,10.0,11.0,6.0,"'가세오름'은/는 제주특별자치도 서귀포시 표선면 녹산로 554 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(4.0) 동안 총 500.0명의 방문자를 기록했습니다. 7월 한 달 동안 49.0명이 방문했습니다. 요일별 방문자수는 월요일 5.0명, 화요일 6.0명, 수요일 7.0명, 목요일 4.0명, 금요일 10.0명, 토요일 11.0명, 일요일 6.0명입니다.",33.393916,126.7224085
각시바우오름,제주특별자치도 서귀포시 호근동 2112 (호근동),서귀포시,관광지,자연,자연관광지,산,455.0,4.0,62.0,10.0,8.0,9.0,8.0,12.0,6.0,9.0,"'각시바우오름'은/는 제주특별자치도 서귀포시 호근동 2112 (호근동)에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(4.0) 동안 총 455.0명의 방문자를 기록했습니다. 7월 한 달 동안 62.0명이 방문했습니다. 요일별 방문자수는 월요일 10.0명, 화요일 8.0명, 수요일 9.0명, 목요일 8.0명, 금요일 12.0명, 토요일 6.0명, 일요일 9.0명입니다.",33.2767567,126.5269589
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,서귀포시,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,4.0,62.0,9.0,5.0,8.0,8.0,10.0,13.0,9.0,"'갈중이'은/는 제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 전통체험입니다. 해당 관광지는 기준월(4.0) 동안 총 500.0명의 방문자를 기록했습니다. 7월 한 달 동안 62.0명이 방문했습니다. 요일별 방문자수는 월요일 9.0명, 화요일 5.0명, 수요일 8.0명, 목요일 8.0명, 금요일 10.0명, 토요일 13.0명, 일요일 9.0명입니다.",33.2350546,126.3136741
감수굴밭담길,제주특별자치도 제주시 구좌읍 평대7길 34 ,제주시,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,551.0,4.0,45.0,4.0,6.0,9.0,6.0,4.0,10.0,6.0,"'감수굴밭담길'은/는 제주특별자치도 제주시 구좌읍 평대7길 34 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 농.산.어촌 체험입니다. 해당 관광지는 기준월(4.0) 동안 총 551.0명의 방문자를 기록했습니다. 7월 한 달 동안 45.0명이 방문했습니다. 요일별 방문자수는 월요일 4.0명, 화요일 6.0명, 수요일 9.0명, 목요일 6.0명, 금요일 4.0명, 토요일 10.0명, 일요일 6.0명입니다.",33.5310269077995,126.843267842652
개오름,제주특별자치도 서귀포시 표선면 성읍이리로57번길 162 ,서귀포시,관광지,자연,자연관광지,산,1080.0,4.0,112.0,20.0,6.0,17.0,11.0,13.0,27.0,18.0,"'개오름'은/는 제주특별자치도 서귀포시 표선면 성읍이리로57번길 162 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(4.0) 동안 총 1080.0명의 방문자를 기록했습니다. 7월 한 달 동안 112.0명이 방문했습니다. 요일별 방문자수는 월요일 20.0명, 화요일 6.0명, 수요일 17.0명, 목요일 11.0명, 금요일 13.0명, 토요일 27.0명, 일요일 18.0명입니다.",33.4232271,126.7717506
개오리오름,제주특별자치도 제주시 명림로 584 (봉개동) ,제주시,관광지,자연,자연관광지,산,380.0,4.0,39.0,3.0,5.0,7.0,3.0,7.0,6.0,8.0,"'개오리오름'은/는 제주특별자치도 제주시 명림로 584 (봉개동) 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(4.0) 동안 총 380.0명의 방문자를 기록했습니다. 7월 한 달 동안 39.0명이 방문했습니다. 요일별 방문자수는 월요일 3.0명, 화요일 5.0명, 수요일 7.0명, 목요일 3.0명, 금요일 7.0명, 토요일 6.0명, 일요일 8.0명입니다.",33.4571323,126.6130534
거문오름,제주특별자치도 제주시 조천읍 선교로 569-36 ,제주시,관광지,자연,자연관광지,산,11268.0,4.0,1135.0,163.0,188.0,148.0,179.0,133.0,158.0,166.0,"'거문오름'은/는 제주특별자치도 제주시 조천읍 선교로 569-36 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(4.0) 동안 총 11268.0명의 방문자를 기록했습니다. 7월 한 달 동안 1135.0명이 방문했습니다. 요일별 방문자수는 월요일 163.0명, 화요일 188.0명, 수요일 148.0명, 목요일 179.0명, 금요일 133.0명, 토요일 158.0명, 일요일 166.0명입니다.",33.440049258236,126.625203614349
검멀레해변,제주특별자치도 제주시 우도면 우도해안길 (우도면),제주시,관광지,자연,자연관광지,해수욕장,3355.0,4.0,307.0,49.0,47.0,49.0,46.0,35.0,40.0,41.0,"'검멀레해변'은/는 제주특별자치도 제주시 우도면 우도해안길 (우도면)에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(4.0) 동안 총 3355.0명의 방문자를 기록했습니다. 7월 한 달 동안 307.0명이 방문했습니다. 요일별 방문자수는 월요일 49.0명, 화요일 47.0명, 수요일 49.0명, 목요일 46.0명, 금요일 35.0명, 토요일 40.0명, 일요일 41.0명입니다.",33.5065528,126.9549021
고근산,제주특별자치도 서귀포시 호근로112번길 43-3 (호근동) ,서귀포시,관광지,자연,자연관광지,산,1200.0,4.0,123.0,19.0,13.0,16.0,18.0,23.0,15.0,19.0,"'고근산'은/는 제주특별자치도 서귀포시 호근로112번길 43-3 (호근동) 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(4.0) 동안 총 1200.0명의 방문자를 기록했습니다. 7월 한 달 동안 123.0명이 방문했습니다. 요일별 방문자수는 월요일 19.0명, 화요일 13.0명, 수요일 16.0명, 목요일 18.0명, 금요일 23.0명, 토요일 15.0명, 일요일 19.0명입니다.",33.2579829085614,126.529812253691
고산일과해안도로,제주특별자치도 서귀포시 대정읍 신도리 3135-1 ,서귀포시,관광지,자연,자연관광지,자연생태관광지,542.0,4.0,74.0,9.0,8.0,12.0,11.0,5.0,19.0,10.0,"'고산일과해안도로'은/는 제주특별자치도 서귀포시 대정읍 신도리 3135-1 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(4.0) 동안 총 542.0명의 방문자를 기록했습니다. 7월 한 달 동안 74.0명이 방문했습니다. 요일별 방문자수는 월요일 9.0명, 화요일 8.0명, 수요일 12.0명, 목요일 11.0명, 금요일 5.0명, 토요일 19.0명, 일요일 10.0명입니다.",33.2575958,126.214254
고살리숲길,제주특별자치도 서귀포시 남원읍 ,서귀포시,관광지,자연,자연관광지,산,2593.0,4.0,348.0,56.0,45.0,47.0,51.0,48.0,56.0,45.0,"'고살리숲길'은/는 제주특별자치도 서귀포시 남원읍 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(4.0) 동안 총 2593.0명의 방문자를 기록했습니다. 7월 한 달 동안 348.0명이 방문했습니다. 요일별 방문자수는 월요일 56.0명, 화요일 45.0명, 수요일 47.0명, 목요일 51.0명, 금요일 48.0명, 토요일 56.0명, 일요일 45.0명입니다.",33.3252261,126.5961931
곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565 ,제주시,관광지,자연,자연관광지,해수욕장,11572.0,4.0,918.0,121.0,111.0,132.0,134.0,123.0,128.0,169.0,"'곽지해수욕장'은/는 제주특별자치도 제주시 애월읍 곽지리 1565 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(4.0) 동안 총 11572.0명의 방문자를 기록했습니다. 7월 한 달 동안 918.0명이 방문했습니다. 요일별 방문자수는 월요일 121.0명, 화요일 111.0명, 수요일 132.0명, 목요일 134.0명, 금요일 123.0명, 토요일 128.0명, 일요일 169.0명입니다.",33.45329040000001,126.3212801
광치기해변,제주특별자치도 서귀포시 성산읍 고성리 ,서귀포시,관광지,자연,자연관광지,해수욕장,10642.0,4.0,1146.0,171.0,150.0,124.0,140.0,159.0,200.0,202.0,"'광치기해변'은/는 제주특별자치도 서귀포시 성산읍 고성리 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(4.0) 동안 총 10642.0명의 방문자를 기록했습니다. 7월 한 달 동안 1146.0명이 방문했습니다. 요일별 방문자수는 월요일 171.0명, 화요일 150.0명, 수요일 124.0명, 목요일 140.0명, 금요일 159.0명, 토요일 200.0명, 일요일 202.0명입니다.",33.4370258,126.9224025
금능포구,제주특별자치도 제주시 한림읍 금능리 ,제주시,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,457.0,4.0,60.0,5.0,9.0,12.0,7.0,5.0,12.0,10.0,"'금능포구'은/는 제주특별자치도 제주시 한림읍 금능리 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 농.산.어촌 체험입니다. 해당 관광지는 기준월(4.0) 동안 총 457.0명의 방문자를 기록했습니다. 7월 한 달 동안 60.0명이 방문했습니다. 요일별 방문자수는 월요일 5.0명, 화요일 9.0명, 수요일 12.0명, 목요일 7.0명, 금요일 5.0명, 토요일 12.0명, 일요일 10.0명입니다.",33.3700283,126.2392054
