관광지명,주소,주소_시,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,월별 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,정보,위도,경도
가마오름,제주특별자치도 제주시 한경면 청수서5길 63 ,제주시,관광지,자연,자연관광지,산,609.0,3.0,53.0,8.0,5.0,10.0,8.0,7.0,9.0,6.0,"'가마오름'은/는 제주특별자치도 제주시 한경면 청수서5길 63 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(3.0) 동안 총 609.0명의 방문자를 기록했습니다. 6월 한 달 동안 53.0명이 방문했습니다. 요일별 방문자수는 월요일 8.0명, 화요일 5.0명, 수요일 10.0명, 목요일 8.0명, 금요일 7.0명, 토요일 9.0명, 일요일 6.0명입니다.",33.3054878,126.2493496
가세오름,제주특별자치도 서귀포시 표선면 녹산로 554 ,서귀포시,관광지,자연,자연관광지,산,500.0,3.0,45.0,4.0,6.0,8.0,7.0,5.0,6.0,9.0,"'가세오름'은/는 제주특별자치도 서귀포시 표선면 녹산로 554 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(3.0) 동안 총 500.0명의 방문자를 기록했습니다. 6월 한 달 동안 45.0명이 방문했습니다. 요일별 방문자수는 월요일 4.0명, 화요일 6.0명, 수요일 8.0명, 목요일 7.0명, 금요일 5.0명, 토요일 6.0명, 일요일 9.0명입니다.",33.393916,126.7224085
각시바우오름,제주특별자치도 서귀포시 호근동 2112 (호근동),서귀포시,관광지,자연,자연관광지,산,455.0,3.0,46.0,10.0,3.0,7.0,9.0,8.0,6.0,3.0,"'각시바우오름'은/는 제주특별자치도 서귀포시 호근동 2112 (호근동)에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(3.0) 동안 총 455.0명의 방문자를 기록했습니다. 6월 한 달 동안 46.0명이 방문했습니다. 요일별 방문자수는 월요일 10.0명, 화요일 3.0명, 수요일 7.0명, 목요일 9.0명, 금요일 8.0명, 토요일 6.0명, 일요일 3.0명입니다.",33.2767567,126.5269589
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,서귀포시,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,3.0,51.0,6.0,7.0,8.0,6.0,9.0,9.0,6.0,"'갈중이'은/는 제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 전통체험입니다. 해당 관광지는 기준월(3.0) 동안 총 500.0명의 방문자를 기록했습니다. 6월 한 달 동안 51.0명이 방문했습니다. 요일별 방문자수는 월요일 6.0명, 화요일 7.0명, 수요일 8.0명, 목요일 6.0명, 금요일 9.0명, 토요일 9.0명, 일요일 6.0명입니다.",33.2350546,126.3136741
개오름,제주특별자치도 서귀포시 표선면 성읍이리로57번길 162 ,서귀포시,관광지,자연,자연관광지,산,1080.0,3.0,99.0,15.0,20.0,18.0,12.0,12.0,10.0,12.0,"'개오름'은/는 제주특별자치도 서귀포시 표선면 성읍이리로57번길 162 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(3.0) 동안 총 1080.0명의 방문자를 기록했습니다. 6월 한 달 동안 99.0명이 방문했습니다. 요일별 방문자수는 월요일 15.0명, 화요일 20.0명, 수요일 18.0명, 목요일 12.0명, 금요일 12.0명, 토요일 10.0명, 일요일 12.0명입니다.",33.4232271,126.7717506
개오리오름,제주특별자치도 제주시 명림로 584 (봉개동) ,제주시,관광지,자연,자연관광지,산,380.0,3.0,50.0,11.0,5.0,9.0,6.0,15.0,2.0,2.0,"'개오리오름'은/는 제주특별자치도 제주시 명림로 584 (봉개동) 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(3.0) 동안 총 380.0명의 방문자를 기록했습니다. 6월 한 달 동안 50.0명이 방문했습니다. 요일별 방문자수는 월요일 11.0명, 화요일 5.0명, 수요일 9.0명, 목요일 6.0명, 금요일 15.0명, 토요일 2.0명, 일요일 2.0명입니다.",33.4571323,126.6130534
검멀레해변,제주특별자치도 제주시 우도면 우도해안길 (우도면),제주시,관광지,자연,자연관광지,해수욕장,3355.0,3.0,269.0,49.0,40.0,40.0,54.0,36.0,23.0,27.0,"'검멀레해변'은/는 제주특별자치도 제주시 우도면 우도해안길 (우도면)에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(3.0) 동안 총 3355.0명의 방문자를 기록했습니다. 6월 한 달 동안 269.0명이 방문했습니다. 요일별 방문자수는 월요일 49.0명, 화요일 40.0명, 수요일 40.0명, 목요일 54.0명, 금요일 36.0명, 토요일 23.0명, 일요일 27.0명입니다.",33.5065528,126.9549021
고산일과해안도로,제주특별자치도 서귀포시 대정읍 신도리 3135-1 ,서귀포시,관광지,자연,자연관광지,자연생태관광지,542.0,3.0,47.0,10.0,6.0,10.0,6.0,9.0,3.0,3.0,"'고산일과해안도로'은/는 제주특별자치도 서귀포시 대정읍 신도리 3135-1 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(3.0) 동안 총 542.0명의 방문자를 기록했습니다. 6월 한 달 동안 47.0명이 방문했습니다. 요일별 방문자수는 월요일 10.0명, 화요일 6.0명, 수요일 10.0명, 목요일 6.0명, 금요일 9.0명, 토요일 3.0명, 일요일 3.0명입니다.",33.2575958,126.214254
고살리숲길,제주특별자치도 서귀포시 남원읍 ,서귀포시,관광지,자연,자연관광지,산,2593.0,3.0,292.0,51.0,37.0,48.0,43.0,47.0,28.0,38.0,"'고살리숲길'은/는 제주특별자치도 서귀포시 남원읍 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(3.0) 동안 총 2593.0명의 방문자를 기록했습니다. 6월 한 달 동안 292.0명이 방문했습니다. 요일별 방문자수는 월요일 51.0명, 화요일 37.0명, 수요일 48.0명, 목요일 43.0명, 금요일 47.0명, 토요일 28.0명, 일요일 38.0명입니다.",33.3252261,126.5961931
곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565 ,제주시,관광지,자연,자연관광지,해수욕장,11572.0,3.0,737.0,119.0,93.0,114.0,112.0,128.0,84.0,87.0,"'곽지해수욕장'은/는 제주특별자치도 제주시 애월읍 곽지리 1565 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(3.0) 동안 총 11572.0명의 방문자를 기록했습니다. 6월 한 달 동안 737.0명이 방문했습니다. 요일별 방문자수는 월요일 119.0명, 화요일 93.0명, 수요일 114.0명, 목요일 112.0명, 금요일 128.0명, 토요일 84.0명, 일요일 87.0명입니다.",33.45329040000001,126.3212801
광치기해변,제주특별자치도 서귀포시 성산읍 고성리 ,서귀포시,관광지,자연,자연관광지,해수욕장,10642.0,3.0,1301.0,173.0,202.0,224.0,214.0,206.0,139.0,143.0,"'광치기해변'은/는 제주특별자치도 서귀포시 성산읍 고성리 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(3.0) 동안 총 10642.0명의 방문자를 기록했습니다. 6월 한 달 동안 1301.0명이 방문했습니다. 요일별 방문자수는 월요일 173.0명, 화요일 202.0명, 수요일 224.0명, 목요일 214.0명, 금요일 206.0명, 토요일 139.0명, 일요일 143.0명입니다.",33.4370258,126.9224025
금능포구,제주특별자치도 제주시 한림읍 금능리 ,제주시,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,457.0,3.0,49.0,5.0,9.0,8.0,9.0,8.0,5.0,5.0,"'금능포구'은/는 제주특별자치도 제주시 한림읍 금능리 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 농.산.어촌 체험입니다. 해당 관광지는 기준월(3.0) 동안 총 457.0명의 방문자를 기록했습니다. 6월 한 달 동안 49.0명이 방문했습니다. 요일별 방문자수는 월요일 5.0명, 화요일 9.0명, 수요일 8.0명, 목요일 9.0명, 금요일 8.0명, 토요일 5.0명, 일요일 5.0명입니다.",33.3700283,126.2392054
금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10 ,제주시,관광지,자연,자연관광지,해수욕장,13346.0,3.0,872.0,136.0,111.0,169.0,131.0,124.0,98.0,103.0,"'금능해수욕장'은/는 제주특별자치도 제주시 한림읍 금능길 119-10 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(3.0) 동안 총 13346.0명의 방문자를 기록했습니다. 6월 한 달 동안 872.0명이 방문했습니다. 요일별 방문자수는 월요일 136.0명, 화요일 111.0명, 수요일 169.0명, 목요일 131.0명, 금요일 124.0명, 토요일 98.0명, 일요일 103.0명입니다.",33.3911311,126.2362647
김경숙해바라기농장,제주특별자치도 제주시 번영로 854-1 (회천동) ,제주시,관광지,자연,자연관광지,자연생태관광지,4832.0,3.0,327.0,47.0,45.0,61.0,60.0,41.0,42.0,31.0,"'김경숙해바라기농장'은/는 제주특별자치도 제주시 번영로 854-1 (회천동) 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(3.0) 동안 총 4832.0명의 방문자를 기록했습니다. 6월 한 달 동안 327.0명이 방문했습니다. 요일별 방문자수는 월요일 47.0명, 화요일 45.0명, 수요일 61.0명, 목요일 60.0명, 금요일 41.0명, 토요일 42.0명, 일요일 31.0명입니다.",33.477406,126.62762
노을해안로,제주특별자치도 서귀포시 대정읍 영락리 ,서귀포시,관광지,자연,자연관광지,자연생태관광지,1349.0,3.0,164.0,25.0,24.0,21.0,23.0,20.0,21.0,30.0,"'노을해안로'은/는 제주특별자치도 서귀포시 대정읍 영락리 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(3.0) 동안 총 1349.0명의 방문자를 기록했습니다. 6월 한 달 동안 164.0명이 방문했습니다. 요일별 방문자수는 월요일 25.0명, 화요일 24.0명, 수요일 21.0명, 목요일 23.0명, 금요일 20.0명, 토요일 21.0명, 일요일 30.0명입니다.",33.2425714,126.2243799
논짓물,제주특별자치도 서귀포시 예래해안로 253 (하예동),서귀포시,관광지,자연,자연관광지,해수욕장,7654.0,3.0,576.0,67.0,57.0,99.0,101.0,91.0,65.0,96.0,"'논짓물'은/는 제주특별자치도 서귀포시 예래해안로 253 (하예동)에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(3.0) 동안 총 7654.0명의 방문자를 기록했습니다. 6월 한 달 동안 576.0명이 방문했습니다. 요일별 방문자수는 월요일 67.0명, 화요일 57.0명, 수요일 99.0명, 목요일 101.0명, 금요일 91.0명, 토요일 65.0명, 일요일 96.0명입니다.",33.2399183,126.3797536
높은오름,제주특별자치도 제주시 구좌읍 중산간동로 ,제주시,관광지,자연,자연관광지,산,883.0,3.0,96.0,10.0,10.0,17.0,11.0,18.0,12.0,18.0,"'높은오름'은/는 제주특별자치도 제주시 구좌읍 중산간동로 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(3.0) 동안 총 883.0명의 방문자를 기록했습니다. 6월 한 달 동안 96.0명이 방문했습니다. 요일별 방문자수는 월요일 10.0명, 화요일 10.0명, 수요일 17.0명, 목요일 11.0명, 금요일 18.0명, 토요일 12.0명, 일요일 18.0명입니다.",33.4573234,126.7926039
닭머르해안길,제주특별자치도 제주시 조천읍 신촌북3길 62-1 ,제주시,관광지,자연,자연관광지,자연생태관광지,12241.0,3.0,777.0,104.0,107.0,107.0,117.0,141.0,90.0,111.0,"'닭머르해안길'은/는 제주특별자치도 제주시 조천읍 신촌북3길 62-1 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(3.0) 동안 총 12241.0명의 방문자를 기록했습니다. 6월 한 달 동안 777.0명이 방문했습니다. 요일별 방문자수는 월요일 104.0명, 화요일 107.0명, 수요일 107.0명, 목요일 117.0명, 금요일 141.0명, 토요일 90.0명, 일요일 111.0명입니다.",33.5378704,126.6132214
도두봉,제주특별자치도 제주시 도두일동 산 1 ,제주시,관광지,자연,자연관광지,산,6990.0,3.0,676.0,95.0,95.0,117.0,136.0,104.0,59.0,70.0,"'도두봉'은/는 제주특별자치도 제주시 도두일동 산 1 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(3.0) 동안 총 6990.0명의 방문자를 기록했습니다. 6월 한 달 동안 676.0명이 방문했습니다. 요일별 방문자수는 월요일 95.0명, 화요일 95.0명, 수요일 117.0명, 목요일 136.0명, 금요일 104.0명, 토요일 59.0명, 일요일 70.0명입니다.",33.5085336,126.4690416
도리미오름,제주특별자치도 제주시 구좌읍 송당리 산 255-1,제주시,관광지,자연,자연관광지,산,333.0,3.0,40.0,5.0,3.0,9.0,5.0,9.0,4.0,5.0,"'도리미오름'은/는 제주특별자치도 제주시 구좌읍 송당리 산 255-1에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(3.0) 동안 총 333.0명의 방문자를 기록했습니다. 6월 한 달 동안 40.0명이 방문했습니다. 요일별 방문자수는 월요일 5.0명, 화요일 3.0명, 수요일 9.0명, 목요일 5.0명, 금요일 9.0명, 토요일 4.0명, 일요일 5.0명입니다.",33.4286608,126.7665022
