관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,7월 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수
가마오름,제주특별자치도 제주시 한경면 청수서5길 63 ,관광지,자연,자연관광지,산,609.0,7.0,50.0,10.0,7.0,9.0,5.0,4.0,8.0,7.0
가문이오름,제주특별자치도 서귀포시 표선면 남조로 1487-73 ,관광지,자연,자연관광지,산,502.0,7.0,29.0,4.0,5.0,4.0,7.0,3.0,4.0,2.0
가세오름,제주특별자치도 서귀포시 표선면 녹산로 554 ,관광지,자연,자연관광지,산,500.0,7.0,29.0,3.0,5.0,6.0,2.0,4.0,7.0,2.0
각시바우오름,제주특별자치도 서귀포시 호근동 2112 (호근동),관광지,자연,자연관광지,산,455.0,7.0,29.0,7.0,1.0,8.0,4.0,3.0,3.0,3.0
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,7.0,50.0,11.0,6.0,5.0,6.0,12.0,5.0,5.0
감수굴밭담길,제주특별자치도 제주시 구좌읍 평대7길 34 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,551.0,7.0,49.0,8.0,6.0,10.0,7.0,6.0,7.0,5.0
개오름,제주특별자치도 서귀포시 표선면 성읍이리로57번길 162 ,관광지,자연,자연관광지,산,1080.0,7.0,124.0,15.0,15.0,22.0,14.0,17.0,20.0,21.0
개오리오름,제주특별자치도 제주시 명림로 584 (봉개동) ,관광지,자연,자연관광지,산,380.0,7.0,37.0,10.0,3.0,6.0,5.0,5.0,4.0,4.0
거문오름,제주특별자치도 제주시 조천읍 선교로 569-36 ,관광지,자연,자연관광지,산,11268.0,7.0,819.0,146.0,116.0,123.0,114.0,109.0,102.0,109.0
검멀레해변,제주특별자치도 제주시 우도면 우도해안길 (우도면),관광지,자연,자연관광지,해수욕장,3355.0,7.0,242.0,31.0,38.0,37.0,47.0,33.0,27.0,29.0
고근산,제주특별자치도 서귀포시 호근로112번길 43-3 (호근동) ,관광지,자연,자연관광지,산,1200.0,7.0,69.0,9.0,6.0,12.0,11.0,12.0,9.0,10.0
고산일과해안도로,제주특별자치도 서귀포시 대정읍 신도리 3135-1 ,관광지,자연,자연관광지,자연생태관광지,542.0,7.0,39.0,6.0,5.0,7.0,7.0,3.0,4.0,7.0
고살리숲길,제주특별자치도 서귀포시 남원읍 ,관광지,자연,자연관광지,산,2593.0,7.0,150.0,32.0,14.0,15.0,16.0,21.0,32.0,20.0
곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565 ,관광지,자연,자연관광지,해수욕장,11572.0,7.0,1834.0,329.0,202.0,218.0,221.0,252.0,302.0,310.0
광치기해변,제주특별자치도 서귀포시 성산읍 고성리 ,관광지,자연,자연관광지,해수욕장,10642.0,7.0,499.0,86.0,69.0,56.0,72.0,65.0,76.0,75.0
금능포구,제주특별자치도 제주시 한림읍 금능리 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,457.0,7.0,49.0,15.0,4.0,5.0,7.0,5.0,8.0,5.0
금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10 ,관광지,자연,자연관광지,해수욕장,13346.0,7.0,2158.0,413.0,234.0,254.0,283.0,265.0,310.0,399.0
김경숙해바라기농장,제주특별자치도 제주시 번영로 854-1 (회천동) ,관광지,자연,자연관광지,자연생태관광지,4832.0,7.0,951.0,150.0,139.0,118.0,143.0,102.0,130.0,169.0
노을해안로,제주특별자치도 서귀포시 대정읍 영락리 ,관광지,자연,자연관광지,자연생태관광지,1349.0,7.0,75.0,10.0,8.0,14.0,10.0,6.0,13.0,14.0
논짓물,제주특별자치도 서귀포시 예래해안로 253 (하예동),관광지,자연,자연관광지,해수욕장,7654.0,7.0,1069.0,233.0,112.0,147.0,122.0,112.0,167.0,176.0
높은오름,제주특별자치도 제주시 구좌읍 중산간동로 ,관광지,자연,자연관광지,산,883.0,7.0,60.0,8.0,5.0,10.0,11.0,5.0,9.0,12.0
누웨마루거리,제주특별자치도 제주시 신광로 47 (연동) ,관광지,인문(문화/예술/역사),체험관광지,이색거리,2082.0,7.0,172.0,27.0,26.0,28.0,19.0,24.0,25.0,23.0
느지리오름,제주특별자치도 제주시 한림읍 봉수대길 5 ,관광지,자연,자연관광지,산,746.0,7.0,63.0,16.0,7.0,10.0,7.0,6.0,6.0,11.0
다랑쉬오름,제주특별자치도 제주시 구좌읍 세화리 산6 ,관광지,자연,자연관광지,산,12680.0,7.0,476.0,78.0,76.0,68.0,32.0,89.0,62.0,71.0
닭머르해안길,제주특별자치도 제주시 조천읍 신촌북3길 62-1 ,관광지,자연,자연관광지,자연생태관광지,12241.0,7.0,422.0,73.0,57.0,58.0,56.0,52.0,58.0,68.0
당산봉,제주특별자치도 제주시 한경면 고산리 산 15,관광지,자연,자연관광지,산,1388.0,7.0,84.0,17.0,9.0,13.0,12.0,11.0,12.0,10.0
도두봉,제주특별자치도 제주시 도두일동 산 1 ,관광지,자연,자연관광지,산,6990.0,7.0,465.0,89.0,59.0,50.0,65.0,74.0,64.0,64.0
도리미오름,제주특별자치도 제주시 구좌읍 송당리 산 255-1,관광지,자연,자연관광지,산,333.0,7.0,26.0,2.0,2.0,6.0,4.0,2.0,3.0,7.0
도치돌알파카목장,제주특별자치도 제주시 애월읍 도치돌길 293 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,1675.0,7.0,132.0,19.0,14.0,16.0,32.0,18.0,12.0,21.0
돈내코,제주특별자치도 서귀포시 돈내코로 137 ,관광지,자연,자연관광지,계곡,6251.0,7.0,693.0,147.0,57.0,79.0,93.0,108.0,85.0,124.0
두맹이골목,제주특별자치도 제주시 일도이동 1006-11,관광지,인문(문화/예술/역사),체험관광지,이색거리,741.0,7.0,56.0,15.0,10.0,8.0,4.0,5.0,9.0,5.0
두산봉,제주특별자치도 서귀포시 성산읍 시흥리 산1-5,관광지,자연,자연관광지,산,1016.0,7.0,54.0,6.0,8.0,10.0,8.0,7.0,4.0,11.0
둔지봉,제주특별자치도 제주시 구좌읍 한동리 산 40,관광지,자연,자연관광지,산,527.0,7.0,44.0,9.0,4.0,8.0,8.0,6.0,5.0,4.0
뒤굽은이오름,제주특별자치도 서귀포시 성산읍 일주동로 (수산리) 일대,관광지,자연,자연관광지,산,478.0,7.0,29.0,5.0,3.0,6.0,4.0,2.0,5.0,4.0
따라비오름,제주특별자치도 서귀포시 표선면 가시리 산62,관광지,자연,자연관광지,산,6840.0,7.0,206.0,31.0,42.0,31.0,24.0,35.0,22.0,21.0
모구리오름,제주특별자치도 서귀포시 성산읍 서성일로 260 ,관광지,자연,자연관광지,산,651.0,7.0,46.0,4.0,6.0,4.0,8.0,9.0,8.0,7.0
모지오름,제주특별자치도 서귀포시 표선면 성읍리 산22,관광지,자연,자연관광지,산,550.0,7.0,32.0,2.0,4.0,2.0,8.0,5.0,5.0,6.0
무수천,제주특별자치도 제주시 애월읍 무수천길 (애월읍) 일대,관광지,자연,자연관광지,계곡,814.0,7.0,78.0,10.0,11.0,15.0,8.0,8.0,10.0,16.0
문도지오름,제주특별자치도 제주시 한림읍 금악리 3444 ,관광지,자연,자연관광지,산,1495.0,7.0,186.0,29.0,29.0,30.0,21.0,20.0,18.0,39.0
물뫼힐링팜,제주특별자치도 제주시 애월읍 예원로 51 ,관광지,인문(문화/예술/역사),체험관광지,이색체험,987.0,7.0,69.0,6.0,11.0,10.0,12.0,9.0,9.0,12.0
물영아리오름,제주특별자치도 서귀포시 남원읍 태수로 552 ,관광지,자연,자연관광지,산,7805.0,7.0,578.0,95.0,76.0,53.0,73.0,66.0,119.0,96.0
바늘오름,제주특별자치도 제주시 조천읍 교래리 산 108,관광지,자연,자연관광지,산,474.0,7.0,34.0,2.0,3.0,6.0,6.0,7.0,7.0,3.0
방선문,제주특별자치도 제주시 오라이동 39-1,관광지,자연,자연관광지,계곡,623.0,7.0,63.0,6.0,7.0,9.0,9.0,10.0,9.0,13.0
백약이오름,제주특별자치도 서귀포시 표선면 성읍리 산1 ,관광지,자연,자연관광지,산,8939.0,7.0,402.0,90.0,49.0,52.0,40.0,58.0,46.0,67.0
베릿네오름,제주특별자치도 서귀포시 중문동 2314-2 ,관광지,자연,자연관광지,산,1551.0,7.0,93.0,19.0,8.0,12.0,14.0,12.0,15.0,13.0
별도봉,제주특별자치도 제주시 선반로 (화북일동),관광지,자연,자연관광지,산,942.0,7.0,44.0,5.0,8.0,6.0,6.0,8.0,5.0,6.0
보통청춘기록실청춘사진관,제주특별자치도 제주시 한림읍 일주서로 5867 ,관광지,인문(문화/예술/역사),체험관광지,이색체험,786.0,7.0,68.0,14.0,9.0,14.0,8.0,7.0,7.0,9.0
북촌리4.3길,제주특별자치도 제주시 조천읍 북촌3길 3 ,관광지,자연,자연관광지,자연생태관광지,836.0,7.0,54.0,12.0,5.0,11.0,5.0,9.0,6.0,6.0
붉은오름자연휴양림,제주특별자치도 서귀포시 표선면 남조로 1487-73 ,관광지,자연,자연관광지,자연휴양림,3950.0,7.0,224.0,53.0,31.0,31.0,32.0,30.0,25.0,22.0
사계해변,제주특별자치도 서귀포시 안덕면 사계리 2147-35,관광지,자연,자연관광지,해수욕장,7256.0,7.0,383.0,63.0,34.0,37.0,59.0,58.0,57.0,75.0
사라봉,제주특별자치도 제주시 사라봉동길 61 (건입동),관광지,자연,자연관광지,산,3243.0,7.0,189.0,24.0,32.0,35.0,25.0,26.0,21.0,26.0
사라오름,제주특별자치도 서귀포시 남원읍 신례리 산 2-1 ,관광지,자연,자연관광지,산,3101.0,7.0,235.0,32.0,36.0,35.0,36.0,24.0,30.0,42.0
산굼부리,제주특별자치도 제주시 조천읍 비자림로 768 ,관광지,자연,자연관광지,산,12068.0,7.0,660.0,127.0,84.0,99.0,84.0,94.0,77.0,95.0
산방산,제주특별자치도 서귀포시 안덕면 산방로 218-10 (안덕면),관광지,자연,자연관광지,산,19214.0,7.0,780.0,127.0,92.0,105.0,119.0,119.0,99.0,119.0
산지천,제주특별자치도 제주시 건입동 ,관광지,자연,자연관광지,계곡,2021.0,7.0,184.0,28.0,25.0,29.0,26.0,30.0,26.0,20.0
삼양해수욕장,제주특별자치도 제주시 삼양이동 ,관광지,자연,자연관광지,해수욕장,3979.0,7.0,423.0,79.0,50.0,64.0,47.0,63.0,59.0,61.0
삼양해안도로,제주특별자치도 제주시 삼양삼동 2582-1 ,관광지,자연,자연관광지,자연생태관광지,481.0,7.0,52.0,12.0,4.0,10.0,6.0,7.0,7.0,6.0
새별오름,제주특별자치도 제주시 애월읍 봉성리 산 59-8 ,관광지,자연,자연관광지,산,40734.0,7.0,1619.0,259.0,201.0,218.0,252.0,260.0,227.0,202.0
샤이니숲길,제주특별자치도 제주시 조천읍 교래리 719-10,관광지,자연,자연관광지,산,2174.0,7.0,148.0,14.0,23.0,19.0,23.0,21.0,24.0,24.0
서귀포치유의숲,제주특별자치도 서귀포시 산록남로 2271 (호근동),관광지,인문(문화/예술/역사),휴양관광지,헬스투어,11271.0,7.0,1125.0,200.0,151.0,158.0,151.0,138.0,145.0,182.0
서귀포자연휴양림,제주특별자치도 서귀포시 1100로 882 ,관광지,자연,자연관광지,자연휴양림,2851.0,7.0,207.0,45.0,38.0,31.0,21.0,26.0,21.0,25.0
섯알오름,제주특별자치도 서귀포시 대정읍 상모리 1618 ,관광지,자연,자연관광지,산,1894.0,7.0,109.0,23.0,14.0,16.0,17.0,17.0,14.0,8.0
성불오름,제주특별자치도 제주시 구좌읍 중산간동로 2532 ,관광지,자연,자연관광지,산,835.0,7.0,37.0,6.0,4.0,5.0,4.0,4.0,6.0,8.0
성산일출봉,제주특별자치도 서귀포시 성산읍 일출로 284-12 ,관광지,자연,자연관광지,산,92012.0,7.0,5691.0,1105.0,708.0,731.0,741.0,793.0,738.0,875.0
성읍녹차마을,제주특별자치도 서귀포시 중산간동로 4778 녹차가공공장 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,1271.0,7.0,85.0,11.0,13.0,14.0,13.0,15.0,6.0,13.0
성이시돌목장,제주특별자치도 제주시 한림읍 산록남로 53 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,11292.0,7.0,719.0,113.0,88.0,108.0,114.0,115.0,88.0,93.0
세화해변,제주특별자치도 제주시 구좌읍 세화길 (구좌읍),관광지,자연,자연관광지,해수욕장,11079.0,7.0,1173.0,181.0,170.0,164.0,145.0,149.0,157.0,207.0
손지오름,제주특별자치도 제주시 구좌읍 종달리 산 52,관광지,자연,자연관광지,산,913.0,7.0,52.0,8.0,7.0,2.0,8.0,7.0,9.0,11.0
송악산,제주특별자치도 서귀포시 대정읍 송악관광로 (상모리),관광지,자연,자연관광지,산,9965.0,7.0,461.0,86.0,73.0,57.0,69.0,61.0,50.0,65.0
쇠소깍,제주특별자치도 서귀포시 쇠소깍로 128 (하효동),관광지,자연,자연관광지,계곡,38097.0,7.0,1744.0,327.0,210.0,204.0,249.0,230.0,235.0,289.0
수악,제주특별자치도 서귀포시 남원읍 516로 1042 ,관광지,자연,자연관광지,산,641.0,7.0,51.0,10.0,5.0,3.0,6.0,7.0,4.0,16.0
수월봉,제주특별자치도 제주시 한경면 고산리 3760 ,관광지,자연,자연관광지,산,12795.0,7.0,589.0,114.0,78.0,79.0,89.0,65.0,76.0,88.0
쉬리의언덕,제주특별자치도 서귀포시 색달동 3093-1,관광지,자연,자연관광지,자연생태관광지,1722.0,7.0,136.0,24.0,17.0,15.0,18.0,24.0,21.0,17.0
신비의도로,제주특별자치도 제주시 노형동 ,관광지,인문(문화/예술/역사),체험관광지,이색체험,4799.0,7.0,335.0,53.0,45.0,50.0,52.0,28.0,56.0,51.0
신양섭지해수욕장,제주특별자치도 서귀포시 성산읍 섭지코지로 107 ,관광지,자연,자연관광지,해수욕장,2736.0,7.0,365.0,78.0,50.0,49.0,50.0,33.0,48.0,57.0
신창풍차해안도로,제주특별자치도 제주시 한경면 신창리 1322-1 ,관광지,자연,자연관광지,자연생태관광지,8862.0,7.0,619.0,113.0,53.0,91.0,80.0,85.0,96.0,101.0
신천리벽화마을,제주특별자치도 서귀포시 성산읍 신천리 478-1,관광지,인문(문화/예술/역사),체험관광지,이색체험,757.0,7.0,47.0,8.0,9.0,6.0,7.0,4.0,5.0,8.0
신풍리밭담길,제주특별자치도 서귀포시 성산읍 신풍하동로 39 ,레포츠,인문(문화/예술/역사),체험관광지,이색거리,745.0,7.0,44.0,10.0,3.0,5.0,8.0,4.0,6.0,8.0
싱계물공원,제주특별자치도 제주시 한경면 신창리 1322-1 ,관광지,자연,자연관광지,자연생태관광지,4067.0,7.0,225.0,39.0,35.0,29.0,31.0,23.0,28.0,40.0
아끈다랑쉬,제주특별자치도 제주시 구좌읍 세화리 2593 ,관광지,자연,자연관광지,산,1979.0,7.0,119.0,17.0,15.0,21.0,14.0,18.0,17.0,17.0
아날로그감귤밭,제주특별자치도 제주시 해안마을8길 46 (해안동),관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,2457.0,7.0,176.0,39.0,25.0,18.0,20.0,28.0,24.0,22.0
아부오름,제주특별자치도 제주시 구좌읍 금백조로 (구좌읍),관광지,자연,자연관광지,산,9135.0,7.0,417.0,62.0,62.0,61.0,69.0,59.0,39.0,65.0
안덕계곡,제주특별자치도 서귀포시 안덕면 일주서로 1524 ,관광지,자연,자연관광지,계곡,4621.0,7.0,417.0,75.0,47.0,59.0,52.0,60.0,62.0,62.0
안돌오름,제주특별자치도 제주시 구좌읍 송당리 산 66-2 ,관광지,자연,자연관광지,산,3390.0,7.0,171.0,31.0,14.0,20.0,26.0,15.0,30.0,35.0
어승생,제주특별자치도 제주시 해안동 산220-12 (일대),관광지,자연,자연관광지,산,6592.0,7.0,244.0,49.0,22.0,33.0,22.0,41.0,39.0,38.0
엉덩물계곡,제주특별자치도 서귀포시 중문관광로 192 (중문동),관광지,자연,자연관광지,계곡,5162.0,7.0,204.0,39.0,15.0,33.0,22.0,22.0,33.0,40.0
영주산,제주특별자치도 서귀포시 표선면 서성일로 73-51 ,관광지,자연,자연관광지,산,1314.0,7.0,58.0,8.0,8.0,20.0,6.0,3.0,7.0,6.0
오백나한,제주특별자치도 서귀포시 영실로 (하원동),관광지,자연,자연관광지,산,567.0,7.0,31.0,9.0,2.0,5.0,8.0,2.0,3.0,2.0
왕이메오름,제주특별자치도 서귀포시 안덕면 광평리 산 79,관광지,자연,자연관광지,산,2261.0,7.0,91.0,14.0,9.0,16.0,10.0,17.0,12.0,13.0
용눈이오름,제주특별자치도 제주시 구좌읍 종달논길 ,관광지,자연,자연관광지,산,10449.0,7.0,549.0,90.0,71.0,47.0,64.0,94.0,88.0,95.0
용연,제주특별자치도 제주시 용담일동 2581-4,관광지,자연,자연관광지,계곡,4859.0,7.0,476.0,84.0,72.0,52.0,68.0,51.0,68.0,81.0
웃세오름,제주특별자치도 제주시 애월읍 광령리 산183-1,관광지,자연,자연관광지,산,934.0,7.0,41.0,9.0,3.0,4.0,3.0,8.0,6.0,8.0
웃세오름,제주특별자치도 제주시 애월읍 광령리 산183-1,관광지,자연,자연관광지,산,934.0,7.0,33.0,8.0,4.0,4.0,2.0,6.0,3.0,6.0
월령선인장군락지,제주특별자치도 제주시 한림읍 월령3길 27-4 ,관광지,자연,자연관광지,자연생태관광지,5452.0,7.0,354.0,68.0,47.0,49.0,58.0,40.0,50.0,42.0
월정리해변,제주특별자치도 제주시 구좌읍 해맞이해안로 480-1 ,관광지,자연,자연관광지,해수욕장,14585.0,7.0,1475.0,296.0,194.0,182.0,193.0,178.0,203.0,229.0
