관광지명,주소,주소_시,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,월별 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,정보,위도,경도
가파도,제주특별자치도 서귀포시 대정읍 가파로 ,서귀포시,관광지,자연,자연관광지,섬,12905.0,12.0,234.0,44.0,30.0,26.0,26.0,36.0,40.0,32.0,"'가파도'은/는 제주특별자치도 서귀포시 대정읍 가파로 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 섬입니다. 해당 관광지는 기준월(12.0) 동안 총 12905.0명의 방문자를 기록했습니다. 4월 한 달 동안 234.0명이 방문했습니다. 요일별 방문자수는 월요일 44.0명, 화요일 30.0명, 수요일 26.0명, 목요일 26.0명, 금요일 36.0명, 토요일 40.0명, 일요일 32.0명입니다.",33.1697336,126.271453
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,서귀포시,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,12.0,9.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,"'갈중이'은/는 제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 전통체험입니다. 해당 관광지는 기준월(12.0) 동안 총 500.0명의 방문자를 기록했습니다. 4월 한 달 동안 9.0명이 방문했습니다. 요일별 방문자수는 월요일 0.0명, 화요일 3.0명, 수요일 1.0명, 목요일 1.0명, 금요일 1.0명, 토요일 2.0명, 일요일 1.0명입니다.",33.2350546,126.3136741
감수굴밭담길,제주특별자치도 제주시 구좌읍 평대7길 34 ,제주시,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,551.0,12.0,27.0,3.0,6.0,4.0,4.0,5.0,2.0,3.0,"'감수굴밭담길'은/는 제주특별자치도 제주시 구좌읍 평대7길 34 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 농.산.어촌 체험입니다. 해당 관광지는 기준월(12.0) 동안 총 551.0명의 방문자를 기록했습니다. 4월 한 달 동안 27.0명이 방문했습니다. 요일별 방문자수는 월요일 3.0명, 화요일 6.0명, 수요일 4.0명, 목요일 4.0명, 금요일 5.0명, 토요일 2.0명, 일요일 3.0명입니다.",33.5310269077995,126.843267842652
검멀레해변,제주특별자치도 제주시 우도면 우도해안길 (우도면),제주시,관광지,자연,자연관광지,해수욕장,3355.0,12.0,244.0,28.0,44.0,24.0,36.0,48.0,37.0,27.0,"'검멀레해변'은/는 제주특별자치도 제주시 우도면 우도해안길 (우도면)에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(12.0) 동안 총 3355.0명의 방문자를 기록했습니다. 4월 한 달 동안 244.0명이 방문했습니다. 요일별 방문자수는 월요일 28.0명, 화요일 44.0명, 수요일 24.0명, 목요일 36.0명, 금요일 48.0명, 토요일 37.0명, 일요일 27.0명입니다.",33.5065528,126.9549021
고산일과해안도로,제주특별자치도 서귀포시 대정읍 신도리 3135-1 ,서귀포시,관광지,자연,자연관광지,자연생태관광지,542.0,12.0,22.0,1.0,5.0,1.0,2.0,3.0,0.0,10.0,"'고산일과해안도로'은/는 제주특별자치도 서귀포시 대정읍 신도리 3135-1 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(12.0) 동안 총 542.0명의 방문자를 기록했습니다. 4월 한 달 동안 22.0명이 방문했습니다. 요일별 방문자수는 월요일 1.0명, 화요일 5.0명, 수요일 1.0명, 목요일 2.0명, 금요일 3.0명, 토요일 0.0명, 일요일 10.0명입니다.",33.2575958,126.214254
곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565 ,제주시,관광지,자연,자연관광지,해수욕장,11572.0,12.0,411.0,46.0,46.0,62.0,69.0,68.0,67.0,53.0,"'곽지해수욕장'은/는 제주특별자치도 제주시 애월읍 곽지리 1565 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(12.0) 동안 총 11572.0명의 방문자를 기록했습니다. 4월 한 달 동안 411.0명이 방문했습니다. 요일별 방문자수는 월요일 46.0명, 화요일 46.0명, 수요일 62.0명, 목요일 69.0명, 금요일 68.0명, 토요일 67.0명, 일요일 53.0명입니다.",33.45329040000001,126.3212801
광치기해변,제주특별자치도 서귀포시 성산읍 고성리 ,서귀포시,관광지,자연,자연관광지,해수욕장,10642.0,12.0,1310.0,163.0,204.0,184.0,157.0,179.0,185.0,238.0,"'광치기해변'은/는 제주특별자치도 서귀포시 성산읍 고성리 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(12.0) 동안 총 10642.0명의 방문자를 기록했습니다. 4월 한 달 동안 1310.0명이 방문했습니다. 요일별 방문자수는 월요일 163.0명, 화요일 204.0명, 수요일 184.0명, 목요일 157.0명, 금요일 179.0명, 토요일 185.0명, 일요일 238.0명입니다.",33.4370258,126.9224025
구엄포구,제주특별자치도 제주시 애월읍 구엄리 607-5 일대 ,제주시,관광지,자연,자연관광지,항구/포구,563.0,12.0,22.0,5.0,2.0,5.0,3.0,1.0,3.0,3.0,"'구엄포구'은/는 제주특별자치도 제주시 애월읍 구엄리 607-5 일대 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 항구/포구입니다. 해당 관광지는 기준월(12.0) 동안 총 563.0명의 방문자를 기록했습니다. 4월 한 달 동안 22.0명이 방문했습니다. 요일별 방문자수는 월요일 5.0명, 화요일 2.0명, 수요일 5.0명, 목요일 3.0명, 금요일 1.0명, 토요일 3.0명, 일요일 3.0명입니다.",33.4791227,126.3813732
금능포구,제주특별자치도 제주시 한림읍 금능리 ,제주시,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,457.0,12.0,7.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,"'금능포구'은/는 제주특별자치도 제주시 한림읍 금능리 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 농.산.어촌 체험입니다. 해당 관광지는 기준월(12.0) 동안 총 457.0명의 방문자를 기록했습니다. 4월 한 달 동안 7.0명이 방문했습니다. 요일별 방문자수는 월요일 0.0명, 화요일 0.0명, 수요일 1.0명, 목요일 1.0명, 금요일 1.0명, 토요일 2.0명, 일요일 2.0명입니다.",33.3700283,126.2392054
금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10 ,제주시,관광지,자연,자연관광지,해수욕장,13346.0,12.0,262.0,26.0,37.0,32.0,37.0,37.0,58.0,35.0,"'금능해수욕장'은/는 제주특별자치도 제주시 한림읍 금능길 119-10 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(12.0) 동안 총 13346.0명의 방문자를 기록했습니다. 4월 한 달 동안 262.0명이 방문했습니다. 요일별 방문자수는 월요일 26.0명, 화요일 37.0명, 수요일 32.0명, 목요일 37.0명, 금요일 37.0명, 토요일 58.0명, 일요일 35.0명입니다.",33.3911311,126.2362647
