기준연월,음식점명,개설일자,업종,주소,5시11시이용건수비중,12시13시이용건수비중,18시22시이용건수비중,14시17시이용건수비중,23시24시이용건수비중,평일 이용건수,주말 이용건수,현지인이용건수,남성이용건수,여성이용건수,20대이하이용건수,30대이용건수,40대이용건수,50대이용건수,60대이상이용건수,이용금액구간,건당평균이용금액구간
202301,토평골식당,20050704,가정식,제주 서귀포시 토평동 1245-7번지,0.0,0.0,72.72727272727273,27.27272727272727,0.0,72.72727272727273,27.27272727272727,25.60386473429952,57.8,42.2,7.8,16.69999999999999,20.0,32.79999999999999,22.8,상위 10~25%,상위 90% 초과
202301,바다이야기,20191105,단품요리 전문,제주 서귀포시 대포동 1998-2번지,14.0625,22.5,36.5625,16.875,0.0,67.5,22.5,20.618181818181817,51.03000000000001,38.97,8.37,20.15999999999999,25.109999999999992,24.20999999999999,12.15,상위 25~50%,상위 50~75%
202301,오리정,20000128,단품요리 전문,제주 제주시 노형동 1288-5번지,2.222222222222216,8.88888888888889,48.88888888888889,20.0,0.0,51.11111111111111,28.88888888888888,62.37974683544304,48.48,31.519999999999992,9.44,18.64,13.84,25.04,13.04,상위 25~50%,상위 50~75%
202301,제라진밥상,20200720,가정식,제주 제주시 조천읍 함덕리 4150번지,32.786885245901644,26.557377049180328,0.0,0.655737704918028,0.0,50.81967213114753,9.180327868852457,20.838988278840223,37.5,22.5,5.04,16.8,24.3,9.48,4.319999999999999,상위 75~90%,상위 25~50%
202301,거제도횟집,20130903,단품요리 전문,제주 제주시 건입동 1435-2번지,0.0,11.11111111111111,50.0,22.22222222222222,16.66666666666666,61.111111111111086,38.888888888888886,13.96226415094339,64.9,35.099999999999994,10.099999999999987,22.8,22.399999999999988,32.89999999999999,11.8,상위 50~75%,상위 90% 초과
202301,생돈구이촌,20110405,가정식,제주 제주시 노형동 1277-5번지,0.0,0.0,86.66666666666667,13.33333333333333,0.0,79.99999999999999,20.0,48.59813084112149,69.4,30.6,13.1,31.1,29.6,22.3,3.9,상위 10~25%,상위 75~90%
202301,색달가든,20190212,단품요리 전문,제주 제주시 이도이동 1039-14번지,0.0,0.0,100.0,0.0,0.0,86.66666666666667,13.33333333333332,87.2,72.4,27.6,14.499999999999998,20.7,18.6,28.999999999999996,17.2,상위 25~50%,상위 75~90%
202301,한길정,20080908,가정식,제주 서귀포시 서홍동 1733-31번지,5.0,15.0,70.0,10.0,0.0,70.0,30.000000000000004,25.294117647058822,63.6,36.4,9.9,21.899999999999988,29.1,27.800000000000004,11.3,상위 50~75%,상위 90% 초과
202301,다원우,20150115,가정식,제주 제주시 외도일동 642-2번지 2층,10.256410256410255,47.17948717948718,0.0,22.56410256410256,0.0,69.74358974358975,10.256410256410255,69.3167701863354,46.080000000000005,33.92,1.7599999999999998,7.6,23.44,24.8,22.4,상위 25~50%,상위 50~75%
202301,은진이네식당,20180308,가정식,제주 제주시 도두일동 2626-5번지,16.41025641025641,10.256410256410255,43.07692307692307,10.256410256410255,0.0,53.33333333333332,26.66666666666666,24.958217270194982,56.48,23.52,11.2,13.759999999999998,19.76,23.52,11.84,상위 10% 이하,상위 25~50%
202301,이서림,20050523,가정식,제주 제주시 삼도이동 1234-4번지,0.0,0.0,86.39999999999999,0.0,3.6,68.4,21.6,71.1377245508982,62.81999999999999,27.18,6.39,21.33,29.790000000000003,23.94,8.55,상위 50~75%,상위 90% 초과
202301,덕성식당,20110624,가정식,제주 서귀포시 안덕면 사계리 2130번지,19.459459459459456,30.270270270270274,12.972972972972968,17.297297297297295,0.0,51.891891891891866,28.108108108108105,5.686591276252017,40.48,39.52,10.24,17.44,15.519999999999992,23.44,13.359999999999992,상위 50~75%,상위 50~75%
202301,대정고을식당,20070222,가정식,제주 서귀포시 대정읍 인성리 251-1번지,15.319148936170208,54.46808510638298,0.0,10.212765957446807,0.0,66.38297872340424,13.617021276595745,26.666666666666664,53.84,26.16,11.52,16.64,23.68,18.0,10.24,상위 10~25%,상위 25~50%
202301,제이팩토리,20220928,단품요리 전문,제주 서귀포시 토평동 1797번지 토평동,11.729323308270672,22.105263157894736,0.0,26.16541353383458,0.0,35.187969924812016,24.81203007518797,1.478439425051334,34.620000000000005,25.38,14.22,13.08,22.38,8.82,1.5,상위 10~25%,상위 10% 이하
202301,용두암 엄마 해장국,20201006,단품요리 전문,제주 제주시 용담삼동 519-9번지 1층,31.90909090909091,17.727272727272727,0.0,10.363636363636362,0.0,38.999999999999986,20.999999999999993,5.246142542248344,35.099999999999994,24.9,10.019999999999994,14.46,16.139999999999993,14.039999999999994,5.34,상위 75~90%,상위 25~50%
202301,숙성돈가,20211014,가정식,제주 서귀포시 중문동 2451번지 1층,1.627906976744181,8.95348837209302,46.3953488372093,13.023255813953485,0.0,43.95348837209301,26.046511627906973,9.019033674963396,43.12,26.88,8.82,19.25,22.4,13.72,5.8100000000000005,상위 75~90%,상위 75~90%
202301,풍년내장탕해장국,20211018,단품요리 전문,제주 제주시 연동 292-18번지 1층,43.16666666666667,22.75,0.0,4.083333333333331,0.0,46.08333333333333,23.91666666666666,33.493234932349324,51.59,18.41,5.18,11.06,18.829999999999995,23.1,11.829999999999991,상위 50~75%,상위 10~25%
202301,어머니빵집,20101102,베이커리,제주 제주시 연동 2325-7번지 연동한일씨티파크 1층 106호,11.461794019933556,7.14285714285714,15.614617940199334,15.780730897009963,0.0,32.72425249169434,17.275747508305646,21.40625,21.15,28.850000000000005,8.5,13.2,13.750000000000002,10.4,4.15,상위 50~75%,상위 10~25%
202301,상명식당,20210325,가정식,제주 제주시 한림읍 상명리 1015-1번지,29.354838709677416,28.2258064516129,11.290322580645157,1.129032258064515,0.0,54.193548387096776,15.806451612903215,46.14604462474645,44.73,25.27,3.57,7.98,21.56,23.309999999999995,13.579999999999991,상위 25~50%,상위 25~50%
202301,큰길,20190507,가정식,제주 서귀포시 안덕면 상창리 883-2번지 1층,8.275862068965512,38.62068965517241,0.0,33.103448275862064,0.0,57.93103448275862,22.068965517241377,11.28205128205128,51.2,28.799999999999997,4.96,23.2,32.8,10.8,8.32,상위 25~50%,상위 25~50%
