기준연월,음식점명,개설일자,업종,주소,5시11시이용건수비중,12시13시이용건수비중,18시22시이용건수비중,14시17시이용건수비중,23시24시이용건수비중,평일 이용건수,주말 이용건수,현지인이용건수,남성이용건수,여성이용건수,20대이하이용건수,30대이용건수,40대이용건수,50대이용건수,60대이상이용건수,이용금액구간_x,건당평균이용금액구간_x,이용금액구간_y,건당평균이용금액구간_y
202301,토평골식당,20050704,가정식,제주 서귀포시 토평동 1245-7번지,0.0,0.0,72.72727272727273,27.27272727272727,0.0,72.72727272727273,27.27272727272727,25.60386473429952,57.8,42.2,7.8,16.69999999999999,20.0,32.79999999999999,22.8,상위 10~25%,상위 90% 초과,상위 10~25%,상위 90% 초과
202301,오리정,20000128,단품요리 전문,제주 제주시 노형동 1288-5번지,2.222222222222216,8.88888888888889,48.88888888888889,20.0,0.0,51.11111111111111,28.88888888888888,62.37974683544304,48.48,31.519999999999992,9.44,18.64,13.84,25.04,13.04,상위 25~50%,상위 50~75%,상위 25~50%,상위 50~75%
202301,제라진밥상,20200720,가정식,제주 제주시 조천읍 함덕리 4150번지,32.786885245901644,26.557377049180328,0.0,0.655737704918028,0.0,50.81967213114753,9.180327868852457,20.838988278840223,37.5,22.5,5.04,16.8,24.3,9.48,4.319999999999999,상위 75~90%,상위 25~50%,상위 75~90%,상위 25~50%
202301,거제도횟집,20130903,단품요리 전문,제주 제주시 건입동 1435-2번지,0.0,11.11111111111111,50.0,22.22222222222222,16.66666666666666,61.111111111111086,38.888888888888886,13.96226415094339,64.9,35.099999999999994,10.099999999999987,22.8,22.399999999999988,32.89999999999999,11.8,상위 50~75%,상위 90% 초과,상위 50~75%,상위 90% 초과
202301,표선1번회센타,20070214,단품요리 전문,제주 서귀포시 표선면 표선리 864-2번지,3.103448275862064,6.206896551724137,65.17241379310344,15.517241379310343,0.0,37.24137931034481,52.75862068965517,33.7123745819398,59.400000000000006,30.6,5.3999999999999995,9.81,21.78,33.75,19.26,상위 50~75%,상위 75~90%,상위 50~75%,상위 75~90%
202301,생돈구이촌,20110405,가정식,제주 제주시 노형동 1277-5번지,0.0,0.0,86.66666666666667,13.33333333333333,0.0,79.99999999999999,20.0,48.59813084112149,69.4,30.6,13.1,31.1,29.6,22.3,3.9,상위 10~25%,상위 75~90%,상위 10~25%,상위 75~90%
202301,색달가든,20190212,단품요리 전문,제주 제주시 이도이동 1039-14번지,0.0,0.0,100.0,0.0,0.0,86.66666666666667,13.33333333333332,87.2,72.4,27.6,14.499999999999998,20.7,18.6,28.999999999999996,17.2,상위 25~50%,상위 75~90%,상위 25~50%,상위 75~90%
202301,은진이네식당,20180308,가정식,제주 제주시 도두일동 2626-5번지,16.41025641025641,10.256410256410255,43.07692307692307,10.256410256410255,0.0,53.33333333333332,26.66666666666666,24.958217270194982,56.48,23.52,11.2,13.759999999999998,19.76,23.52,11.84,상위 10% 이하,상위 25~50%,상위 10% 이하,상위 25~50%
202301,초밥공장,20210329,단품요리 전문,제주 제주시 구좌읍 월정리 1896-13번지 1층,0.0,26.206896551724135,34.48275862068965,19.310344827586206,0.0,38.620689655172406,41.37931034482758,7.115384615384616,35.43999999999999,44.56,32.879999999999995,29.44,9.92,6.32,1.36,상위 50~75%,상위 50~75%,상위 50~75%,상위 50~75%
202301,이서림,20050523,가정식,제주 제주시 삼도이동 1234-4번지,0.0,0.0,86.39999999999999,0.0,3.6,68.4,21.6,71.1377245508982,62.81999999999999,27.18,6.39,21.33,29.790000000000003,23.94,8.55,상위 50~75%,상위 90% 초과,상위 50~75%,상위 90% 초과
202301,배스킨라빈스제주함덕점,20170704,베이커리,제주 제주시 조천읍 함덕리 1004-28번지 1층,2.666666666666664,5.599999999999998,34.4,17.33333333333333,0.0,33.333333333333314,26.666666666666664,15.068153655514248,28.619999999999997,31.380000000000003,12.119999999999994,18.66,20.579999999999995,6.719999999999994,1.92,상위 25~50%,상위 10% 이하,상위 25~50%,상위 10% 이하
202301,대정고을식당,20070222,가정식,제주 서귀포시 대정읍 인성리 251-1번지,15.319148936170208,54.46808510638298,0.0,10.212765957446807,0.0,66.38297872340424,13.617021276595745,26.666666666666664,53.84,26.16,11.52,16.64,23.68,18.0,10.24,상위 10~25%,상위 25~50%,상위 10~25%,상위 25~50%
202301,크라운호프제주일도점,20190902,맥주/요리주점,제주 제주시 일도이동 49-2번지 가나다주택 1층 102호,0.0,0.0,42.18181818181818,0.0,37.81818181818182,31.999999999999975,47.999999999999986,69.90291262135922,64.80000000000001,15.2,10.24,23.6,28.96,13.519999999999992,3.5999999999999996,상위 25~50%,상위 25~50%,상위 25~50%,상위 25~50%
202301,제이팩토리,20220928,단품요리 전문,제주 서귀포시 토평동 1797번지 토평동,11.729323308270672,22.105263157894736,0.0,26.16541353383458,0.0,35.187969924812016,24.81203007518797,1.478439425051334,34.620000000000005,25.38,14.22,13.08,22.38,8.82,1.5,상위 10~25%,상위 10% 이하,상위 10~25%,상위 10% 이하
202301,용두암 엄마 해장국,20201006,단품요리 전문,제주 제주시 용담삼동 519-9번지 1층,31.90909090909091,17.727272727272727,0.0,10.363636363636362,0.0,38.999999999999986,20.999999999999993,5.246142542248344,35.099999999999994,24.9,10.019999999999994,14.46,16.139999999999993,14.039999999999994,5.34,상위 75~90%,상위 25~50%,상위 75~90%,상위 25~50%
202301,숙성돈가,20211014,가정식,제주 서귀포시 중문동 2451번지 1층,1.627906976744181,8.95348837209302,46.3953488372093,13.023255813953485,0.0,43.95348837209301,26.046511627906973,9.019033674963396,43.12,26.88,8.82,19.25,22.4,13.72,5.8100000000000005,상위 75~90%,상위 75~90%,상위 75~90%,상위 75~90%
202301,어머니빵집,20101102,베이커리,제주 제주시 연동 2325-7번지 연동한일씨티파크 1층 106호,11.461794019933556,7.14285714285714,15.614617940199334,15.780730897009963,0.0,32.72425249169434,17.275747508305646,21.40625,21.15,28.850000000000005,8.5,13.2,13.750000000000002,10.4,4.15,상위 50~75%,상위 10~25%,상위 50~75%,상위 10~25%
202301,강해일횟집,20080616,단품요리 전문,제주 서귀포시 표선면 표선리 42번지 40-311 2층,0.0,15.094339622641504,48.30188679245283,16.603773584905657,0.0,54.33962264150943,25.66037735849056,12.22836095764272,42.16,37.84,5.2,12.88,20.08,21.840000000000003,19.92,상위 90% 초과,상위 90% 초과,상위 90% 초과,상위 90% 초과
202301,큰길,20190507,가정식,제주 서귀포시 안덕면 상창리 883-2번지 1층,8.275862068965512,38.62068965517241,0.0,33.103448275862064,0.0,57.93103448275862,22.068965517241377,11.28205128205128,51.2,28.799999999999997,4.96,23.2,32.8,10.8,8.32,상위 25~50%,상위 25~50%,상위 25~50%,상위 25~50%
202301,용림식당,20220308,가정식,제주 서귀포시 안덕면 사계리 2032-24번지,0.0,33.33333333333333,50.0,16.66666666666666,0.0,49.999999999999986,49.999999999999986,7.38255033557047,53.2,46.79999999999999,5.59999999999999,20.0,28.4,26.0,20.0,상위 10% 이하,상위 90% 초과,상위 10% 이하,상위 90% 초과
202301,주민상회 서광신화점,20200924,가정식,제주 서귀포시 안덕면 서광리 1421-4번지 102호,0.0,0.0,35.2,0.0,44.8,72.0,8.0,37.35294117647059,42.63999999999999,37.36,35.2,21.200000000000003,12.0,9.84,1.7599999999999998,상위 50~75%,상위 50~75%,상위 50~75%,상위 50~75%
202301,송악산엉클스화덕피자,20151020,피자,제주 서귀포시 대정읍 상모리 143번지,10.0,36.666666666666664,13.33333333333333,30.0,0.0,39.99999999999998,49.999999999999986,15.561959654178676,45.27,44.73,6.300000000000001,12.87,28.08,26.639999999999997,16.02,상위 10% 이하,상위 25~50%,상위 10% 이하,상위 25~50%
202301,돈떵이용담점,20200710,가정식,제주 제주시 용담이동 931-7번지,0.0,0.0,93.33333333333331,6.66666666666666,0.0,39.99999999999999,59.999999999999986,44.97041420118343,72.6,27.39999999999999,20.9,28.4,22.89999999999999,16.89999999999999,10.9,상위 10% 이하,상위 75~90%,상위 10% 이하,상위 75~90%
202301,노형엔횟집,20211126,단품요리 전문,제주 제주시 노형동 1069-9번지 명신빌라 101호,0.0,0.0,77.89473684210526,2.105263157894736,0.0,52.63157894736841,27.368421052631568,47.3900293255132,51.04,28.96,8.56,14.4,16.240000000000002,28.96,11.84,상위 75~90%,상위 90% 초과,상위 75~90%,상위 90% 초과
202301,바르왓,20220225,가정식,제주 제주시 한림읍 한림리 888번지 2층,9.64285714285714,51.42857142857142,0.0,28.928571428571427,0.0,48.2142857142857,41.78571428571428,17.29064039408867,39.24,50.76,10.079999999999991,20.07,26.369999999999997,18.63,14.85,상위 25~50%,상위 75~90%,상위 25~50%,상위 75~90%
202301,하영횟집,20200414,단품요리 전문,제주 서귀포시 서호동 130-6번지,0.0,0.0,80.0,0.0,0.0,58.66666666666666,21.33333333333333,9.454545454545448,48.16,31.839999999999993,8.48,16.0,22.08,22.24,11.28,상위 90% 초과,상위 90% 초과,상위 90% 초과,상위 90% 초과
202301,루스트플레이스외도점,20150421,양식,제주 제주시 외도일동 636-6번지 1층,1.238938053097339,21.061946902654867,28.495575221238937,19.20353982300885,0.0,42.743362831858406,27.256637168141584,59.897476340694006,32.75999999999999,37.24,4.27,15.679999999999993,29.54,15.329999999999991,5.18,상위 75~90%,상위 50~75%,상위 75~90%,상위 50~75%
202301,효퇴국수,20181015,단품요리 전문,제주 제주시 삼도일동 533-7번지 1층,33.22033898305085,25.42372881355932,0.0,1.355932203389826,0.0,44.74576271186441,15.254237288135592,9.491978609625663,31.44,28.56,22.38,19.62,8.34,7.38,2.28,상위 50~75%,상위 10~25%,상위 50~75%,상위 10~25%
202301,덕승식당,20020504,가정식,제주 서귀포시 대정읍 하모리 770-3번지,6.049382716049379,24.197530864197528,19.012345679012345,20.74074074074074,0.0,44.07407407407405,25.925925925925924,10.278207109737243,40.25,29.75,7.069999999999992,15.329999999999991,18.41,18.27,10.92,상위 75~90%,상위 50~75%,상위 75~90%,상위 50~75%
202301,스시제주,20220330,일식,제주 제주시 노형동 923-3번지 2층,0.0,12.118226600985222,28.078817733990142,19.802955665024623,0.0,36.650246305418705,23.34975369458127,41.14151681000782,31.860000000000003,28.139999999999997,15.84,19.2,14.58,7.44,3.0,상위 90% 초과,상위 50~75%,상위 90% 초과,상위 50~75%
