관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,7월 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수
가름게스트하우스,제주특별자치도 서귀포시 법환하로9번길 10 ,숙박,숙박,숙박시설,펜션,221.0,7.0,19.0,3.0,4.0,6.0,1.0,2.0,1.0,2.0
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,7.0,50.0,11.0,6.0,5.0,6.0,12.0,5.0,5.0
그랜드조선제주,제주특별자치도 서귀포시 중문관광로72번길 60 ,숙박,숙박,숙박시설,관광호텔,465.0,7.0,28.0,1.0,8.0,4.0,4.0,4.0,3.0,4.0
그랜드하얏트제주,제주특별자치도 제주시 노형동 ,숙박,숙박,숙박시설,관광호텔,1235.0,7.0,71.0,11.0,13.0,15.0,6.0,9.0,6.0,11.0
그림리조트,제주특별자치도 제주시 서해안로 620-1 (용담삼동),숙박,숙박,숙박시설,펜션,89.0,7.0,7.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0
금호리조트제주,제주특별자치도 서귀포시 남원읍 태위로 522-12 ,숙박,인문(문화/예술/역사),휴양관광지,관광단지,1515.0,7.0,99.0,11.0,17.0,8.0,21.0,13.0,16.0,13.0
꿈꾸는노마드,제주특별자치도 서귀포시 선반로 54 ,숙박,숙박,숙박시설,펜션,179.0,7.0,15.0,4.0,4.0,0.0,2.0,3.0,1.0,1.0
끄라비펜션,제주특별자치도 서귀포시 토평로148번길 28 (토평동),숙박,숙박,숙박시설,펜션,278.0,7.0,13.0,4.0,3.0,0.0,2.0,1.0,3.0,0.0
노리매공원,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15 ,관광지,인문(문화/예술/역사),휴양관광지,공원,3274.0,7.0,174.0,32.0,32.0,25.0,17.0,23.0,19.0,26.0
노을담은뜨락,제주특별자치도 서귀포시 대정읍 노을해안로 416 ,숙박,숙박,숙박시설,펜션,269.0,7.0,29.0,3.0,4.0,5.0,2.0,6.0,4.0,5.0
누웨마루거리,제주특별자치도 제주시 신광로 47 (연동) ,관광지,인문(문화/예술/역사),체험관광지,이색거리,2082.0,7.0,172.0,27.0,26.0,28.0,19.0,24.0,25.0,23.0
다이나믹메이즈,제주특별자치도 서귀포시 표선면 번영로 2644 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,7386.0,7.0,585.0,94.0,97.0,51.0,92.0,68.0,97.0,86.0
다인리조트,제주특별자치도 제주시 애월읍 애월해안로 400-9 ,숙박,숙박,숙박시설,펜션,405.0,7.0,34.0,4.0,4.0,6.0,3.0,5.0,6.0,6.0
다인오세아노호텔,제주특별자치도 제주시 애월해안로 394 ,숙박,숙박,숙박시설,관광호텔,739.0,7.0,77.0,11.0,13.0,17.0,10.0,7.0,10.0,9.0
답다니탑망대,제주특별자치도 제주시 우도면 우도해안길 602 ,관광지,인문(문화/예술/역사),건축/조형물,유명건물,713.0,7.0,75.0,10.0,14.0,7.0,11.0,7.0,11.0,15.0
대정향교,제주특별자치도 서귀포시 안덕면 향교로 165-17 ,관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,1020.0,7.0,66.0,12.0,5.0,6.0,20.0,9.0,7.0,7.0
더마파크,제주특별자치도 제주시 한림읍 월림7길 155 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,3972.0,7.0,402.0,58.0,51.0,54.0,62.0,39.0,59.0,79.0
돈내코힐리조트,제주특별자치도 서귀포시 돈내코로 180 (상효동),숙박,숙박,숙박시설,게스트하우스,422.0,7.0,35.0,9.0,3.0,2.0,3.0,6.0,8.0,4.0
동박생이,제주특별자치도 제주시 구좌읍 월정1길 89 ,숙박,숙박,숙박시설,펜션,398.0,7.0,30.0,3.0,4.0,7.0,4.0,5.0,5.0,2.0
두맹이골목,제주특별자치도 제주시 일도이동 1006-11,관광지,인문(문화/예술/역사),체험관광지,이색거리,741.0,7.0,56.0,15.0,10.0,8.0,4.0,5.0,9.0,5.0
디아넥스호텔,제주특별자치도 서귀포시 안덕면 산록남로762번길 71 ,숙박,숙박,숙박시설,관광호텔,542.0,7.0,41.0,7.0,19.0,6.0,2.0,1.0,2.0,4.0
라마다제주함덕호텔,제주특별자치도 제주시 조천읍 신북로 470 ,숙박,숙박,숙박시설,관광호텔,637.0,7.0,62.0,9.0,9.0,11.0,10.0,14.0,3.0,6.0
라마다프라자제주호텔,제주특별자치도 제주시 탑동로 66 ,숙박,숙박,숙박시설,관광호텔,1010.0,7.0,59.0,8.0,10.0,11.0,6.0,8.0,7.0,9.0
라온호텔앤리조트,제주특별자치도 제주시 한림읍 금능남로 127 ,관광지,인문(문화/예술/역사),휴양관광지,관광단지,619.0,7.0,65.0,13.0,6.0,9.0,11.0,5.0,9.0,12.0
라헨느리조트,제주특별자치도 제주시 명림로 384 ,숙박,인문(문화/예술/역사),휴양관광지,관광단지,364.0,7.0,33.0,9.0,2.0,3.0,4.0,6.0,3.0,6.0
