관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,월별 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,정보,위도,경도
가파도,제주특별자치도 서귀포시 대정읍 가파로 ,관광지,자연,자연관광지,섬,12905.0,1.0,1222.0,239.0,209.0,162.0,163.0,136.0,130.0,183.0,"'가파도'은/는 제주특별자치도 서귀포시 대정읍 가파로 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 섬입니다. 해당 관광지는 기준월(1.0) 동안 총 12905.0명의 방문자를 기록했습니다. 1월 한 달 동안 1222.0명이 방문했습니다. 요일별 방문자수는 월요일 239.0명, 화요일 209.0명, 수요일 162.0명, 목요일 163.0명, 금요일 136.0명, 토요일 130.0명, 일요일 183.0명입니다.",33.1697336,126.271453
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,1.0,36.0,7.0,7.0,5.0,3.0,1.0,2.0,11.0,"'갈중이'은/는 제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 전통체험입니다. 해당 관광지는 기준월(1.0) 동안 총 500.0명의 방문자를 기록했습니다. 1월 한 달 동안 36.0명이 방문했습니다. 요일별 방문자수는 월요일 7.0명, 화요일 7.0명, 수요일 5.0명, 목요일 3.0명, 금요일 1.0명, 토요일 2.0명, 일요일 11.0명입니다.",33.2350546,126.3136741
감수굴밭담길,제주특별자치도 제주시 구좌읍 평대7길 34 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,551.0,1.0,63.0,10.0,7.0,10.0,9.0,6.0,11.0,10.0,"'감수굴밭담길'은/는 제주특별자치도 제주시 구좌읍 평대7길 34 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 농.산.어촌 체험입니다. 해당 관광지는 기준월(1.0) 동안 총 551.0명의 방문자를 기록했습니다. 1월 한 달 동안 63.0명이 방문했습니다. 요일별 방문자수는 월요일 10.0명, 화요일 7.0명, 수요일 10.0명, 목요일 9.0명, 금요일 6.0명, 토요일 11.0명, 일요일 10.0명입니다.",,
검멀레해변,제주특별자치도 제주시 우도면 우도해안길 (우도면),관광지,자연,자연관광지,해수욕장,3355.0,1.0,230.0,50.0,44.0,26.0,29.0,30.0,20.0,31.0,"'검멀레해변'은/는 제주특별자치도 제주시 우도면 우도해안길 (우도면)에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(1.0) 동안 총 3355.0명의 방문자를 기록했습니다. 1월 한 달 동안 230.0명이 방문했습니다. 요일별 방문자수는 월요일 50.0명, 화요일 44.0명, 수요일 26.0명, 목요일 29.0명, 금요일 30.0명, 토요일 20.0명, 일요일 31.0명입니다.",33.5065528,126.9549021
고산일과해안도로,제주특별자치도 서귀포시 대정읍 신도리 3135-1 ,관광지,자연,자연관광지,자연생태관광지,542.0,1.0,58.0,16.0,9.0,5.0,4.0,10.0,1.0,13.0,"'고산일과해안도로'은/는 제주특별자치도 서귀포시 대정읍 신도리 3135-1 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(1.0) 동안 총 542.0명의 방문자를 기록했습니다. 1월 한 달 동안 58.0명이 방문했습니다. 요일별 방문자수는 월요일 16.0명, 화요일 9.0명, 수요일 5.0명, 목요일 4.0명, 금요일 10.0명, 토요일 1.0명, 일요일 13.0명입니다.",33.2575958,126.214254
곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565 ,관광지,자연,자연관광지,해수욕장,11572.0,1.0,539.0,101.0,101.0,81.0,64.0,65.0,57.0,70.0,"'곽지해수욕장'은/는 제주특별자치도 제주시 애월읍 곽지리 1565 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(1.0) 동안 총 11572.0명의 방문자를 기록했습니다. 1월 한 달 동안 539.0명이 방문했습니다. 요일별 방문자수는 월요일 101.0명, 화요일 101.0명, 수요일 81.0명, 목요일 64.0명, 금요일 65.0명, 토요일 57.0명, 일요일 70.0명입니다.",33.45329040000001,126.3212801
광치기해변,제주특별자치도 서귀포시 성산읍 고성리 ,관광지,자연,자연관광지,해수욕장,10642.0,1.0,798.0,158.0,112.0,90.0,85.0,111.0,82.0,160.0,"'광치기해변'은/는 제주특별자치도 서귀포시 성산읍 고성리 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(1.0) 동안 총 10642.0명의 방문자를 기록했습니다. 1월 한 달 동안 798.0명이 방문했습니다. 요일별 방문자수는 월요일 158.0명, 화요일 112.0명, 수요일 90.0명, 목요일 85.0명, 금요일 111.0명, 토요일 82.0명, 일요일 160.0명입니다.",33.4370258,126.9224025
구엄포구,제주특별자치도 제주시 애월읍 구엄리 607-5 일대 ,관광지,자연,자연관광지,항구/포구,563.0,1.0,60.0,7.0,13.0,9.0,6.0,8.0,7.0,10.0,"'구엄포구'은/는 제주특별자치도 제주시 애월읍 구엄리 607-5 일대 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 항구/포구입니다. 해당 관광지는 기준월(1.0) 동안 총 563.0명의 방문자를 기록했습니다. 1월 한 달 동안 60.0명이 방문했습니다. 요일별 방문자수는 월요일 7.0명, 화요일 13.0명, 수요일 9.0명, 목요일 6.0명, 금요일 8.0명, 토요일 7.0명, 일요일 10.0명입니다.",33.4791227,126.3813732
금능포구,제주특별자치도 제주시 한림읍 금능리 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,457.0,1.0,56.0,10.0,9.0,7.0,9.0,6.0,9.0,6.0,"'금능포구'은/는 제주특별자치도 제주시 한림읍 금능리 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 농.산.어촌 체험입니다. 해당 관광지는 기준월(1.0) 동안 총 457.0명의 방문자를 기록했습니다. 1월 한 달 동안 56.0명이 방문했습니다. 요일별 방문자수는 월요일 10.0명, 화요일 9.0명, 수요일 7.0명, 목요일 9.0명, 금요일 6.0명, 토요일 9.0명, 일요일 6.0명입니다.",33.3700283,126.2392054
금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10 ,관광지,자연,자연관광지,해수욕장,13346.0,1.0,483.0,90.0,75.0,53.0,67.0,48.0,57.0,93.0,"'금능해수욕장'은/는 제주특별자치도 제주시 한림읍 금능길 119-10 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(1.0) 동안 총 13346.0명의 방문자를 기록했습니다. 1월 한 달 동안 483.0명이 방문했습니다. 요일별 방문자수는 월요일 90.0명, 화요일 75.0명, 수요일 53.0명, 목요일 67.0명, 금요일 48.0명, 토요일 57.0명, 일요일 93.0명입니다.",33.3911311,126.2362647
