기준연월,음식점명,개설일자,업종,주소,5시11시이용건수비중,12시13시이용건수비중,18시22시이용건수비중,14시17시이용건수비중,23시24시이용건수비중,평일 이용건수,주말 이용건수,현지인이용건수,남성이용건수,여성이용건수,20대이하이용건수,30대이용건수,40대이용건수,50대이용건수,60대이상이용건수,이용금액구간,건당평균이용금액구간
202301,제라진밥상,20200720,가정식,제주 제주시 조천읍 함덕리 4150번지,32.786885245901644,26.557377049180328,0.0,0.655737704918028,0.0,50.81967213114753,9.180327868852457,20.838988278840223,37.5,22.5,5.04,16.8,24.3,9.48,4.319999999999999,상위 75~90%,상위 25~50%
202301,화덕앤그릴,20190218,단품요리 전문,제주 제주시 연동 1497-2번지 1층,0.0,0.0,81.25,6.25,12.5,68.75,31.25,65.41666666666667,66.8,33.2,8.0,10.9,37.0,37.79999999999999,6.3,상위 10% 이하,상위 50~75%
202301,스피닝울프,20170315,단품요리 전문,제주 서귀포시 성산읍 고성리 297-1번지 1층,0.0,0.0,61.8018018018018,0.63063063063063,7.567567567567567,40.360360360360346,29.63963963963963,3.218390804597696,34.37,35.63,26.74,27.09,10.01,4.9,1.1900000000000002,상위 25~50%,상위 10~25%
202301,거제도횟집,20130903,단품요리 전문,제주 제주시 건입동 1435-2번지,0.0,11.11111111111111,50.0,22.22222222222222,16.66666666666666,61.111111111111086,38.888888888888886,13.96226415094339,64.9,35.099999999999994,10.099999999999987,22.8,22.399999999999988,32.89999999999999,11.8,상위 50~75%,상위 90% 초과
202301,표선1번회센타,20070214,단품요리 전문,제주 서귀포시 표선면 표선리 864-2번지,3.103448275862064,6.206896551724137,65.17241379310344,15.517241379310343,0.0,37.24137931034481,52.75862068965517,33.7123745819398,59.400000000000006,30.6,5.3999999999999995,9.81,21.78,33.75,19.26,상위 50~75%,상위 75~90%
202301,생돈구이촌,20110405,가정식,제주 제주시 노형동 1277-5번지,0.0,0.0,86.66666666666667,13.33333333333333,0.0,79.99999999999999,20.0,48.59813084112149,69.4,30.6,13.1,31.1,29.6,22.3,3.9,상위 10~25%,상위 75~90%
202301,색달가든,20190212,단품요리 전문,제주 제주시 이도이동 1039-14번지,0.0,0.0,100.0,0.0,0.0,86.66666666666667,13.33333333333332,87.2,72.4,27.6,14.499999999999998,20.7,18.6,28.999999999999996,17.2,상위 25~50%,상위 75~90%
202301,은진이네식당,20180308,가정식,제주 제주시 도두일동 2626-5번지,16.41025641025641,10.256410256410255,43.07692307692307,10.256410256410255,0.0,53.33333333333332,26.66666666666666,24.958217270194982,56.48,23.52,11.2,13.759999999999998,19.76,23.52,11.84,상위 10% 이하,상위 25~50%
202301,초밥공장,20210329,단품요리 전문,제주 제주시 구좌읍 월정리 1896-13번지 1층,0.0,26.206896551724135,34.48275862068965,19.310344827586206,0.0,38.620689655172406,41.37931034482758,7.115384615384616,35.43999999999999,44.56,32.879999999999995,29.44,9.92,6.32,1.36,상위 50~75%,상위 50~75%
202301,해지개,20221213,단품요리 전문,제주 제주시 애월읍 애월리 2555번지 2층,6.9023569023569005,14.646464646464644,1.515151515151515,26.936026936026938,0.0,31.81818181818181,18.181818181818176,3.3444816053511697,21.8,28.199999999999996,17.299999999999997,12.5,8.95,8.6,2.6,상위 90% 초과,상위 25~50%
202301,배스킨라빈스제주함덕점,20170704,베이커리,제주 제주시 조천읍 함덕리 1004-28번지 1층,2.666666666666664,5.599999999999998,34.4,17.33333333333333,0.0,33.333333333333314,26.666666666666664,15.068153655514248,28.619999999999997,31.380000000000003,12.119999999999994,18.66,20.579999999999995,6.719999999999994,1.92,상위 25~50%,상위 10% 이하
202301,로컬제주이야기카페,20200923,커피,제주 제주시 용담삼동 1020-5번지 3층,7.941176470588229,39.705882352941174,7.941176470588229,31.76470588235294,2.6470588235294072,60.88235294117646,29.11764705882352,10.104438642297652,46.26,43.74,9.99,13.41,22.32,30.959999999999997,13.41,상위 10% 이하,상위 25~50%
202301,제이팩토리,20220928,단품요리 전문,제주 서귀포시 토평동 1797번지 토평동,11.729323308270672,22.105263157894736,0.0,26.16541353383458,0.0,35.187969924812016,24.81203007518797,1.478439425051334,34.620000000000005,25.38,14.22,13.08,22.38,8.82,1.5,상위 10~25%,상위 10% 이하
202301,용두암 엄마 해장국,20201006,단품요리 전문,제주 제주시 용담삼동 519-9번지 1층,31.90909090909091,17.727272727272727,0.0,10.363636363636362,0.0,38.999999999999986,20.999999999999993,5.246142542248344,35.099999999999994,24.9,10.019999999999994,14.46,16.139999999999993,14.039999999999994,5.34,상위 75~90%,상위 25~50%
