관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,1월 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,1.0,36.0,7.0,7.0,5.0,3.0,1.0,2.0,11.0
감수굴밭담길,제주특별자치도 제주시 구좌읍 평대7길 34 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,551.0,1.0,63.0,10.0,7.0,10.0,9.0,6.0,11.0,10.0
관덕정,제주특별자치도 제주시 관덕로 19 (삼도이동),관광지,인문(문화/예술/역사),역사관광지,고궁,5642.0,1.0,474.0,73.0,75.0,63.0,68.0,67.0,57.0,71.0
관음사,제주특별자치도 제주시 산록북로 660 (아라일동),관광지,인문(문화/예술/역사),역사관광지,사찰,1809.0,1.0,200.0,41.0,32.0,32.0,26.0,20.0,22.0,27.0
금능포구,제주특별자치도 제주시 한림읍 금능리 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,457.0,1.0,56.0,10.0,9.0,7.0,9.0,6.0,9.0,6.0
금룡사,제주특별자치도 제주시 구좌읍 김녕로 148-11 (구좌읍),관광지,인문(문화/예술/역사),역사관광지,사찰,478.0,1.0,53.0,10.0,11.0,5.0,7.0,10.0,2.0,8.0
금호리조트제주,제주특별자치도 서귀포시 남원읍 태위로 522-12 ,숙박,인문(문화/예술/역사),휴양관광지,관광단지,1515.0,1.0,187.0,28.0,30.0,27.0,23.0,29.0,15.0,35.0
노리매공원,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15 ,관광지,인문(문화/예술/역사),휴양관광지,공원,3274.0,1.0,421.0,78.0,77.0,74.0,51.0,45.0,32.0,64.0
누웨마루거리,제주특별자치도 제주시 신광로 47 (연동) ,관광지,인문(문화/예술/역사),체험관광지,이색거리,2082.0,1.0,181.0,38.0,30.0,18.0,25.0,21.0,20.0,29.0
다이나믹메이즈,제주특별자치도 서귀포시 표선면 번영로 2644 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,7386.0,1.0,745.0,138.0,137.0,106.0,90.0,89.0,83.0,102.0
답다니탑망대,제주특별자치도 제주시 우도면 우도해안길 602 ,관광지,인문(문화/예술/역사),건축/조형물,유명건물,713.0,1.0,55.0,9.0,9.0,14.0,5.0,4.0,3.0,11.0
대정향교,제주특별자치도 서귀포시 안덕면 향교로 165-17 ,관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,1020.0,1.0,79.0,13.0,11.0,12.0,11.0,8.0,7.0,17.0
더마파크,제주특별자치도 제주시 한림읍 월림7길 155 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,3972.0,1.0,311.0,66.0,59.0,32.0,35.0,31.0,33.0,55.0
도치돌알파카목장,제주특별자치도 제주시 애월읍 도치돌길 293 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,1675.0,1.0,235.0,40.0,37.0,36.0,32.0,36.0,22.0,32.0
두맹이골목,제주특별자치도 제주시 일도이동 1006-11,관광지,인문(문화/예술/역사),체험관광지,이색거리,741.0,1.0,80.0,13.0,18.0,9.0,10.0,9.0,8.0,13.0
라온호텔앤리조트,제주특별자치도 제주시 한림읍 금능남로 127 ,관광지,인문(문화/예술/역사),휴양관광지,관광단지,619.0,1.0,41.0,8.0,3.0,6.0,3.0,10.0,1.0,10.0
라헨느리조트,제주특별자치도 제주시 명림로 384 ,숙박,인문(문화/예술/역사),휴양관광지,관광단지,364.0,1.0,33.0,8.0,10.0,3.0,1.0,6.0,2.0,3.0
