YM,MCT_NM,OP_YMD,MCT_TYPE,ADDR,아침 이용건수,점심 이용건수,저녁 이용건수,식사x_1,식사x_2,평일 이용건수,주말 이용건수,현지인,남성,여성,20대이하,30대,40대,50대,60대이상
202311,제주돗돈 신화월드점,20230915,가정식,제주 서귀포시 안덕면 동광리 929-4번지 1층,0.0,27.0,54.0,9.0,0.0,63.00000000000001,27.0,24.10714285714285,56.43,33.57,1.8,17.64,35.28,19.44,15.84
202311,굽네치킨 성산점,20211007,치킨,제주 서귀포시 성산읍 시흥리 208번지 1층,0.0,0.0,71.72413793103448,8.275862068965512,0.0,49.65517241379309,30.344827586206897,6.130558183538311,49.12,30.880000000000003,11.36,18.96,33.36,12.64,3.76
202311,불닭공장신산점,20040825,단품요리 전문,제주 제주시 일도이동 1019-20번지,0.0,0.0,68.88888888888889,0.0,11.11111111111111,44.44444444444443,35.55555555555556,70.86247086247086,42.56,37.43999999999999,8.56,14.96,25.92,22.959999999999997,7.68
202311,애진,20090721,단품요리 전문,제주 제주시 이도이동 1008-1번지,0.0,0.0,100.0,0.0,0.0,92.85714285714283,7.14285714285714,71.85185185185186,79.6,20.4,10.6,16.89999999999999,19.0,28.9,24.6
202311,천지연숯화로구이,20230302,가정식,제주 서귀포시 안덕면 화순리 1799-3번지 1층,0.0,0.0,77.77777777777779,16.66666666666666,5.55555555555555,88.8888888888889,11.1111111111111,39.37007874015748,63.6,36.4,20.19999999999999,19.399999999999988,24.0,25.6,10.9
202311,소린이네회,20170223,일식,제주 서귀포시 서귀동 277-10번지,0.0,0.0,71.35135135135135,8.648648648648647,0.0,56.2162162162162,23.783783783783786,11.053864168618263,51.04,28.96,12.08,15.280000000000001,22.639999999999997,22.639999999999997,7.359999999999999
202311,큐도,20200326,단품요리 전문,제주 제주시 아라이동 3012-18번지 1층,12.465753424657533,20.136986301369863,13.424657534246574,23.972602739726025,0.0,43.15068493150685,26.849315068493148,46.44859813084112,45.01,24.99,17.009999999999998,34.089999999999996,10.64,5.46,2.73
202311,부산아지매집노형점부산아재,20210906,단품요리 전문,제주 제주시 노형동 2595-11번지,11.951219512195117,25.60975609756097,23.90243902439024,8.536585365853657,0.0,56.341463414634134,13.658536585365846,50.17921146953405,49.769999999999996,20.229999999999997,2.73,8.189999999999992,21.28,25.2,12.53
202311,희야네식당,20000916,가정식,제주 서귀포시 남원읍 남원리 100-3번지,16.8,20.299999999999997,26.6,6.3,0.0,55.99999999999999,14.0,20.16949152542373,43.89,26.11,12.319999999999999,19.81,18.62,13.02,6.159999999999999
202311,시즈닝제주협재점,20210809,단품요리 전문,제주 제주시 한림읍 협재리 2514-4번지 1층,0.0,5.16129032258064,60.64516129032258,14.193548387096776,0.0,58.06451612903224,21.935483870967737,3.447154471544712,43.6,36.4,20.4,25.6,19.759999999999998,11.200000000000001,3.12
202311,승쁨당,20200610,베이커리,제주 제주시 일도이동 57-13번지 1층,13.734939759036143,10.361445783132528,10.602409638554214,25.301204819277107,0.0,36.62650602409638,23.373493975903614,50.84805653710247,22.08,37.92,7.98,19.2,16.26,12.42,4.140000000000001
202311,크라운뷔페,20190823,가정식,제주 제주시 건입동 607-2번지 지1층,0.0,100.0,0.0,0.0,0.0,100.0,0.0,50.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
202311,글러트니커피,20211217,단품요리 전문,제주 제주시 이도이동 2043-3번지 101호,4.457142857142852,28.45714285714286,2.0571428571428516,25.028571428571425,0.0,41.48571428571428,18.51428571428571,46.718346253229974,19.02,40.98,13.56,24.179999999999996,16.68,4.140000000000001,1.38
202311,장가네일품순두부모슬포점,20231024,단품요리 전문,제주 서귀포시 대정읍 하모리 1070-11번지 1층,23.92405063291139,31.898734177215186,8.860759493670884,5.3164556962025316,0.0,56.70886075949366,13.291139240506322,48.27586206896552,43.26,26.740000000000002,5.109999999999999,2.52,15.26,28.0,19.110000000000003
202311,빽다방서귀포중문점,20230919,커피,제주 서귀포시 색달동 2476-3번지 제B동,20.19512195121951,12.292682926829267,10.243902439024385,17.268292682926823,0.0,39.51219512195121,20.487804878048777,23.016393442622952,34.44,25.56,13.739999999999993,21.84,15.24,6.18,3.0
202311,비에이치씨제주표선점,20200908,치킨,제주 서귀포시 표선면 표선리 600-2번지,0.0,1.666666666666664,53.33333333333333,23.333333333333336,1.666666666666664,54.99999999999999,25.0,36.382428940568474,40.56,39.44,8.0,12.8,35.52,16.48,7.199999999999999
202311,식전당포,20191002,단품요리 전문,제주 제주시 이도이동 1188-31번지 1층,0.0,0.0,47.27272727272727,7.272727272727272,25.454545454545453,59.99999999999999,19.999999999999993,65.12562814070351,48.239999999999995,31.76,25.04,30.0,15.36,8.88,0.8
202311,화정,20191118,중식,제주 제주시 연동 312-12번지 1층,6.037735849056601,46.79245283018868,18.113207547169807,9.056603773584904,0.0,67.92452830188678,12.075471698113207,58.6784140969163,49.12,30.880000000000003,11.92,23.36,25.92,13.519999999999992,5.28
202311,후르츨리,20200515,단품요리 전문,제주 제주시 한림읍 협재리 2447-27번지 1동 A,5.431034482758619,19.913793103448274,15.08620689655172,29.56896551724138,0.0,41.637931034482754,28.36206896551724,3.2367688022284087,11.27,58.730000000000004,41.65,18.62,5.880000000000001,3.29,0.56
202311,사리원외도점,20150318,중식,제주 제주시 외도일동 429-7번지 1층 사리원외도점,10.447761194029846,18.805970149253728,28.208955223880594,12.53731343283582,0.0,48.059701492537286,21.94029850746268,58.42629482071713,50.96,19.040000000000003,2.31,12.6,27.859999999999992,18.55,8.61
202311,일품순두부아라점,20180420,단품요리 전문,제주 제주시 아라일동 6095번지,10.773480662983426,12.06261510128913,17.40331491712707,7.274401473296501,2.486187845303865,35.451197053406986,14.548802946592994,38.44793713163065,29.4,20.599999999999998,6.15,11.799999999999999,15.4,11.55,5.1
202311,주식회사 몰마농,20160727,가정식,제주 서귀포시 성산읍 고성리 594-2번지 1호,16.419753086419753,19.87654320987654,8.64197530864197,25.061728395061724,0.0,53.58024691358024,16.419753086419746,1.77011494252873,43.96,26.04,14.84,24.919999999999998,18.829999999999995,7.63,3.85
202311,제주곱,20180424,가정식,제주 제주시 연동 283-6번지 1층,0.0,0.0,51.02803738317757,3.271028037383176,15.700934579439249,51.02803738317756,18.971962616822424,41.89855072463768,37.52,32.48,24.43,22.12,13.65,8.05,1.75
202311,대독장제주본점,20190408,가정식,제주 제주시 오라이동 3109번지 1층,9.230769230769225,36.15384615384616,15.384615384615378,9.230769230769225,0.0,59.230769230769205,10.769230769230766,50.67812798471824,42.91,27.09,7.279999999999999,14.98,24.29,17.85,5.67
202311,노형호수,20100226,단품요리 전문,제주 제주시 노형동 1070-10번지,0.0,0.0,67.58620689655173,9.655172413793103,2.758620689655168,59.31034482758619,20.68965517241379,66.97965571205008,49.84,30.16,4.4799999999999915,10.32,24.8,26.23999999999999,14.16
202311,뿔난돼지,20170302,가정식,제주 제주시 애월읍 고내리 1152-1번지 1층,0.0,0.0,100.0,0.0,0.0,73.68421052631577,26.315789473684198,13.61702127659574,52.6,47.4,24.6,25.900000000000002,19.69999999999999,20.599999999999998,9.2
202311,난드르바당,20150615,가정식,제주 서귀포시 하예동 1798-4번지,0.0,5.92592592592592,57.77777777777778,16.296296296296294,0.0,44.444444444444436,35.55555555555554,3.1620553359683763,40.96,39.04,22.0,24.4,16.72,12.56,4.4
202311,메종 노트르테르(MAISON NOTRE TERRE),20230404,커피,제주 서귀포시 안덕면 상창리 1579-28번지,9.333333333333329,36.0,0.0,34.666666666666664,0.0,65.33333333333333,14.666666666666664,40.947867298578196,27.919999999999998,52.07999999999999,10.8,32.160000000000004,24.8,8.0,4.16
202311,종달리엔심야식당,20210513,가정식,제주 제주시 구좌읍 종달리 1935-1번지 1층,0.0,0.0,80.0,0.0,0.0,56.58536585365852,23.414634146341456,1.2723658051689841,19.28,60.72,41.52,26.639999999999993,6.16,4.24,1.36
202311,세화갈비 함덕직영점,20220913,단품요리 전문,제주 제주시 조천읍 함덕리 960-8번지 1층,3.78378378378378,11.351351351351346,34.054054054054056,20.81081081081081,0.0,51.08108108108107,18.918918918918912,22.133850630455864,39.83,30.169999999999998,13.09,18.970000000000002,18.2,12.81,6.86
202311,어사촌도야지,20040624,가정식,제주 제주시 애월읍 어음리 2473-4번지,0.0,38.75,27.5,13.75,0.0,48.75,31.25,30.408525754884543,50.72,29.28,4.5600000000000005,9.359999999999992,21.76,25.76,18.55999999999999
202311,파리바게뜨 제주삼화점,20140423,베이커리,제주 제주시 도련이동 548번지 삼화사랑으로부영1차아파트 101호 상가 제주삼화사랑으로부영1차,15.625,4.575892857142855,15.066964285714285,14.732142857142854,0.0,37.61160714285713,12.388392857142854,43.24050632911393,21.75,28.249999999999996,3.35,14.499999999999998,20.849999999999998,7.449999999999999,3.85
202311,제주시듬삭헌국밥집,20210616,가정식,제주 제주시 화북일동 4634-1번지 1층,22.857142857142854,40.0,8.571428571428568,8.571428571428568,0.0,57.14285714285712,22.857142857142847,66.27062706270627,57.44,22.56,2.4,7.84,25.52,29.52,14.8
202311,매콤달콤오일장떡볶이,20071017,분식,제주 제주시 일도일동 1102-3번지,5.445544554455445,8.29207920792079,13.24257425742574,23.01980198019802,0.0,30.69306930693069,19.306930693069305,10.032029283916719,23.95,26.05,8.15,11.0,16.35,11.199999999999994,3.25
202311,대한식당 신시가지점,20200611,맥주/요리주점,제주 제주시 연동 1525번지 1층,0.0,0.0,74.48275862068965,0.0,15.517241379310345,55.862068965517224,34.137931034482754,70.1949860724234,62.730000000000004,27.27,9.36,26.279999999999998,32.49,19.62,2.25
202311,면아라,20200701,단품요리 전문,제주 제주시 아라일동 6072-9번지 1층,10.937499999999996,23.125,12.812499999999996,13.125,0.0,45.312499999999986,14.687499999999996,44.67857142857143,35.94,24.060000000000002,8.16,16.68,18.6,11.639999999999993,4.86
202311,인생극장,20180531,단품요리 전문,제주 제주시 일도이동 380-2번지 1층,0.0,0.0,80.0,3.33333333333333,6.66666666666666,73.33333333333331,16.666666666666657,81.5625,57.870000000000005,32.129999999999995,13.77,33.93,24.48,15.569999999999999,2.25
202311,표선이고집,20200218,단품요리 전문,제주 서귀포시 표선면 표선리 592번지 1층,0.0,0.0,77.58620689655172,9.310344827586201,3.103448275862064,68.27586206896551,21.724137931034473,56.90322580645161,57.06,32.94,6.659999999999999,11.07,25.56,30.50999999999999,16.2
202311,해물나무제주한림점,20190730,맥주/요리주점,제주 제주시 한림읍 한림리 1557-6번지 1층,0.0,13.636363636363635,54.54545454545455,21.818181818181817,0.0,68.18181818181817,21.818181818181817,32.637362637362635,50.309999999999995,39.69,7.29,19.169999999999998,23.490000000000002,27.09,12.87
202311,황금어장,20010721,가정식,제주 제주시 연동 294-113번지,9.523809523809522,13.015873015873014,22.222222222222218,15.238095238095234,0.0,40.63492063492062,19.365079365079353,18.3248730964467,38.82,21.18,2.88,7.38,13.739999999999993,20.7,15.36
202311,에스 데판야키(S-Teppanyaki jeju),20210127,가정식,제주 서귀포시 호근동 1241-9번지 1층,0.0,30.0,60.0,10.0,0.0,60.00000000000001,40.0,11.76470588235294,54.0,46.0,12.0,31.0,27.0,23.0,7.000000000000001
202311,주식회사제주순풍,20221216,가정식,제주 제주시 노형동 668번지 1층 1호,21.960297766749378,12.28287841191067,7.320099255583125,8.436724565756824,0.0,31.14143920595533,18.85856079404466,11.092222694432639,31.45,18.55,6.05,10.8,14.799999999999999,11.85,6.5
202311,해루,20191119,가정식,제주 제주시 삼양이동 2255-1번지,0.0,0.0,79.2,3.6,7.2,68.4,21.599999999999998,67.72727272727272,62.46000000000001,27.54,9.72,14.58,38.07,23.94,3.6899999999999906
202311,홈세,20230615,단품요리 전문,제주 제주시 삼도이동 596-5번지 1층,5.079365079365072,33.01587301587301,33.01587301587301,7.619047619047617,1.269841269841264,63.49206349206348,16.507936507936495,73.10344827586208,53.760000000000005,26.23999999999999,2.48,8.72,20.0,31.28,17.519999999999992
202311,춘월맛집,20210310,가정식,제주 제주시 도두일동 2628-6번지 2층,0.0,12.5,75.0,12.5,0.0,81.25,18.75,15.981735159817351,54.79999999999999,45.2,8.5,10.7,15.299999999999999,37.9,27.699999999999992
202311,프리베,20230406,단품요리 전문,제주 제주시 연동 293-67번지 1층,0.0,0.0,21.724137931034484,0.0,68.27586206896551,55.86206896551723,34.137931034482754,39.43820224719101,48.150000000000006,41.85,29.96999999999999,37.26,12.69,9.99,0.0
202311,카페이이공공(cafe eeoo),20230323,커피,제주 서귀포시 색달동 2200-2번지 2200동 4호 2필지,22.641509433962263,31.698113207547166,0.0,25.66037735849056,0.0,49.811320754716974,30.18867924528301,26.666666666666664,27.28,52.72,21.68,32.160000000000004,13.440000000000001,10.08,2.64
202311,백가네제주한상,20210326,단품요리 전문,제주 제주시 조천읍 함덕리 산 14-13번지 1층,25.8695652173913,14.456521739130428,14.456521739130428,15.217391304347819,0.0,46.41304347826085,23.586956521739122,3.011363636363635,38.709999999999994,31.29,5.67,15.329999999999993,20.93,18.69,9.38
202311,대관원,20150602,중식,제주 제주시 연동 312-54번지,5.6000000000000005,21.84,17.92,24.639999999999997,0.0,40.879999999999995,29.12,53.72289156626506,51.31,18.69,6.159999999999999,17.36,21.07,18.060000000000002,7.35
202311,돈삼겹외도점,20171220,단품요리 전문,제주 제주시 외도일동 532-4번지 1층,0.0,4.188034188034186,53.24786324786324,7.179487179487175,5.384615384615383,49.05982905982905,20.940170940170937,60.72524407252441,43.96,26.04,4.69,12.319999999999999,26.67,17.36,8.96
202311,고향숯불막창삼화점,20150227,단품요리 전문,제주 제주시 화북일동 1265-1번지 1층,0.0,0.0,76.0,4.0,0.0,66.0,14.0,69.65357967667437,48.16,31.839999999999993,7.84,14.64,24.88,25.68,6.959999999999999
202311,호도제과,20191113,베이커리,제주 서귀포시 안덕면 화순리 1091-4번지 102호,15.0,14.666666666666664,0.83333333333333,19.5,0.0,30.33333333333333,19.666666666666664,22.25117248566962,18.5,31.5,4.5,12.950000000000001,17.349999999999998,10.35,4.849999999999995
202311,한라산쑥찐빵,20110804,분식,제주 제주시 이도이동 1950-1번지,28.269230769230766,17.5,0.673076923076922,23.557692307692307,0.0,51.826923076923066,18.173076923076913,47.97242497972425,24.639999999999997,45.36,4.34,16.310000000000002,23.240000000000002,18.76,7.42
202311,컴포즈커피서귀포서광점,20220630,커피,제주 서귀포시 안덕면 서광리 716-7번지 1층,19.852941176470583,14.41176470588235,2.5,13.23529411764706,0.0,34.85294117647058,15.147058823529406,19.21212121212121,30.15,19.85,6.65,16.649999999999995,18.35,6.5,1.8499999999999999
202311,제주혼디,20221122,가정식,제주 서귀포시 성산읍 고성리 490-11번지 1층,0.0,0.0,88.88888888888889,11.11111111111111,0.0,66.66666666666666,33.33333333333333,3.63636363636363,61.8,38.2,9.8,30.4,34.29999999999999,17.599999999999998,7.8
202311,숨비나리,20170411,가정식,제주 서귀포시 안덕면 상창리 2090-1번지,5.625,59.0625,8.4375,16.875,0.0,59.0625,30.9375,6.312217194570132,50.940000000000005,39.06,4.95,18.81,28.17,21.78,16.29
202311,미나리삼겹살,20220728,단품요리 전문,제주 서귀포시 동홍동 357-6번지 덕산가온누리빌 1층 106호,0.0,0.0,93.33333333333333,0.0,6.66666666666666,73.33333333333331,26.66666666666666,76.50273224043715,57.9,42.1,7.199999999999999,18.5,34.9,25.1,14.399999999999999
202311,한라봉스시,20231017,일식,제주 제주시 애월읍 애월리 2550번지 2층,7.692307692307688,21.538461538461537,21.538461538461537,29.230769230769226,0.0,53.84615384615383,26.153846153846146,4.59770114942528,40.96,39.04,15.600000000000001,26.319999999999993,20.48,12.72,4.88
202311,위이,20220706,단품요리 전문,제주 서귀포시 안덕면 동광리 5-34번지 1층,14.72222222222222,14.444444444444441,2.36111111111111,18.47222222222222,0.0,32.91666666666666,17.08333333333333,10.311712846347605,17.65,32.35,16.5,17.95,9.25,4.55,1.7500000000000002
202311,농업회사 법인 주식회사 백록 /백록횟집,20170828,단품요리 전문,제주 서귀포시 성산읍 고성리 448-1번지 1층,3.6,0.0,64.8,21.599999999999998,0.0,75.60000000000001,14.4,1.7866004962779092,55.98,34.01999999999999,11.25,34.01999999999999,20.970000000000002,14.13,9.72
202311,제주삼춘네우도점,20210413,분식,제주 제주시 우도면 연평리 312-1번지 1층,16.578947368421044,31.315789473684212,0.0,22.105263157894736,0.0,39.60526315789472,30.394736842105257,2.236024844720492,33.11,36.89,11.41,13.860000000000001,19.67,18.2,6.86
202311,기운네흑돼지,20130719,가정식,제주 서귀포시 서귀동 321-3번지,0.0,5.55555555555555,94.44444444444444,0.0,0.0,66.66666666666666,33.33333333333333,13.492063492063492,56.60000000000001,43.4,22.6,23.1,14.899999999999999,24.0,15.4
202311,돼지구이연구소본점,20200312,가정식,제주 제주시 연동 313-1번지 1층,3.2307692307692273,30.153846153846157,26.92307692307692,9.69230769230769,0.0,65.69230769230768,4.307692307692305,50.21739130434782,43.61,26.39,13.3,19.95,19.25,14.489999999999998,3.0799999999999996
202311,상원가든,19991220,단품요리 전문,제주 서귀포시 대정읍 상모리 3052번지,0.0,7.84313725490196,59.6078431372549,12.549019607843137,0.0,56.470588235294116,23.529411764705877,33.25984251968504,47.12,32.879999999999995,5.84,18.71999999999999,25.28,18.88,11.28
202311,보목포구 돌하루방식당,20150506,가정식,제주 서귀포시 보목동 616-1번지,7.272727272727272,49.09090909090909,3.6363636363636322,20.0,0.0,56.36363636363636,23.636363636363633,52.12435233160622,50.64,29.36,3.2,7.92,17.91999999999999,28.88,22.159999999999993
202311,푸짐한식당,20210929,단품요리 전문,제주 서귀포시 성산읍 고성리 449-3번지 1층,23.636363636363633,23.636363636363633,1.8181818181818161,30.909090909090903,0.0,59.999999999999986,19.999999999999993,8.03347280334728,46.72,33.28,9.359999999999992,16.8,24.08,20.32,9.359999999999992
202311,바다풍경,20000107,단품요리 전문,제주 서귀포시 성산읍 성산리 297-1번지,20.76923076923077,20.0,14.615384615384617,14.615384615384617,0.0,47.692307692307686,22.3076923076923,1.3088642659279741,36.33,33.67,14.489999999999998,20.65,16.87,12.67,5.32
202311,올래파이,20091111,커피,제주 제주시 연동 1514-10번지,17.246376811594203,23.333333333333332,12.173913043478256,17.246376811594203,0.0,52.75362318840578,17.246376811594196,55.310880829015545,19.81,50.190000000000005,5.8100000000000005,13.51,21.7,22.68,6.2299999999999995
202311,하찌,20181228,일식,제주 서귀포시 호근동 477-4번지,0.0,20.0,80.0,0.0,0.0,90.00000000000001,10.0,8.07174887892376,52.400000000000006,47.599999999999994,22.5,44.5,17.299999999999997,11.5,4.2
202311,컴포즈커피(서귀포대정점),20220614,커피,제주 서귀포시 대정읍 하모리 841-7번지 1층,14.5933014354067,11.722488038277511,10.047846889952151,13.636363636363635,0.0,35.0877192982456,14.91228070175438,23.634030069673635,27.3,22.699999999999996,7.6,13.600000000000001,15.7,9.699999999999994,3.4000000000000004
202311,물고기자리,20190417,단품요리 전문,제주 서귀포시 성산읍 성산리 145-6번지 충,0.0,14.999999999999995,67.5,7.499999999999997,0.0,67.5,22.5,4.311377245508976,47.07,42.93,10.35,18.99,33.75,19.8,7.11
202311,국제토산품스낵,20180605,단품요리 전문,제주 제주시 건입동 908-1번지 국제여객터미널,15.878378378378374,12.66891891891892,8.277027027027025,13.175675675675674,0.0,39.52702702702701,10.47297297297297,12.109220419469725,34.55,15.45,2.65,7.1499999999999995,15.0,15.950000000000001,9.2
202311,모루쿠다본점,20190618,가정식,제주 서귀포시 서귀동 204-2번지 1층,0.0,5.18518518518518,57.03703703703703,7.777777777777778,0.0,51.20370370370368,18.796296296296287,9.292035398230087,38.42999999999999,31.57,18.900000000000002,19.6,15.889999999999993,12.25,3.36
202311,부가네얼큰이상무점,20160114,가정식,제주 제주시 연동 260-31번지 1층,0.0,0.0,64.76190476190476,1.9047619047619042,13.333333333333329,57.14285714285712,22.857142857142847,56.855345911949684,41.92,38.08,13.119999999999992,19.439999999999998,28.4,13.280000000000001,5.76
202311,명도암정담김밥,20220901,분식,제주 제주시 봉개동 848-12번지 1층,41.10236220472441,15.118110236220469,0.0,3.779527559055114,0.0,41.1023622047244,18.897637795275585,30.319148936170215,38.22,21.78,2.82,12.54,19.8,17.82,7.019999999999993
202311,삼다향,20140410,가정식,제주 제주시 화북일동 1138번지,0.0,6.486486486486481,67.02702702702703,6.486486486486481,0.0,51.89189189189187,28.108108108108105,67.2,46.879999999999995,33.12,4.0,13.600000000000001,22.319999999999993,23.52,16.48
202311,돌담애분식,20200226,분식,제주 제주시 이도이동 1974-5번지 지하1층,6.631578947368418,19.89473684210526,14.73684210526315,28.736842105263158,0.0,65.57894736842104,4.421052631578947,61.964038727524205,27.44,42.56,5.95,21.91,30.87,9.24,2.029999999999993
202311,나라국밥,20210304,가정식,제주 제주시 이호일동 1725번지,43.33333333333333,31.666666666666664,0.0,5.0,0.0,51.66666666666664,28.333333333333325,20.499168053244592,51.44,28.56,13.119999999999992,19.04,21.36,16.8,9.68
202311,제주라면2호점,20230306,분식,제주 제주시 도두일동 1743번지 1층,14.28571428571428,15.714285714285715,9.047619047619042,20.952380952380953,0.0,41.42857142857142,18.571428571428566,3.590333716915992,30.240000000000002,29.759999999999998,18.419999999999998,17.88,13.5,8.34,1.8599999999999999
202311,제주빵집,20220830,베이커리,제주 제주시 애월읍 상가리 산 106번지,12.806324110671936,16.837944664031617,5.217391304347824,25.138339920948617,0.0,37.47035573122529,22.5296442687747,17.896706586826344,28.919999999999998,31.080000000000002,4.86,14.28,18.18,15.24,7.4399999999999995
202311,꽃가마식당,19911227,가정식,제주 제주시 일도이동 339-18번지,8.571428571428568,34.28571428571428,21.42857142857142,25.71428571428571,0.0,59.99999999999998,29.99999999999999,62.362204724409445,47.25,42.75,1.98,7.2,13.41,28.35,39.15
202311,조천한식뷔페,20221024,가정식,제주 제주시 조천읍 조천리 2203-11번지 2층,24.347826086956516,39.565217391304344,0.0,6.086956521739128,0.0,56.81159420289855,13.188405797101444,51.19047619047619,46.269999999999996,23.729999999999993,5.67,21.349999999999998,25.06,9.66,8.189999999999992
202311,일미도,20150720,일식,제주 제주시 구좌읍 하도리 3359번지 1층,4.421052631578947,22.842105263157897,16.94736842105263,25.789473684210524,0.0,45.68421052631577,24.315789473684205,24.034334763948493,39.27,30.73,4.2,11.34,14.7,16.73,23.029999999999994
202311,주식회사 일품순두부,20190304,단품요리 전문,제주 제주시 연동 251-31번지,13.666121112929625,10.2291325695581,13.011456628477905,8.101472995090015,4.99181669394435,37.31587561374795,12.684124386252044,27.0473328324568,28.850000000000005,21.15,7.3,10.5,11.85,11.65,8.7
202311,램앤블랙,20220103,단품요리 전문,제주 제주시 조천읍 교래리 471-3번지 1층,0.0,13.584905660377352,54.33962264150943,12.075471698113207,0.0,54.33962264150942,25.66037735849056,9.585666293393055,46.96000000000001,33.04,9.6,27.039999999999992,20.4,14.079999999999998,8.8
202311,주식회사 탐궁,20171120,가정식,제주 서귀포시 법환동 1652-2번지 1층,3.4426229508196684,22.950819672131143,24.672131147540984,18.934426229508194,0.0,48.770491803278674,21.229508196721305,45.4180602006689,39.48,30.52,3.15,10.43,19.040000000000003,19.529999999999994,17.85
