기준연월,가맹점명,개설일자,음식점타입,업종,주소,주소_시,이용건수구간,이용금액구간,건당평균이용금액구간,월요일이용건수비중,화요일이용건수비중,수요일이용건수비중,목요일이용건수비중,금요일이용건수비중,토요일이용건수비중,일요일이용건수비중,5시11시이용건수비중,12시13시이용건수비중,14시17시이용건수비중,18시22시이용건수비중,23시4시이용건수비중,현지인이용건수비중,최근12개월남성회원수비중,최근12개월여성회원수비중,최근12개월20대이하회원수비중,최근12개월30대회원수비중,최근12개월40대회원수비중,최근12개월50대회원수비중,최근12개월60대이상회원수비중,주말이용건수비중,평일이용건수비중,정보,위도,경도,재방문율 평균,리뷰키워드_20개
202302,사계흑돼지산방산본점,20220415,음식점,가정식,제주 서귀포시 안덕면 사계리 933-3번지 1층,서귀포시,상위 75~90%,상위 25~50%,상위 10% 이하,0.1,0.28,0.0,0.17,0.1,0.24,0.1,0.0,0.0,0.07,0.93,0.0,0.08,0.53,0.47,0.13,0.28,0.28,0.21,0.1,0.66,0.34,"202302 기준 '사계흑돼지산방산본점'(주소: 제주 서귀포시 안덕면 사계리 933-3번지 1층)은/는 20220415에 개설되었습니다. 음식점 타입은 음식점이며 가정식 업종입니다. 이용 시간대별 비중은 5~11시 0.0%, 12~13시 0.0%, 14~17시 0.07%, 18~22시 0.93%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.1, 화요일 0.28, 수요일 0.0, 목요일 0.17, 금요일 0.1, 토요일 0.24, 일요일 0.1입니다. 평일 0.34, 주말0.66현지인 이용 비중은 0.08입니다. 최근 12개월간 남성 회원 비중은 0.53, 여성 회원 비중은 0.47 입니다. 연령대별 회원 비중은 20대 이하 0.13, 30대 0.28, 40대 0.28, 50대 0.21, 60대 이상 0.1입니다. 이 가맹점의 이용 건수 구간은 5_75~90%이며, 이용 금액 구간은 3_25~50%입니다. 건당 평균 이용 금액 구간은 1_상위 10% 이하입니다. 해당 가맹점의 고객 평균 재방문율은 1.0 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다: [흑돼지, 맛있다, 뷰, 친절하다, 분위기, 좋다, 만족, 넘다, 깔끔하다, 시원하다, 넓다, 푸짐하다, 맛집, 
  최고, 엄청, 든든하다, 깨끗하다, 서비스, 쾌적하다, 기분] 
",33.2480899,126.3027051,1.0,"[흑돼지, 맛있다, 뷰, 친절하다, 분위기, 좋다, 만족, 넘다, 깔끔하다, 시원하다, 넓다, 푸짐하다, 맛집, 
  최고, 엄청, 든든하다, 깨끗하다, 서비스, 쾌적하다, 기분] 
"
202302,모티프제주(MOTIF JEJU),20220418,커피/차/베이커리,커피,제주 서귀포시 대정읍 구억리 831-1번지 A동 1층,서귀포시,상위 10~25%,상위 25~50%,상위 75~90%,0.1,0.1,0.13,0.15,0.19,0.2,0.13,0.21,0.18,0.24,0.3,0.08,0.5,0.35,0.65,0.17,0.33,0.38,0.09,0.03,0.67,0.33,"202302 기준 '사계흑돼지산방산본점'(주소: 제주 서귀포시 안덕면 사계리 933-3번지 1층)은/는 20220415에 개설되었습니다. 음식점 타입은 음식점이며 가정식 업종입니다. 이용 시간대별 비중은 5~11시 0.0%, 12~13시 0.0%, 14~17시 0.07%, 18~22시 0.93%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.1, 화요일 0.28, 수요일 0.0, 목요일 0.17, 금요일 0.1, 토요일 0.24, 일요일 0.1입니다. 평일 0.34, 주말0.66현지인 이용 비중은 0.08입니다. 최근 12개월간 남성 회원 비중은 0.53, 여성 회원 비중은 0.47 입니다. 연령대별 회원 비중은 20대 이하 0.13, 30대 0.28, 40대 0.28, 50대 0.21, 60대 이상 0.1입니다. 이 가맹점의 이용 건수 구간은 5_75~90%이며, 이용 금액 구간은 3_25~50%입니다. 건당 평균 이용 금액 구간은 1_상위 10% 이하입니다. 해당 가맹점의 고객 평균 재방문율은 1.0 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다: [흑돼지, 맛있다, 뷰, 친절하다, 분위기, 좋다, 만족, 넘다, 깔끔하다, 시원하다, 넓다, 푸짐하다, 맛집, 
  최고, 엄청, 든든하다, 깨끗하다, 서비스, 쾌적하다, 기분] 
",33.2803375,126.2851184,1.52,"[커피, 맛있다, 넓다, 좋다, 친절하다, 분위기, 아늑하다, 편안하다, 쾌적하다, 깔끔하다, 넓다, 깨끗하다, 맛있다, 힙하다, 멋지다, 즐겁다, 유쾌하다, 힐링, 행복하다, 만족스럽다] 
"
202302,마블링 남원점,20140627,음식점,가정식,제주 서귀포시 남원읍 남원리 2454-1번지,서귀포시,상위 50~75%,상위 50~75%,상위 50~75%,0.12,0.12,0.09,0.19,0.09,0.23,0.16,0.07,0.51,0.28,0.14,0.0,0.48,0.62,0.38,0.04,0.2,0.3,0.28,0.18,0.6,0.4,"202302 기준 '사계흑돼지산방산본점'(주소: 제주 서귀포시 안덕면 사계리 933-3번지 1층)은/는 20220415에 개설되었습니다. 음식점 타입은 음식점이며 가정식 업종입니다. 이용 시간대별 비중은 5~11시 0.0%, 12~13시 0.0%, 14~17시 0.07%, 18~22시 0.93%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.1, 화요일 0.28, 수요일 0.0, 목요일 0.17, 금요일 0.1, 토요일 0.24, 일요일 0.1입니다. 평일 0.34, 주말0.66현지인 이용 비중은 0.08입니다. 최근 12개월간 남성 회원 비중은 0.53, 여성 회원 비중은 0.47 입니다. 연령대별 회원 비중은 20대 이하 0.13, 30대 0.28, 40대 0.28, 50대 0.21, 60대 이상 0.1입니다. 이 가맹점의 이용 건수 구간은 5_75~90%이며, 이용 금액 구간은 3_25~50%입니다. 건당 평균 이용 금액 구간은 1_상위 10% 이하입니다. 해당 가맹점의 고객 평균 재방문율은 1.0 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다: [흑돼지, 맛있다, 뷰, 친절하다, 분위기, 좋다, 만족, 넘다, 깔끔하다, 시원하다, 넓다, 푸짐하다, 맛집, 
  최고, 엄청, 든든하다, 깨끗하다, 서비스, 쾌적하다, 기분] 
",33.2751576,126.6981268,1.02,"[맛있다,  부드럽다,  시원하다,  친절하다,  깔끔하다,  든든하다,  추천,  최고,  좋다,  만족,  넉넉하다,  많다,  양,  강추,  특별하다,  유쾌하다,  행복하다,  즐겁다,  기분,  재방문] "
202302,스크루지펍2,20220126,음식점,양식,제주 제주시 연동 1501-9번지,제주시,상위 50~75%,상위 25~50%,상위 10~25%,0.16,0.11,0.14,0.11,0.2,0.16,0.11,0.0,0.0,0.0,0.75,0.25,0.65,0.58,0.42,0.05,0.18,0.42,0.3,0.05,0.73,0.27,"202302 기준 '사계흑돼지산방산본점'(주소: 제주 서귀포시 안덕면 사계리 933-3번지 1층)은/는 20220415에 개설되었습니다. 음식점 타입은 음식점이며 가정식 업종입니다. 이용 시간대별 비중은 5~11시 0.0%, 12~13시 0.0%, 14~17시 0.07%, 18~22시 0.93%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.1, 화요일 0.28, 수요일 0.0, 목요일 0.17, 금요일 0.1, 토요일 0.24, 일요일 0.1입니다. 평일 0.34, 주말0.66현지인 이용 비중은 0.08입니다. 최근 12개월간 남성 회원 비중은 0.53, 여성 회원 비중은 0.47 입니다. 연령대별 회원 비중은 20대 이하 0.13, 30대 0.28, 40대 0.28, 50대 0.21, 60대 이상 0.1입니다. 이 가맹점의 이용 건수 구간은 5_75~90%이며, 이용 금액 구간은 3_25~50%입니다. 건당 평균 이용 금액 구간은 1_상위 10% 이하입니다. 해당 가맹점의 고객 평균 재방문율은 1.0 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다: [흑돼지, 맛있다, 뷰, 친절하다, 분위기, 좋다, 만족, 넘다, 깔끔하다, 시원하다, 넓다, 푸짐하다, 맛집, 
  최고, 엄청, 든든하다, 깨끗하다, 서비스, 쾌적하다, 기분] 
",33.4787939,126.4908327,1.15,"[와인, 안주, 사장, 친절, 맛있다, 종류, 많다, 추천, 굿, 좋다, 분위기, 가성비, 맛, 다양하다, 서비스, 즐겁다, 괜찮다, 술술, 넘다, 최고] 
"
202302,신제주촌오리,20170605,음식점,단품요리 전문,제주 제주시 애월읍 하귀2리 2695-4번지 1층,제주시,상위 90% 초과(하위 10% 이하),상위 50~75%,상위 10% 이하,0.0,0.0,0.14,0.29,0.0,0.29,0.29,0.0,0.14,0.14,0.71,0.0,0.46,0.58,0.42,0.11,0.28,0.29,0.19,0.14,0.43,0.57,"202302 기준 '사계흑돼지산방산본점'(주소: 제주 서귀포시 안덕면 사계리 933-3번지 1층)은/는 20220415에 개설되었습니다. 음식점 타입은 음식점이며 가정식 업종입니다. 이용 시간대별 비중은 5~11시 0.0%, 12~13시 0.0%, 14~17시 0.07%, 18~22시 0.93%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.1, 화요일 0.28, 수요일 0.0, 목요일 0.17, 금요일 0.1, 토요일 0.24, 일요일 0.1입니다. 평일 0.34, 주말0.66현지인 이용 비중은 0.08입니다. 최근 12개월간 남성 회원 비중은 0.53, 여성 회원 비중은 0.47 입니다. 연령대별 회원 비중은 20대 이하 0.13, 30대 0.28, 40대 0.28, 50대 0.21, 60대 이상 0.1입니다. 이 가맹점의 이용 건수 구간은 5_75~90%이며, 이용 금액 구간은 3_25~50%입니다. 건당 평균 이용 금액 구간은 1_상위 10% 이하입니다. 해당 가맹점의 고객 평균 재방문율은 1.0 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다: [흑돼지, 맛있다, 뷰, 친절하다, 분위기, 좋다, 만족, 넘다, 깔끔하다, 시원하다, 넓다, 푸짐하다, 맛집, 
  최고, 엄청, 든든하다, 깨끗하다, 서비스, 쾌적하다, 기분] 
",33.48487240000001,126.3929466,1.14,"[오리, 차돌, 칼국수, 맛있다, 친절하다, 부드럽다, 밑반찬, 푸짐하다, 넉넉하다, 깔끔하다, 신선하다, 맛, 퀄리티, 가격, 만족, 든든하다, 푸근하다, 깔끔, 시골, 맛집] 
"
202302,하찌,20181228,음식점,일식,제주 서귀포시 호근동 477-4번지,서귀포시,상위 90% 초과(하위 10% 이하),상위 10~25%,상위 10% 이하,0.07,0.0,0.0,0.14,0.21,0.29,0.29,0.0,0.29,0.0,0.71,0.0,0.06,0.58,0.42,0.3,0.5,0.07,0.07,0.06,0.43,0.57,"202302 기준 '사계흑돼지산방산본점'(주소: 제주 서귀포시 안덕면 사계리 933-3번지 1층)은/는 20220415에 개설되었습니다. 음식점 타입은 음식점이며 가정식 업종입니다. 이용 시간대별 비중은 5~11시 0.0%, 12~13시 0.0%, 14~17시 0.07%, 18~22시 0.93%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.1, 화요일 0.28, 수요일 0.0, 목요일 0.17, 금요일 0.1, 토요일 0.24, 일요일 0.1입니다. 평일 0.34, 주말0.66현지인 이용 비중은 0.08입니다. 최근 12개월간 남성 회원 비중은 0.53, 여성 회원 비중은 0.47 입니다. 연령대별 회원 비중은 20대 이하 0.13, 30대 0.28, 40대 0.28, 50대 0.21, 60대 이상 0.1입니다. 이 가맹점의 이용 건수 구간은 5_75~90%이며, 이용 금액 구간은 3_25~50%입니다. 건당 평균 이용 금액 구간은 1_상위 10% 이하입니다. 해당 가맹점의 고객 평균 재방문율은 1.0 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다: [흑돼지, 맛있다, 뷰, 친절하다, 분위기, 좋다, 만족, 넘다, 깔끔하다, 시원하다, 넓다, 푸짐하다, 맛집, 
  최고, 엄청, 든든하다, 깨끗하다, 서비스, 쾌적하다, 기분] 
",33.2452724,126.5370522,1.06,"[맛있다, 신선하다, 특별하다, 만족스럽다, 훌륭하다, 맛, 재료,  제주,  코스,  분위기,  친절하다,  예쁘다,  좋다,  추천,  풍미,  조화롭다,  다양하다,  행복하다,  감동,  가격] "
202302,성산일출봉해송갈치전문,20201028,음식점,단품요리 전문,제주 서귀포시 성산읍 성산리 136-7번지 1층,서귀포시,상위 90% 초과(하위 10% 이하),상위 25~50%,상위 10% 이하,0.19,0.19,0.19,0.06,0.06,0.25,0.06,0.0,0.12,0.44,0.44,0.0,0.02,0.53,0.47,0.21,0.28,0.22,0.19,0.09,0.69,0.31,"202302 기준 '사계흑돼지산방산본점'(주소: 제주 서귀포시 안덕면 사계리 933-3번지 1층)은/는 20220415에 개설되었습니다. 음식점 타입은 음식점이며 가정식 업종입니다. 이용 시간대별 비중은 5~11시 0.0%, 12~13시 0.0%, 14~17시 0.07%, 18~22시 0.93%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.1, 화요일 0.28, 수요일 0.0, 목요일 0.17, 금요일 0.1, 토요일 0.24, 일요일 0.1입니다. 평일 0.34, 주말0.66현지인 이용 비중은 0.08입니다. 최근 12개월간 남성 회원 비중은 0.53, 여성 회원 비중은 0.47 입니다. 연령대별 회원 비중은 20대 이하 0.13, 30대 0.28, 40대 0.28, 50대 0.21, 60대 이상 0.1입니다. 이 가맹점의 이용 건수 구간은 5_75~90%이며, 이용 금액 구간은 3_25~50%입니다. 건당 평균 이용 금액 구간은 1_상위 10% 이하입니다. 해당 가맹점의 고객 평균 재방문율은 1.0 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다: [흑돼지, 맛있다, 뷰, 친절하다, 분위기, 좋다, 만족, 넘다, 깔끔하다, 시원하다, 넓다, 푸짐하다, 맛집, 
  최고, 엄청, 든든하다, 깨끗하다, 서비스, 쾌적하다, 기분] 
",33.4616986,126.9341623,1.06,"[갈치, 조림, 구이, 맛있다, 친절하다, 푸짐하다, 신선하다, 크다, 맛집, 엄청, 최고, 만족, 맛, 큼직하다, 부드럽다, 양념, 밥, 뚝딱, 든든하다, 감동] "
202302,루스트플레이스 봉개점,20221017,음식점,양식,제주 제주시 봉개동 1886번지 2층,제주시,상위 25~50%,상위 50~75%,상위 50~75%,0.0,0.19,0.13,0.18,0.11,0.15,0.24,0.03,0.37,0.29,0.31,0.0,0.88,0.52,0.48,0.07,0.27,0.44,0.12,0.11,0.61,0.39,"202302 기준 '사계흑돼지산방산본점'(주소: 제주 서귀포시 안덕면 사계리 933-3번지 1층)은/는 20220415에 개설되었습니다. 음식점 타입은 음식점이며 가정식 업종입니다. 이용 시간대별 비중은 5~11시 0.0%, 12~13시 0.0%, 14~17시 0.07%, 18~22시 0.93%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.1, 화요일 0.28, 수요일 0.0, 목요일 0.17, 금요일 0.1, 토요일 0.24, 일요일 0.1입니다. 평일 0.34, 주말0.66현지인 이용 비중은 0.08입니다. 최근 12개월간 남성 회원 비중은 0.53, 여성 회원 비중은 0.47 입니다. 연령대별 회원 비중은 20대 이하 0.13, 30대 0.28, 40대 0.28, 50대 0.21, 60대 이상 0.1입니다. 이 가맹점의 이용 건수 구간은 5_75~90%이며, 이용 금액 구간은 3_25~50%입니다. 건당 평균 이용 금액 구간은 1_상위 10% 이하입니다. 해당 가맹점의 고객 평균 재방문율은 1.0 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다: [흑돼지, 맛있다, 뷰, 친절하다, 분위기, 좋다, 만족, 넘다, 깔끔하다, 시원하다, 넓다, 푸짐하다, 맛집, 
  최고, 엄청, 든든하다, 깨끗하다, 서비스, 쾌적하다, 기분] 
",33.4895566,126.5956797,1.51,"[가성비, 맛집, 최고, 맛있다, 깔끔하다, 친절하다, 넓다, 쾌적하다, 봉골레, 굿, 좋다, 맛, 다양하다, 메뉴, 세트, 피자, 고르곤졸라, 양, 많다, 푸짐하다] "
202302,제주동백별장,20180615,음식점,일식,제주 제주시 노형동 903-1번지 에이동 1층,제주시,상위 25~50%,상위 25~50%,상위 25~50%,0.15,0.03,0.0,0.11,0.24,0.21,0.26,0.0,0.0,0.0,0.65,0.35,0.32,0.48,0.52,0.46,0.34,0.13,0.06,0.01,0.53,0.47,"202302 기준 '사계흑돼지산방산본점'(주소: 제주 서귀포시 안덕면 사계리 933-3번지 1층)은/는 20220415에 개설되었습니다. 음식점 타입은 음식점이며 가정식 업종입니다. 이용 시간대별 비중은 5~11시 0.0%, 12~13시 0.0%, 14~17시 0.07%, 18~22시 0.93%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.1, 화요일 0.28, 수요일 0.0, 목요일 0.17, 금요일 0.1, 토요일 0.24, 일요일 0.1입니다. 평일 0.34, 주말0.66현지인 이용 비중은 0.08입니다. 최근 12개월간 남성 회원 비중은 0.53, 여성 회원 비중은 0.47 입니다. 연령대별 회원 비중은 20대 이하 0.13, 30대 0.28, 40대 0.28, 50대 0.21, 60대 이상 0.1입니다. 이 가맹점의 이용 건수 구간은 5_75~90%이며, 이용 금액 구간은 3_25~50%입니다. 건당 평균 이용 금액 구간은 1_상위 10% 이하입니다. 해당 가맹점의 고객 평균 재방문율은 1.0 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다: [흑돼지, 맛있다, 뷰, 친절하다, 분위기, 좋다, 만족, 넘다, 깔끔하다, 시원하다, 넓다, 푸짐하다, 맛집, 
  최고, 엄청, 든든하다, 깨끗하다, 서비스, 쾌적하다, 기분] 
",33.4866347,126.4814035,1.0,"[분위기, 힙, 맛있다, 좋다, 친절하다, 최고, 술, 안주, 야외, 맥주, 맛집, 백주, 칵테일,  새우, 칼칼, 얼큰, 시원,  가볍다,  추천,  만족] 
"
202302,고등어회전문점 우성이네,20211130,음식점,단품요리 전문,제주 서귀포시 강정동 172-10번지 지1층,서귀포시,상위 50~75%,상위 25~50%,상위 10~25%,0.09,0.12,0.0,0.18,0.15,0.21,0.24,0.0,0.0,0.0,0.97,0.03,0.27,0.7,0.3,0.21,0.25,0.2,0.22,0.12,0.55,0.45,"202302 기준 '사계흑돼지산방산본점'(주소: 제주 서귀포시 안덕면 사계리 933-3번지 1층)은/는 20220415에 개설되었습니다. 음식점 타입은 음식점이며 가정식 업종입니다. 이용 시간대별 비중은 5~11시 0.0%, 12~13시 0.0%, 14~17시 0.07%, 18~22시 0.93%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.1, 화요일 0.28, 수요일 0.0, 목요일 0.17, 금요일 0.1, 토요일 0.24, 일요일 0.1입니다. 평일 0.34, 주말0.66현지인 이용 비중은 0.08입니다. 최근 12개월간 남성 회원 비중은 0.53, 여성 회원 비중은 0.47 입니다. 연령대별 회원 비중은 20대 이하 0.13, 30대 0.28, 40대 0.28, 50대 0.21, 60대 이상 0.1입니다. 이 가맹점의 이용 건수 구간은 5_75~90%이며, 이용 금액 구간은 3_25~50%입니다. 건당 평균 이용 금액 구간은 1_상위 10% 이하입니다. 해당 가맹점의 고객 평균 재방문율은 1.0 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다: [흑돼지, 맛있다, 뷰, 친절하다, 분위기, 좋다, 만족, 넘다, 깔끔하다, 시원하다, 넓다, 푸짐하다, 맛집, 
  최고, 엄청, 든든하다, 깨끗하다, 서비스, 쾌적하다, 기분] 
",33.2525856,126.5052357,1.02,"[신선, 맛있다, 쫀득, 깔끔, 시원, 푸짐, 친절, 싱싱, 고소, 부드럽다, 탕수, 구이, 탕, 밑반찬, 코스, 가성비, 만족, 숙소 근처, 도민 맛집, 제주도] "
