관광지명,주소,주소_시,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,월별 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,정보,위도,경도
가름게스트하우스,제주특별자치도 서귀포시 법환하로9번길 10 ,서귀포시,숙박,숙박,숙박시설,펜션,221.0,4.0,18.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,"'가름게스트하우스'은/는 제주특별자치도 서귀포시 법환하로9번길 10 에 위치한 관광지로, 숙박에 속하며, 대분류: 숙박, 중분류: 숙박시설, 소분류: 펜션입니다. 해당 관광지는 기준월(4.0) 동안 총 221.0명의 방문자를 기록했습니다. 7월 한 달 동안 18.0명이 방문했습니다. 요일별 방문자수는 월요일 2.0명, 화요일 4.0명, 수요일 1.0명, 목요일 2.0명, 금요일 4.0명, 토요일 4.0명, 일요일 1.0명입니다.",33.2365443,126.5123459
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,서귀포시,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,4.0,62.0,9.0,5.0,8.0,8.0,10.0,13.0,9.0,"'갈중이'은/는 제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 전통체험입니다. 해당 관광지는 기준월(4.0) 동안 총 500.0명의 방문자를 기록했습니다. 7월 한 달 동안 62.0명이 방문했습니다. 요일별 방문자수는 월요일 9.0명, 화요일 5.0명, 수요일 8.0명, 목요일 8.0명, 금요일 10.0명, 토요일 13.0명, 일요일 9.0명입니다.",33.2350546,126.3136741
감수굴밭담길,제주특별자치도 제주시 구좌읍 평대7길 34 ,제주시,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,551.0,4.0,45.0,4.0,6.0,9.0,6.0,4.0,10.0,6.0,"'감수굴밭담길'은/는 제주특별자치도 제주시 구좌읍 평대7길 34 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 농.산.어촌 체험입니다. 해당 관광지는 기준월(4.0) 동안 총 551.0명의 방문자를 기록했습니다. 7월 한 달 동안 45.0명이 방문했습니다. 요일별 방문자수는 월요일 4.0명, 화요일 6.0명, 수요일 9.0명, 목요일 6.0명, 금요일 4.0명, 토요일 10.0명, 일요일 6.0명입니다.",33.5310269077995,126.843267842652
고산일과해안도로,제주특별자치도 서귀포시 대정읍 신도리 3135-1 ,서귀포시,관광지,자연,자연관광지,자연생태관광지,542.0,4.0,74.0,9.0,8.0,12.0,11.0,5.0,19.0,10.0,"'고산일과해안도로'은/는 제주특별자치도 서귀포시 대정읍 신도리 3135-1 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(4.0) 동안 총 542.0명의 방문자를 기록했습니다. 7월 한 달 동안 74.0명이 방문했습니다. 요일별 방문자수는 월요일 9.0명, 화요일 8.0명, 수요일 12.0명, 목요일 11.0명, 금요일 5.0명, 토요일 19.0명, 일요일 10.0명입니다.",33.2575958,126.214254
그림리조트,제주특별자치도 제주시 서해안로 620-1 (용담삼동),제주시,숙박,숙박,숙박시설,펜션,89.0,4.0,8.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,"'그림리조트'은/는 제주특별자치도 제주시 서해안로 620-1 (용담삼동)에 위치한 관광지로, 숙박에 속하며, 대분류: 숙박, 중분류: 숙박시설, 소분류: 펜션입니다. 해당 관광지는 기준월(4.0) 동안 총 89.0명의 방문자를 기록했습니다. 7월 한 달 동안 8.0명이 방문했습니다. 요일별 방문자수는 월요일 0.0명, 화요일 4.0명, 수요일 0.0명, 목요일 1.0명, 금요일 1.0명, 토요일 2.0명, 일요일 0.0명입니다.",33.5163208,126.5035006
금능포구,제주특별자치도 제주시 한림읍 금능리 ,제주시,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,457.0,4.0,60.0,5.0,9.0,12.0,7.0,5.0,12.0,10.0,"'금능포구'은/는 제주특별자치도 제주시 한림읍 금능리 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 농.산.어촌 체험입니다. 해당 관광지는 기준월(4.0) 동안 총 457.0명의 방문자를 기록했습니다. 7월 한 달 동안 60.0명이 방문했습니다. 요일별 방문자수는 월요일 5.0명, 화요일 9.0명, 수요일 12.0명, 목요일 7.0명, 금요일 5.0명, 토요일 12.0명, 일요일 10.0명입니다.",33.3700283,126.2392054
금호리조트제주,제주특별자치도 서귀포시 남원읍 태위로 522-12 ,서귀포시,숙박,인문(문화/예술/역사),휴양관광지,관광단지,1515.0,4.0,175.0,28.0,34.0,27.0,15.0,34.0,18.0,19.0,"'금호리조트제주'은/는 제주특별자치도 서귀포시 남원읍 태위로 522-12 에 위치한 관광지로, 숙박에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 관광단지입니다. 해당 관광지는 기준월(4.0) 동안 총 1515.0명의 방문자를 기록했습니다. 7월 한 달 동안 175.0명이 방문했습니다. 요일별 방문자수는 월요일 28.0명, 화요일 34.0명, 수요일 27.0명, 목요일 15.0명, 금요일 34.0명, 토요일 18.0명, 일요일 19.0명입니다.",33.2729991,126.701485
김경숙해바라기농장,제주특별자치도 제주시 번영로 854-1 (회천동) ,제주시,관광지,자연,자연관광지,자연생태관광지,4832.0,4.0,397.0,57.0,72.0,48.0,37.0,56.0,72.0,55.0,"'김경숙해바라기농장'은/는 제주특별자치도 제주시 번영로 854-1 (회천동) 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(4.0) 동안 총 4832.0명의 방문자를 기록했습니다. 7월 한 달 동안 397.0명이 방문했습니다. 요일별 방문자수는 월요일 57.0명, 화요일 72.0명, 수요일 48.0명, 목요일 37.0명, 금요일 56.0명, 토요일 72.0명, 일요일 55.0명입니다.",33.477406,126.62762
꿈꾸는노마드,제주특별자치도 서귀포시 선반로 54 ,서귀포시,숙박,숙박,숙박시설,펜션,179.0,4.0,21.0,0.0,2.0,1.0,4.0,2.0,7.0,5.0,"'꿈꾸는노마드'은/는 제주특별자치도 서귀포시 선반로 54 에 위치한 관광지로, 숙박에 속하며, 대분류: 숙박, 중분류: 숙박시설, 소분류: 펜션입니다. 해당 관광지는 기준월(4.0) 동안 총 179.0명의 방문자를 기록했습니다. 7월 한 달 동안 21.0명이 방문했습니다. 요일별 방문자수는 월요일 0.0명, 화요일 2.0명, 수요일 1.0명, 목요일 4.0명, 금요일 2.0명, 토요일 7.0명, 일요일 5.0명입니다.",33.2416968571055,126.499557800623
끄라비펜션,제주특별자치도 서귀포시 토평로148번길 28 (토평동),서귀포시,숙박,숙박,숙박시설,펜션,278.0,4.0,28.0,7.0,7.0,2.0,3.0,3.0,2.0,4.0,"'끄라비펜션'은/는 제주특별자치도 서귀포시 토평로148번길 28 (토평동)에 위치한 관광지로, 숙박에 속하며, 대분류: 숙박, 중분류: 숙박시설, 소분류: 펜션입니다. 해당 관광지는 기준월(4.0) 동안 총 278.0명의 방문자를 기록했습니다. 7월 한 달 동안 28.0명이 방문했습니다. 요일별 방문자수는 월요일 7.0명, 화요일 7.0명, 수요일 2.0명, 목요일 3.0명, 금요일 3.0명, 토요일 2.0명, 일요일 4.0명입니다.",33.279433,126.5914359
