관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,9월 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수
가름게스트하우스,제주특별자치도 서귀포시 법환하로9번길 10 ,숙박,숙박,숙박시설,펜션,221.0,9.0,18.0,4.0,4.0,1.0,2.0,6.0,0.0,1.0
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,9.0,38.0,12.0,10.0,3.0,2.0,3.0,5.0,3.0
감수굴밭담길,제주특별자치도 제주시 구좌읍 평대7길 34 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,551.0,9.0,41.0,6.0,8.0,4.0,5.0,7.0,7.0,4.0
고산일과해안도로,제주특별자치도 서귀포시 대정읍 신도리 3135-1 ,관광지,자연,자연관광지,자연생태관광지,542.0,9.0,36.0,6.0,7.0,4.0,0.0,6.0,6.0,7.0
그림리조트,제주특별자치도 제주시 서해안로 620-1 (용담삼동),숙박,숙박,숙박시설,펜션,89.0,9.0,11.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0
금능포구,제주특별자치도 제주시 한림읍 금능리 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,457.0,9.0,39.0,10.0,8.0,7.0,1.0,9.0,3.0,1.0
금호리조트제주,제주특별자치도 서귀포시 남원읍 태위로 522-12 ,숙박,인문(문화/예술/역사),휴양관광지,관광단지,1515.0,9.0,106.0,14.0,20.0,16.0,5.0,25.0,17.0,9.0
김경숙해바라기농장,제주특별자치도 제주시 번영로 854-1 (회천동) ,관광지,자연,자연관광지,자연생태관광지,4832.0,9.0,359.0,31.0,60.0,56.0,47.0,54.0,59.0,52.0
꿈꾸는노마드,제주특별자치도 서귀포시 선반로 54 ,숙박,숙박,숙박시설,펜션,179.0,9.0,10.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0
끄라비펜션,제주특별자치도 서귀포시 토평로148번길 28 (토평동),숙박,숙박,숙박시설,펜션,278.0,9.0,20.0,3.0,6.0,4.0,1.0,2.0,4.0,0.0
노리매공원,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15 ,관광지,인문(문화/예술/역사),휴양관광지,공원,3274.0,9.0,173.0,18.0,30.0,30.0,21.0,28.0,18.0,28.0
노을담은뜨락,제주특별자치도 서귀포시 대정읍 노을해안로 416 ,숙박,숙박,숙박시설,펜션,269.0,9.0,19.0,0.0,2.0,2.0,3.0,7.0,2.0,3.0
노을해안로,제주특별자치도 서귀포시 대정읍 영락리 ,관광지,자연,자연관광지,자연생태관광지,1349.0,9.0,93.0,15.0,17.0,16.0,3.0,15.0,16.0,11.0
누웨마루거리,제주특별자치도 제주시 신광로 47 (연동) ,관광지,인문(문화/예술/역사),체험관광지,이색거리,2082.0,9.0,183.0,34.0,30.0,20.0,29.0,26.0,24.0,20.0
다이나믹메이즈,제주특별자치도 서귀포시 표선면 번영로 2644 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,7386.0,9.0,636.0,86.0,90.0,109.0,83.0,89.0,100.0,79.0
다인리조트,제주특별자치도 제주시 애월읍 애월해안로 400-9 ,숙박,숙박,숙박시설,펜션,405.0,9.0,24.0,2.0,7.0,3.0,0.0,8.0,3.0,1.0
닭머르해안길,제주특별자치도 제주시 조천읍 신촌북3길 62-1 ,관광지,자연,자연관광지,자연생태관광지,12241.0,9.0,865.0,133.0,122.0,150.0,143.0,108.0,126.0,83.0
답다니탑망대,제주특별자치도 제주시 우도면 우도해안길 602 ,관광지,인문(문화/예술/역사),건축/조형물,유명건물,713.0,9.0,44.0,6.0,15.0,7.0,2.0,5.0,4.0,5.0
대정향교,제주특별자치도 서귀포시 안덕면 향교로 165-17 ,관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,1020.0,9.0,76.0,9.0,11.0,13.0,8.0,16.0,9.0,10.0
더마파크,제주특별자치도 제주시 한림읍 월림7길 155 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,3972.0,9.0,335.0,45.0,46.0,67.0,34.0,68.0,30.0,45.0
