기준연월,음식점명,개설일자,업종,주소,5시11시이용건수비중,12시13시이용건수비중,18시22시이용건수비중,14시17시이용건수비중,23시24시이용건수비중,평일 이용건수,주말 이용건수,현지인이용건수,남성이용건수,여성이용건수,20대이하이용건수,30대이용건수,40대이용건수,50대이용건수,60대이상이용건수,이용금액구간_x,건당평균이용금액구간_x,이용금액구간_y,건당평균이용금액구간_y
202301,통큰돼지,20110701,가정식,제주 제주시 용담이동 2682-9번지 통큰돼지,0.0,0.0,75.48387096774194,14.51612903225806,0.0,52.25806451612902,37.741935483870954,63.6986301369863,54.9,35.1,9.27,11.16,22.05,34.83,12.78,상위 25~50%,상위 50~75%,상위 25~50%,상위 50~75%
202301,한그릇,20120919,단품요리 전문,제주 서귀포시 색달동 2315-1번지 한그릇,7.078651685393253,45.61797752808989,0.0,17.30337078651685,0.0,40.112359550561784,29.8876404494382,24.29411764705882,37.03,32.97,9.66,21.63,23.94,11.479999999999992,3.29,상위 50~75%,상위 25~50%,상위 50~75%,상위 25~50%
202301,협재해녀의집,20130627,가정식,제주 제주시 한림읍 협재리 1459-2번지,17.5,16.73913043478261,10.652173913043471,25.10869565217391,0.0,47.93478260869564,22.065217391304344,1.126687435098645,33.879999999999995,36.120000000000005,22.609999999999992,22.47,14.63,7.63,2.73,상위 50~75%,상위 25~50%,상위 50~75%,상위 25~50%
202301,바다이야기,20191105,단품요리 전문,제주 서귀포시 대포동 1998-2번지,14.0625,22.5,36.5625,16.875,0.0,67.5,22.5,20.618181818181817,51.03000000000001,38.97,8.37,20.15999999999999,25.109999999999992,24.20999999999999,12.15,상위 25~50%,상위 50~75%,상위 25~50%,상위 50~75%
202301,제라진밥상,20200720,가정식,제주 제주시 조천읍 함덕리 4150번지,32.786885245901644,26.557377049180328,0.0,0.655737704918028,0.0,50.81967213114753,9.180327868852457,20.838988278840223,37.5,22.5,5.04,16.8,24.3,9.48,4.319999999999999,상위 75~90%,상위 25~50%,상위 75~90%,상위 25~50%
202301,전철우고향랭면해장국 신제주직영점,20220523,단품요리 전문,제주 제주시 노형동 2282번지 1층,26.666666666666664,39.11111111111111,0.0,14.222222222222216,0.0,53.33333333333332,26.666666666666657,59.38832252085264,46.879999999999995,33.12,2.88,10.959999999999992,22.480000000000004,23.36,20.32,상위 10~25%,상위 25~50%,상위 10~25%,상위 25~50%
202301,스피닝울프,20170315,단품요리 전문,제주 서귀포시 성산읍 고성리 297-1번지 1층,0.0,0.0,61.8018018018018,0.63063063063063,7.567567567567567,40.360360360360346,29.63963963963963,3.218390804597696,34.37,35.63,26.74,27.09,10.01,4.9,1.1900000000000002,상위 25~50%,상위 10~25%,상위 25~50%,상위 10~25%
202301,생돈구이촌,20110405,가정식,제주 제주시 노형동 1277-5번지,0.0,0.0,86.66666666666667,13.33333333333333,0.0,79.99999999999999,20.0,48.59813084112149,69.4,30.6,13.1,31.1,29.6,22.3,3.9,상위 10~25%,상위 75~90%,상위 10~25%,상위 75~90%
202301,서서방숯불닭갈비,20171219,단품요리 전문,제주 제주시 연동 273-15번지 1층,0.0,0.0,58.91089108910891,3.465346534653465,7.6237623762376225,39.50495049504949,30.49504950495049,31.41831238779174,42.77,27.23,21.7,22.12,14.7,8.82,2.66,상위 75~90%,상위 50~75%,상위 75~90%,상위 50~75%
202301,한길정,20080908,가정식,제주 서귀포시 서홍동 1733-31번지,5.0,15.0,70.0,10.0,0.0,70.0,30.000000000000004,25.294117647058822,63.6,36.4,9.9,21.899999999999988,29.1,27.800000000000004,11.3,상위 50~75%,상위 90% 초과,상위 50~75%,상위 90% 초과
202301,영춘식당,20210617,가정식,제주 제주시 삼도일동 534-1번지 1층,1.568627450980392,43.92156862745098,21.960784313725487,12.549019607843135,0.0,62.74509803921568,17.254901960784313,57.77777777777778,49.6,30.4,6.640000000000001,13.519999999999992,25.68,24.32,9.92,상위 10~25%,상위 25~50%,상위 10~25%,상위 25~50%
202301,은진이네식당,20180308,가정식,제주 제주시 도두일동 2626-5번지,16.41025641025641,10.256410256410255,43.07692307692307,10.256410256410255,0.0,53.33333333333332,26.66666666666666,24.958217270194982,56.48,23.52,11.2,13.759999999999998,19.76,23.52,11.84,상위 10% 이하,상위 25~50%,상위 10% 이하,상위 25~50%
202301,이서림,20050523,가정식,제주 제주시 삼도이동 1234-4번지,0.0,0.0,86.39999999999999,0.0,3.6,68.4,21.6,71.1377245508982,62.81999999999999,27.18,6.39,21.33,29.790000000000003,23.94,8.55,상위 50~75%,상위 90% 초과,상위 50~75%,상위 90% 초과
202301,푸주옥도남점,20170607,가정식,제주 제주시 도남동 74번지,9.191176470588234,12.5,16.176470588235293,11.948529411764705,0.18382352941176,33.82352941176469,16.176470588235293,40.77851790174854,31.5,18.5,2.899999999999995,10.25,14.55,14.099999999999998,8.15,상위 90% 초과,상위 25~50%,상위 90% 초과,상위 25~50%
202301,덕성식당,20110624,가정식,제주 서귀포시 안덕면 사계리 2130번지,19.459459459459456,30.270270270270274,12.972972972972968,17.297297297297295,0.0,51.891891891891866,28.108108108108105,5.686591276252017,40.48,39.52,10.24,17.44,15.519999999999992,23.44,13.359999999999992,상위 50~75%,상위 50~75%,상위 50~75%,상위 50~75%
202301,중문솥뚜껑,20140226,가정식,제주 서귀포시 대포동 2530번지,0.0,0.0,73.33333333333333,16.666666666666657,0.0,53.33333333333333,36.666666666666664,6.352941176470584,52.02,37.98,15.48,24.39,26.549999999999997,15.659999999999998,7.92,상위 50~75%,상위 90% 초과,상위 50~75%,상위 90% 초과
202301,제이팩토리,20220928,단품요리 전문,제주 서귀포시 토평동 1797번지 토평동,11.729323308270672,22.105263157894736,0.0,26.16541353383458,0.0,35.187969924812016,24.81203007518797,1.478439425051334,34.620000000000005,25.38,14.22,13.08,22.38,8.82,1.5,상위 10~25%,상위 10% 이하,상위 10~25%,상위 10% 이하
202301,용두암 엄마 해장국,20201006,단품요리 전문,제주 제주시 용담삼동 519-9번지 1층,31.90909090909091,17.727272727272727,0.0,10.363636363636362,0.0,38.999999999999986,20.999999999999993,5.246142542248344,35.099999999999994,24.9,10.019999999999994,14.46,16.139999999999993,14.039999999999994,5.34,상위 75~90%,상위 25~50%,상위 75~90%,상위 25~50%
