관광지명,주소,주소_시,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,월별 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,정보,위도,경도
가파도,제주특별자치도 서귀포시 대정읍 가파로 ,서귀포시,관광지,자연,자연관광지,섬,12905.0,11.0,234.0,35.0,35.0,41.0,46.0,30.0,27.0,20.0,"'가파도'은/는 제주특별자치도 서귀포시 대정읍 가파로 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 섬입니다. 해당 관광지는 기준월(11.0) 동안 총 12905.0명의 방문자를 기록했습니다. 3월 한 달 동안 234.0명이 방문했습니다. 요일별 방문자수는 월요일 35.0명, 화요일 35.0명, 수요일 41.0명, 목요일 46.0명, 금요일 30.0명, 토요일 27.0명, 일요일 20.0명입니다.",33.1697336,126.271453
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,서귀포시,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,11.0,17.0,4.0,2.0,2.0,5.0,2.0,0.0,2.0,"'갈중이'은/는 제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 전통체험입니다. 해당 관광지는 기준월(11.0) 동안 총 500.0명의 방문자를 기록했습니다. 3월 한 달 동안 17.0명이 방문했습니다. 요일별 방문자수는 월요일 4.0명, 화요일 2.0명, 수요일 2.0명, 목요일 5.0명, 금요일 2.0명, 토요일 0.0명, 일요일 2.0명입니다.",33.2350546,126.3136741
감수굴밭담길,제주특별자치도 제주시 구좌읍 평대7길 34 ,제주시,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,551.0,11.0,19.0,5.0,3.0,6.0,2.0,1.0,1.0,1.0,"'감수굴밭담길'은/는 제주특별자치도 제주시 구좌읍 평대7길 34 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 농.산.어촌 체험입니다. 해당 관광지는 기준월(11.0) 동안 총 551.0명의 방문자를 기록했습니다. 3월 한 달 동안 19.0명이 방문했습니다. 요일별 방문자수는 월요일 5.0명, 화요일 3.0명, 수요일 6.0명, 목요일 2.0명, 금요일 1.0명, 토요일 1.0명, 일요일 1.0명입니다.",33.5310269077995,126.843267842652
검멀레해변,제주특별자치도 제주시 우도면 우도해안길 (우도면),제주시,관광지,자연,자연관광지,해수욕장,3355.0,11.0,303.0,57.0,43.0,59.0,47.0,25.0,35.0,37.0,"'검멀레해변'은/는 제주특별자치도 제주시 우도면 우도해안길 (우도면)에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(11.0) 동안 총 3355.0명의 방문자를 기록했습니다. 3월 한 달 동안 303.0명이 방문했습니다. 요일별 방문자수는 월요일 57.0명, 화요일 43.0명, 수요일 59.0명, 목요일 47.0명, 금요일 25.0명, 토요일 35.0명, 일요일 37.0명입니다.",33.5065528,126.9549021
곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565 ,제주시,관광지,자연,자연관광지,해수욕장,11572.0,11.0,470.0,65.0,71.0,86.0,85.0,73.0,37.0,53.0,"'곽지해수욕장'은/는 제주특별자치도 제주시 애월읍 곽지리 1565 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(11.0) 동안 총 11572.0명의 방문자를 기록했습니다. 3월 한 달 동안 470.0명이 방문했습니다. 요일별 방문자수는 월요일 65.0명, 화요일 71.0명, 수요일 86.0명, 목요일 85.0명, 금요일 73.0명, 토요일 37.0명, 일요일 53.0명입니다.",33.45329040000001,126.3212801
관음사야영장,제주특별자치도 제주시 산록북로 588 (오등동),제주시,레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",1369.0,11.0,30.0,4.0,4.0,4.0,6.0,7.0,1.0,4.0,"'관음사야영장'은/는 제주특별자치도 제주시 산록북로 588 (오등동)에 위치한 관광지로, 레포츠에 속하며, 대분류: 레포츠, 중분류: 육상 레포츠, 소분류: 야영장,오토캠핑장입니다. 해당 관광지는 기준월(11.0) 동안 총 1369.0명의 방문자를 기록했습니다. 3월 한 달 동안 30.0명이 방문했습니다. 요일별 방문자수는 월요일 4.0명, 화요일 4.0명, 수요일 4.0명, 목요일 6.0명, 금요일 7.0명, 토요일 1.0명, 일요일 4.0명입니다.",33.4216134051671,126.549757591879
광치기해변,제주특별자치도 서귀포시 성산읍 고성리 ,서귀포시,관광지,자연,자연관광지,해수욕장,10642.0,11.0,771.0,109.0,111.0,147.0,127.0,98.0,83.0,96.0,"'광치기해변'은/는 제주특별자치도 서귀포시 성산읍 고성리 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(11.0) 동안 총 10642.0명의 방문자를 기록했습니다. 3월 한 달 동안 771.0명이 방문했습니다. 요일별 방문자수는 월요일 109.0명, 화요일 111.0명, 수요일 147.0명, 목요일 127.0명, 금요일 98.0명, 토요일 83.0명, 일요일 96.0명입니다.",33.4370258,126.9224025
구엄포구,제주특별자치도 제주시 애월읍 구엄리 607-5 일대 ,제주시,관광지,자연,자연관광지,항구/포구,563.0,11.0,21.0,3.0,2.0,6.0,1.0,4.0,2.0,3.0,"'구엄포구'은/는 제주특별자치도 제주시 애월읍 구엄리 607-5 일대 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 항구/포구입니다. 해당 관광지는 기준월(11.0) 동안 총 563.0명의 방문자를 기록했습니다. 3월 한 달 동안 21.0명이 방문했습니다. 요일별 방문자수는 월요일 3.0명, 화요일 2.0명, 수요일 6.0명, 목요일 1.0명, 금요일 4.0명, 토요일 2.0명, 일요일 3.0명입니다.",33.4791227,126.3813732
귤빛캠핑장,제주특별자치도 제주시 조천읍 함와로 428 ,제주시,레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",808.0,11.0,50.0,5.0,9.0,6.0,9.0,5.0,8.0,8.0,"'귤빛캠핑장'은/는 제주특별자치도 제주시 조천읍 함와로 428 에 위치한 관광지로, 레포츠에 속하며, 대분류: 레포츠, 중분류: 육상 레포츠, 소분류: 야영장,오토캠핑장입니다. 해당 관광지는 기준월(11.0) 동안 총 808.0명의 방문자를 기록했습니다. 3월 한 달 동안 50.0명이 방문했습니다. 요일별 방문자수는 월요일 5.0명, 화요일 9.0명, 수요일 6.0명, 목요일 9.0명, 금요일 5.0명, 토요일 8.0명, 일요일 8.0명입니다.",33.5042988,126.6740979
금능포구,제주특별자치도 제주시 한림읍 금능리 ,제주시,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,457.0,11.0,9.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,"'금능포구'은/는 제주특별자치도 제주시 한림읍 금능리 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 농.산.어촌 체험입니다. 해당 관광지는 기준월(11.0) 동안 총 457.0명의 방문자를 기록했습니다. 3월 한 달 동안 9.0명이 방문했습니다. 요일별 방문자수는 월요일 0.0명, 화요일 0.0명, 수요일 3.0명, 목요일 2.0명, 금요일 3.0명, 토요일 1.0명, 일요일 0.0명입니다.",33.3700283,126.2392054
