관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,월별 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,정보,위도,경도
가름게스트하우스,제주특별자치도 서귀포시 법환하로9번길 10 ,숙박,숙박,숙박시설,펜션,221.0,9.0,18.0,4.0,4.0,1.0,2.0,6.0,0.0,1.0,"'가름게스트하우스'은/는 제주특별자치도 서귀포시 법환하로9번길 10 에 위치한 관광지로, 숙박에 속하며, 대분류: 숙박, 중분류: 숙박시설, 소분류: 펜션입니다. 해당 관광지는 기준월(9.0) 동안 총 221.0명의 방문자를 기록했습니다. 12월 한 달 동안 18.0명이 방문했습니다. 요일별 방문자수는 월요일 4.0명, 화요일 4.0명, 수요일 1.0명, 목요일 2.0명, 금요일 6.0명, 토요일 0.0명, 일요일 1.0명입니다.",33.2365443,126.5123459
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,9.0,38.0,12.0,10.0,3.0,2.0,3.0,5.0,3.0,"'갈중이'은/는 제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 전통체험입니다. 해당 관광지는 기준월(9.0) 동안 총 500.0명의 방문자를 기록했습니다. 12월 한 달 동안 38.0명이 방문했습니다. 요일별 방문자수는 월요일 12.0명, 화요일 10.0명, 수요일 3.0명, 목요일 2.0명, 금요일 3.0명, 토요일 5.0명, 일요일 3.0명입니다.",33.2350546,126.3136741
감수굴밭담길,제주특별자치도 제주시 구좌읍 평대7길 34 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,551.0,9.0,41.0,6.0,8.0,4.0,5.0,7.0,7.0,4.0,"'감수굴밭담길'은/는 제주특별자치도 제주시 구좌읍 평대7길 34 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 농.산.어촌 체험입니다. 해당 관광지는 기준월(9.0) 동안 총 551.0명의 방문자를 기록했습니다. 12월 한 달 동안 41.0명이 방문했습니다. 요일별 방문자수는 월요일 6.0명, 화요일 8.0명, 수요일 4.0명, 목요일 5.0명, 금요일 7.0명, 토요일 7.0명, 일요일 4.0명입니다.",,
관덕정,제주특별자치도 제주시 관덕로 19 (삼도이동),관광지,인문(문화/예술/역사),역사관광지,고궁,5642.0,9.0,438.0,65.0,69.0,57.0,59.0,90.0,53.0,45.0,"'관덕정'은/는 제주특별자치도 제주시 관덕로 19 (삼도이동)에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 역사관광지, 소분류: 고궁입니다. 해당 관광지는 기준월(9.0) 동안 총 5642.0명의 방문자를 기록했습니다. 12월 한 달 동안 438.0명이 방문했습니다. 요일별 방문자수는 월요일 65.0명, 화요일 69.0명, 수요일 57.0명, 목요일 59.0명, 금요일 90.0명, 토요일 53.0명, 일요일 45.0명입니다.",33.5133704,126.5214334
관음사,제주특별자치도 제주시 산록북로 660 (아라일동),관광지,인문(문화/예술/역사),역사관광지,사찰,1809.0,9.0,136.0,21.0,25.0,16.0,15.0,15.0,14.0,30.0,"'관음사'은/는 제주특별자치도 제주시 산록북로 660 (아라일동)에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 역사관광지, 소분류: 사찰입니다. 해당 관광지는 기준월(9.0) 동안 총 1809.0명의 방문자를 기록했습니다. 12월 한 달 동안 136.0명이 방문했습니다. 요일별 방문자수는 월요일 21.0명, 화요일 25.0명, 수요일 16.0명, 목요일 15.0명, 금요일 15.0명, 토요일 14.0명, 일요일 30.0명입니다.",33.4237942,126.5583908
그림리조트,제주특별자치도 제주시 서해안로 620-1 (용담삼동),숙박,숙박,숙박시설,펜션,89.0,9.0,11.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,"'그림리조트'은/는 제주특별자치도 제주시 서해안로 620-1 (용담삼동)에 위치한 관광지로, 숙박에 속하며, 대분류: 숙박, 중분류: 숙박시설, 소분류: 펜션입니다. 해당 관광지는 기준월(9.0) 동안 총 89.0명의 방문자를 기록했습니다. 12월 한 달 동안 11.0명이 방문했습니다. 요일별 방문자수는 월요일 3.0명, 화요일 2.0명, 수요일 2.0명, 목요일 0.0명, 금요일 1.0명, 토요일 1.0명, 일요일 2.0명입니다.",33.5163208,126.5035006
금능포구,제주특별자치도 제주시 한림읍 금능리 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,457.0,9.0,39.0,10.0,8.0,7.0,1.0,9.0,3.0,1.0,"'금능포구'은/는 제주특별자치도 제주시 한림읍 금능리 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 농.산.어촌 체험입니다. 해당 관광지는 기준월(9.0) 동안 총 457.0명의 방문자를 기록했습니다. 12월 한 달 동안 39.0명이 방문했습니다. 요일별 방문자수는 월요일 10.0명, 화요일 8.0명, 수요일 7.0명, 목요일 1.0명, 금요일 9.0명, 토요일 3.0명, 일요일 1.0명입니다.",33.3700283,126.2392054
금룡사,제주특별자치도 제주시 구좌읍 김녕로 148-11 (구좌읍),관광지,인문(문화/예술/역사),역사관광지,사찰,478.0,9.0,32.0,3.0,8.0,3.0,2.0,9.0,5.0,2.0,"'금룡사'은/는 제주특별자치도 제주시 구좌읍 김녕로 148-11 (구좌읍)에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 역사관광지, 소분류: 사찰입니다. 해당 관광지는 기준월(9.0) 동안 총 478.0명의 방문자를 기록했습니다. 12월 한 달 동안 32.0명이 방문했습니다. 요일별 방문자수는 월요일 3.0명, 화요일 8.0명, 수요일 3.0명, 목요일 2.0명, 금요일 9.0명, 토요일 5.0명, 일요일 2.0명입니다.",33.553856,126.7535423
금호리조트제주,제주특별자치도 서귀포시 남원읍 태위로 522-12 ,숙박,인문(문화/예술/역사),휴양관광지,관광단지,1515.0,9.0,106.0,14.0,20.0,16.0,5.0,25.0,17.0,9.0,"'금호리조트제주'은/는 제주특별자치도 서귀포시 남원읍 태위로 522-12 에 위치한 관광지로, 숙박에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 관광단지입니다. 해당 관광지는 기준월(9.0) 동안 총 1515.0명의 방문자를 기록했습니다. 12월 한 달 동안 106.0명이 방문했습니다. 요일별 방문자수는 월요일 14.0명, 화요일 20.0명, 수요일 16.0명, 목요일 5.0명, 금요일 25.0명, 토요일 17.0명, 일요일 9.0명입니다.",33.2729991,126.701485
꿈꾸는노마드,제주특별자치도 서귀포시 선반로 54 ,숙박,숙박,숙박시설,펜션,179.0,9.0,10.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,"'꿈꾸는노마드'은/는 제주특별자치도 서귀포시 선반로 54 에 위치한 관광지로, 숙박에 속하며, 대분류: 숙박, 중분류: 숙박시설, 소분류: 펜션입니다. 해당 관광지는 기준월(9.0) 동안 총 179.0명의 방문자를 기록했습니다. 12월 한 달 동안 10.0명이 방문했습니다. 요일별 방문자수는 월요일 0.0명, 화요일 2.0명, 수요일 2.0명, 목요일 0.0명, 금요일 2.0명, 토요일 2.0명, 일요일 2.0명입니다.",,
