관광지명,주소,주소_시,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,월별 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,정보,위도,경도
가파도,제주특별자치도 서귀포시 대정읍 가파로 ,서귀포시,관광지,자연,자연관광지,섬,12905.0,9.0,349.0,38.0,56.0,56.0,54.0,51.0,51.0,43.0,"'가파도'은/는 제주특별자치도 서귀포시 대정읍 가파로 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 섬입니다. 해당 관광지는 기준월(9.0) 동안 총 12905.0명의 방문자를 기록했습니다. 12월 한 달 동안 349.0명이 방문했습니다. 요일별 방문자수는 월요일 38.0명, 화요일 56.0명, 수요일 56.0명, 목요일 54.0명, 금요일 51.0명, 토요일 51.0명, 일요일 43.0명입니다.",33.1697336,126.271453
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,서귀포시,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,9.0,38.0,12.0,10.0,3.0,2.0,3.0,5.0,3.0,"'갈중이'은/는 제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 전통체험입니다. 해당 관광지는 기준월(9.0) 동안 총 500.0명의 방문자를 기록했습니다. 12월 한 달 동안 38.0명이 방문했습니다. 요일별 방문자수는 월요일 12.0명, 화요일 10.0명, 수요일 3.0명, 목요일 2.0명, 금요일 3.0명, 토요일 5.0명, 일요일 3.0명입니다.",33.2350546,126.3136741
검멀레해변,제주특별자치도 제주시 우도면 우도해안길 (우도면),제주시,관광지,자연,자연관광지,해수욕장,3355.0,9.0,249.0,38.0,36.0,37.0,39.0,42.0,30.0,27.0,"'검멀레해변'은/는 제주특별자치도 제주시 우도면 우도해안길 (우도면)에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(9.0) 동안 총 3355.0명의 방문자를 기록했습니다. 12월 한 달 동안 249.0명이 방문했습니다. 요일별 방문자수는 월요일 38.0명, 화요일 36.0명, 수요일 37.0명, 목요일 39.0명, 금요일 42.0명, 토요일 30.0명, 일요일 27.0명입니다.",33.5065528,126.9549021
고산일과해안도로,제주특별자치도 서귀포시 대정읍 신도리 3135-1 ,서귀포시,관광지,자연,자연관광지,자연생태관광지,542.0,9.0,36.0,6.0,7.0,4.0,0.0,6.0,6.0,7.0,"'고산일과해안도로'은/는 제주특별자치도 서귀포시 대정읍 신도리 3135-1 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(9.0) 동안 총 542.0명의 방문자를 기록했습니다. 12월 한 달 동안 36.0명이 방문했습니다. 요일별 방문자수는 월요일 6.0명, 화요일 7.0명, 수요일 4.0명, 목요일 0.0명, 금요일 6.0명, 토요일 6.0명, 일요일 7.0명입니다.",33.2575958,126.214254
곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565 ,제주시,관광지,자연,자연관광지,해수욕장,11572.0,9.0,834.0,144.0,134.0,105.0,96.0,121.0,123.0,111.0,"'곽지해수욕장'은/는 제주특별자치도 제주시 애월읍 곽지리 1565 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(9.0) 동안 총 11572.0명의 방문자를 기록했습니다. 12월 한 달 동안 834.0명이 방문했습니다. 요일별 방문자수는 월요일 144.0명, 화요일 134.0명, 수요일 105.0명, 목요일 96.0명, 금요일 121.0명, 토요일 123.0명, 일요일 111.0명입니다.",33.45329040000001,126.3212801
광치기해변,제주특별자치도 서귀포시 성산읍 고성리 ,서귀포시,관광지,자연,자연관광지,해수욕장,10642.0,9.0,606.0,76.0,88.0,114.0,67.0,106.0,85.0,70.0,"'광치기해변'은/는 제주특별자치도 서귀포시 성산읍 고성리 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(9.0) 동안 총 10642.0명의 방문자를 기록했습니다. 12월 한 달 동안 606.0명이 방문했습니다. 요일별 방문자수는 월요일 76.0명, 화요일 88.0명, 수요일 114.0명, 목요일 67.0명, 금요일 106.0명, 토요일 85.0명, 일요일 70.0명입니다.",33.4370258,126.9224025
구엄포구,제주특별자치도 제주시 애월읍 구엄리 607-5 일대 ,제주시,관광지,자연,자연관광지,항구/포구,563.0,9.0,47.0,5.0,8.0,11.0,5.0,6.0,6.0,6.0,"'구엄포구'은/는 제주특별자치도 제주시 애월읍 구엄리 607-5 일대 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 항구/포구입니다. 해당 관광지는 기준월(9.0) 동안 총 563.0명의 방문자를 기록했습니다. 12월 한 달 동안 47.0명이 방문했습니다. 요일별 방문자수는 월요일 5.0명, 화요일 8.0명, 수요일 11.0명, 목요일 5.0명, 금요일 6.0명, 토요일 6.0명, 일요일 6.0명입니다.",33.4791227,126.3813732
금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10 ,제주시,관광지,자연,자연관광지,해수욕장,13346.0,9.0,1279.0,148.0,188.0,174.0,167.0,211.0,235.0,156.0,"'금능해수욕장'은/는 제주특별자치도 제주시 한림읍 금능길 119-10 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(9.0) 동안 총 13346.0명의 방문자를 기록했습니다. 12월 한 달 동안 1279.0명이 방문했습니다. 요일별 방문자수는 월요일 148.0명, 화요일 188.0명, 수요일 174.0명, 목요일 167.0명, 금요일 211.0명, 토요일 235.0명, 일요일 156.0명입니다.",33.3911311,126.2362647
김경숙해바라기농장,제주특별자치도 제주시 번영로 854-1 (회천동) ,제주시,관광지,자연,자연관광지,자연생태관광지,4832.0,9.0,359.0,31.0,60.0,56.0,47.0,54.0,59.0,52.0,"'김경숙해바라기농장'은/는 제주특별자치도 제주시 번영로 854-1 (회천동) 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(9.0) 동안 총 4832.0명의 방문자를 기록했습니다. 12월 한 달 동안 359.0명이 방문했습니다. 요일별 방문자수는 월요일 31.0명, 화요일 60.0명, 수요일 56.0명, 목요일 47.0명, 금요일 54.0명, 토요일 59.0명, 일요일 52.0명입니다.",33.477406,126.62762
노리매공원,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15 ,서귀포시,관광지,인문(문화/예술/역사),휴양관광지,공원,3274.0,9.0,173.0,18.0,30.0,30.0,21.0,28.0,18.0,28.0,"'노리매공원'은/는 제주특별자치도 서귀포시 대정읍 중산간서로 2260-15 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 공원입니다. 해당 관광지는 기준월(9.0) 동안 총 3274.0명의 방문자를 기록했습니다. 12월 한 달 동안 173.0명이 방문했습니다. 요일별 방문자수는 월요일 18.0명, 화요일 30.0명, 수요일 30.0명, 목요일 21.0명, 금요일 28.0명, 토요일 18.0명, 일요일 28.0명입니다.",33.2831505,126.2873239
노을해안로,제주특별자치도 서귀포시 대정읍 영락리 ,서귀포시,관광지,자연,자연관광지,자연생태관광지,1349.0,9.0,93.0,15.0,17.0,16.0,3.0,15.0,16.0,11.0,"'노을해안로'은/는 제주특별자치도 서귀포시 대정읍 영락리 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(9.0) 동안 총 1349.0명의 방문자를 기록했습니다. 12월 한 달 동안 93.0명이 방문했습니다. 요일별 방문자수는 월요일 15.0명, 화요일 17.0명, 수요일 16.0명, 목요일 3.0명, 금요일 15.0명, 토요일 16.0명, 일요일 11.0명입니다.",33.2425714,126.2243799
논짓물,제주특별자치도 서귀포시 예래해안로 253 (하예동),서귀포시,관광지,자연,자연관광지,해수욕장,7654.0,9.0,298.0,40.0,32.0,34.0,31.0,58.0,57.0,46.0,"'논짓물'은/는 제주특별자치도 서귀포시 예래해안로 253 (하예동)에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(9.0) 동안 총 7654.0명의 방문자를 기록했습니다. 12월 한 달 동안 298.0명이 방문했습니다. 요일별 방문자수는 월요일 40.0명, 화요일 32.0명, 수요일 34.0명, 목요일 31.0명, 금요일 58.0명, 토요일 57.0명, 일요일 46.0명입니다.",33.2399183,126.3797536
누웨마루거리,제주특별자치도 제주시 신광로 47 (연동) ,제주시,관광지,인문(문화/예술/역사),체험관광지,이색거리,2082.0,9.0,183.0,34.0,30.0,20.0,29.0,26.0,24.0,20.0,"'누웨마루거리'은/는 제주특별자치도 제주시 신광로 47 (연동) 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 이색거리입니다. 해당 관광지는 기준월(9.0) 동안 총 2082.0명의 방문자를 기록했습니다. 12월 한 달 동안 183.0명이 방문했습니다. 요일별 방문자수는 월요일 34.0명, 화요일 30.0명, 수요일 20.0명, 목요일 29.0명, 금요일 26.0명, 토요일 24.0명, 일요일 20.0명입니다.",33.4877543819398,126.490293916618
다려도,제주특별자치도 제주시 조천읍 북촌리 산 89,제주시,관광지,자연,자연관광지,섬,696.0,9.0,43.0,9.0,8.0,11.0,3.0,6.0,3.0,3.0,"'다려도'은/는 제주특별자치도 제주시 조천읍 북촌리 산 89에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 섬입니다. 해당 관광지는 기준월(9.0) 동안 총 696.0명의 방문자를 기록했습니다. 12월 한 달 동안 43.0명이 방문했습니다. 요일별 방문자수는 월요일 9.0명, 화요일 8.0명, 수요일 11.0명, 목요일 3.0명, 금요일 6.0명, 토요일 3.0명, 일요일 3.0명입니다.",33.5374849,126.6939218
다이나믹메이즈,제주특별자치도 서귀포시 표선면 번영로 2644 ,서귀포시,관광지,인문(문화/예술/역사),휴양관광지,테마공원,7386.0,9.0,636.0,86.0,90.0,109.0,83.0,89.0,100.0,79.0,"'다이나믹메이즈'은/는 제주특별자치도 서귀포시 표선면 번영로 2644 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 테마공원입니다. 해당 관광지는 기준월(9.0) 동안 총 7386.0명의 방문자를 기록했습니다. 12월 한 달 동안 636.0명이 방문했습니다. 요일별 방문자수는 월요일 86.0명, 화요일 90.0명, 수요일 109.0명, 목요일 83.0명, 금요일 89.0명, 토요일 100.0명, 일요일 79.0명입니다.",33.3991423,126.7851051
닭머르해안길,제주특별자치도 제주시 조천읍 신촌북3길 62-1 ,제주시,관광지,자연,자연관광지,자연생태관광지,12241.0,9.0,865.0,133.0,122.0,150.0,143.0,108.0,126.0,83.0,"'닭머르해안길'은/는 제주특별자치도 제주시 조천읍 신촌북3길 62-1 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(9.0) 동안 총 12241.0명의 방문자를 기록했습니다. 12월 한 달 동안 865.0명이 방문했습니다. 요일별 방문자수는 월요일 133.0명, 화요일 122.0명, 수요일 150.0명, 목요일 143.0명, 금요일 108.0명, 토요일 126.0명, 일요일 83.0명입니다.",33.5378704,126.6132214
대평포구,제주특별자치도 서귀포시 안덕면 창천리 914-5 ,서귀포시,관광지,자연,자연관광지,항구/포구,1424.0,9.0,109.0,12.0,19.0,17.0,5.0,27.0,18.0,11.0,"'대평포구'은/는 제주특별자치도 서귀포시 안덕면 창천리 914-5 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 항구/포구입니다. 해당 관광지는 기준월(9.0) 동안 총 1424.0명의 방문자를 기록했습니다. 12월 한 달 동안 109.0명이 방문했습니다. 요일별 방문자수는 월요일 12.0명, 화요일 19.0명, 수요일 17.0명, 목요일 5.0명, 금요일 27.0명, 토요일 18.0명, 일요일 11.0명입니다.",33.2594294,126.3576754
대포포구,제주특별자치도 서귀포시 대포로 172-8 (대포동),서귀포시,관광지,자연,자연관광지,항구/포구,585.0,9.0,52.0,7.0,9.0,5.0,5.0,15.0,7.0,4.0,"'대포포구'은/는 제주특별자치도 서귀포시 대포로 172-8 (대포동)에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 항구/포구입니다. 해당 관광지는 기준월(9.0) 동안 총 585.0명의 방문자를 기록했습니다. 12월 한 달 동안 52.0명이 방문했습니다. 요일별 방문자수는 월요일 7.0명, 화요일 9.0명, 수요일 5.0명, 목요일 5.0명, 금요일 15.0명, 토요일 7.0명, 일요일 4.0명입니다.",33.2423126,126.4345568
더마파크,제주특별자치도 제주시 한림읍 월림7길 155 ,제주시,관광지,인문(문화/예술/역사),휴양관광지,테마공원,3972.0,9.0,335.0,45.0,46.0,67.0,34.0,68.0,30.0,45.0,"'더마파크'은/는 제주특별자치도 제주시 한림읍 월림7길 155 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 테마공원입니다. 해당 관광지는 기준월(9.0) 동안 총 3972.0명의 방문자를 기록했습니다. 12월 한 달 동안 335.0명이 방문했습니다. 요일별 방문자수는 월요일 45.0명, 화요일 46.0명, 수요일 67.0명, 목요일 34.0명, 금요일 68.0명, 토요일 30.0명, 일요일 45.0명입니다.",33.3508962,126.2482536
도두항,제주특별자치도 제주시 도공로 2 (도두일동),제주시,관광지,자연,자연관광지,항구/포구,960.0,9.0,74.0,7.0,9.0,12.0,12.0,16.0,9.0,9.0,"'도두항'은/는 제주특별자치도 제주시 도공로 2 (도두일동)에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 항구/포구입니다. 해당 관광지는 기준월(9.0) 동안 총 960.0명의 방문자를 기록했습니다. 12월 한 달 동안 74.0명이 방문했습니다. 요일별 방문자수는 월요일 7.0명, 화요일 9.0명, 수요일 12.0명, 목요일 12.0명, 금요일 16.0명, 토요일 9.0명, 일요일 9.0명입니다.",33.5060695,126.4649759
