기준연월,가맹점명,개설일자,음식점타입,업종,주소,주소_시,이용건수구간,이용금액구간,건당평균이용금액구간,월요일이용건수비중,화요일이용건수비중,수요일이용건수비중,목요일이용건수비중,금요일이용건수비중,토요일이용건수비중,일요일이용건수비중,5시11시이용건수비중,12시13시이용건수비중,14시17시이용건수비중,18시22시이용건수비중,23시4시이용건수비중,현지인이용건수비중,최근12개월남성회원수비중,최근12개월여성회원수비중,최근12개월20대이하회원수비중,최근12개월30대회원수비중,최근12개월40대회원수비중,최근12개월50대회원수비중,최근12개월60대이상회원수비중,주말이용건수비중,평일이용건수비중,정보,위도,경도,재방문율 평균,리뷰키워드_20개
202307,라라코스트 서귀포점,20180420,음식점,양식,제주 서귀포시 동홍동 1542-5번지 2층,서귀포시,상위 25~50%,상위 10~25%,상위 50~75%,0.08,0.15,0.09,0.08,0.18,0.18,0.25,0.03,0.32,0.22,0.44,0.0,0.78,0.42,0.58,0.09,0.2,0.45,0.19,0.07,0.58,0.42,"202307 기준 '라라코스트 서귀포점'(주소: 제주 서귀포시 동홍동 1542-5번지 2층)은/는 20180420에 개설되었습니다. 음식점 타입은 음식점이며 양식 업종입니다. 이용 시간대별 비중은 5~11시 0.03%, 12~13시 0.32%, 14~17시 0.22%, 18~22시 0.44%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.08, 화요일 0.15, 수요일 0.09, 목요일 0.08, 금요일 0.18, 토요일 0.18, 일요일 0.25입니다. 평일 0.42, 주말0.58현지인 이용 비중은 0.78입니다. 최근 12개월간 남성 회원 비중은 0.42, 여성 회원 비중은 0.58 입니다. 연령대별 회원 비중은 20대 이하 0.09, 30대 0.2, 40대 0.45, 50대 0.19, 60대 이상 0.07입니다. 이 가맹점의 이용 건수 구간은 3_25~50%이며, 이용 금액 구간은 2_10~25%입니다. 건당 평균 이용 금액 구간은 4_50~75%입니다. 해당 가맹점의 고객 평균 재방문율은 2.06 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다:  제주도 맛집 키워드 20개:맛있다, 친절하다, 가격, 저렴하다, 푸짐하다, 양, 많다, 맛, 서비스, 분위기, 놀이방, 가족, 아이, 키즈, 괜찮다, 좋다, 즐겁다, 편하다, 만족,  무료 ",33.2537209,126.5618059,2.06," 제주도 맛집 키워드 20개:맛있다, 친절하다, 가격, 저렴하다, 푸짐하다, 양, 많다, 맛, 서비스, 분위기, 놀이방, 가족, 아이, 키즈, 괜찮다, 좋다, 즐겁다, 편하다, 만족,  무료 "
202307,신미네,20150326,음식점,가정식,제주 서귀포시 동홍동 65-12번지,서귀포시,상위 25~50%,상위 50~75%,상위 50~75%,0.2,0.18,0.18,0.15,0.2,0.09,0.0,0.15,0.55,0.07,0.23,0.0,0.85,0.66,0.34,0.03,0.15,0.42,0.31,0.1,0.91,0.09,"202307 기준 '라라코스트 서귀포점'(주소: 제주 서귀포시 동홍동 1542-5번지 2층)은/는 20180420에 개설되었습니다. 음식점 타입은 음식점이며 양식 업종입니다. 이용 시간대별 비중은 5~11시 0.03%, 12~13시 0.32%, 14~17시 0.22%, 18~22시 0.44%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.08, 화요일 0.15, 수요일 0.09, 목요일 0.08, 금요일 0.18, 토요일 0.18, 일요일 0.25입니다. 평일 0.42, 주말0.58현지인 이용 비중은 0.78입니다. 최근 12개월간 남성 회원 비중은 0.42, 여성 회원 비중은 0.58 입니다. 연령대별 회원 비중은 20대 이하 0.09, 30대 0.2, 40대 0.45, 50대 0.19, 60대 이상 0.07입니다. 이 가맹점의 이용 건수 구간은 3_25~50%이며, 이용 금액 구간은 2_10~25%입니다. 건당 평균 이용 금액 구간은 4_50~75%입니다. 해당 가맹점의 고객 평균 재방문율은 2.06 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다:  제주도 맛집 키워드 20개:맛있다, 친절하다, 가격, 저렴하다, 푸짐하다, 양, 많다, 맛, 서비스, 분위기, 놀이방, 가족, 아이, 키즈, 괜찮다, 좋다, 즐겁다, 편하다, 만족,  무료 ",33.25865,126.5750293,1.54,"## 제주도 맛집 키워드 (20개)

* 동태탕
* 맛있다
* 푸짐하다
* 신선하다
* 깔끔하다
* 얼큰하다
* 매콤하다
* 굿굿
* 최고
* 존맛
* 친절하다
* 웨이팅
* 밑반찬
* 맛집
* 추천
* 비빔밥
* 해장
* 가성비
* 도민
* 칼칼하다 
"
202307,이조은식당,20170804,음식점,가정식,제주 서귀포시 색달동 2476-3번지 1층,서귀포시,상위 50~75%,상위 25~50%,상위 25~50%,0.19,0.14,0.1,0.08,0.12,0.15,0.22,0.15,0.22,0.2,0.42,0.0,0.02,0.54,0.46,0.14,0.26,0.26,0.23,0.12,0.63,0.37,"202307 기준 '라라코스트 서귀포점'(주소: 제주 서귀포시 동홍동 1542-5번지 2층)은/는 20180420에 개설되었습니다. 음식점 타입은 음식점이며 양식 업종입니다. 이용 시간대별 비중은 5~11시 0.03%, 12~13시 0.32%, 14~17시 0.22%, 18~22시 0.44%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.08, 화요일 0.15, 수요일 0.09, 목요일 0.08, 금요일 0.18, 토요일 0.18, 일요일 0.25입니다. 평일 0.42, 주말0.58현지인 이용 비중은 0.78입니다. 최근 12개월간 남성 회원 비중은 0.42, 여성 회원 비중은 0.58 입니다. 연령대별 회원 비중은 20대 이하 0.09, 30대 0.2, 40대 0.45, 50대 0.19, 60대 이상 0.07입니다. 이 가맹점의 이용 건수 구간은 3_25~50%이며, 이용 금액 구간은 2_10~25%입니다. 건당 평균 이용 금액 구간은 4_50~75%입니다. 해당 가맹점의 고객 평균 재방문율은 2.06 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다:  제주도 맛집 키워드 20개:맛있다, 친절하다, 가격, 저렴하다, 푸짐하다, 양, 많다, 맛, 서비스, 분위기, 놀이방, 가족, 아이, 키즈, 괜찮다, 좋다, 즐겁다, 편하다, 만족,  무료 ",33.2551961,126.4161893,1.02,"[갈치조림, 맛있다, 푸짐하다, 양념, 밥도둑, 부드럽다, 신선하다, 친절하다, 맛집, 만족, 추천, 가성비, 깔끔하다, 넓다, 시원하다, 든든하다, 싱싱하다, 푸짐,  만석,  기분좋다] 
"
202307,살찐고등어,20210830,음식점,가정식,제주 제주시 구좌읍 하도리 1767번지 1층,제주시,상위 50~75%,상위 50~75%,상위 25~50%,0.18,0.16,0.1,0.16,0.1,0.0,0.3,0.16,0.36,0.48,0.0,0.0,0.09,0.53,0.47,0.25,0.41,0.21,0.09,0.04,0.7,0.3,"202307 기준 '라라코스트 서귀포점'(주소: 제주 서귀포시 동홍동 1542-5번지 2층)은/는 20180420에 개설되었습니다. 음식점 타입은 음식점이며 양식 업종입니다. 이용 시간대별 비중은 5~11시 0.03%, 12~13시 0.32%, 14~17시 0.22%, 18~22시 0.44%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.08, 화요일 0.15, 수요일 0.09, 목요일 0.08, 금요일 0.18, 토요일 0.18, 일요일 0.25입니다. 평일 0.42, 주말0.58현지인 이용 비중은 0.78입니다. 최근 12개월간 남성 회원 비중은 0.42, 여성 회원 비중은 0.58 입니다. 연령대별 회원 비중은 20대 이하 0.09, 30대 0.2, 40대 0.45, 50대 0.19, 60대 이상 0.07입니다. 이 가맹점의 이용 건수 구간은 3_25~50%이며, 이용 금액 구간은 2_10~25%입니다. 건당 평균 이용 금액 구간은 4_50~75%입니다. 해당 가맹점의 고객 평균 재방문율은 2.06 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다:  제주도 맛집 키워드 20개:맛있다, 친절하다, 가격, 저렴하다, 푸짐하다, 양, 많다, 맛, 서비스, 분위기, 놀이방, 가족, 아이, 키즈, 괜찮다, 좋다, 즐겁다, 편하다, 만족,  무료 ",33.5265504,126.8847319,1.0,"[돈까스, 맛있다, 부드럽다, 흑돼지, 안심, 등심, 바삭, 촉촉, 육즙, 뷰, 바다, 맛집, 친절하다, 푸짐, 양, 만족, 훌륭, 최고, 강추,  추천] 
"
202307,소길다방,20211027,커피/차/베이커리,커피,제주 제주시 애월읍 소길리 619번지 1층,제주시,상위 25~50%,상위 75~90%,상위 75~90%,0.19,0.0,0.08,0.13,0.18,0.25,0.17,0.09,0.28,0.62,0.0,0.0,0.21,0.38,0.62,0.37,0.36,0.14,0.1,0.02,0.58,0.42,"202307 기준 '라라코스트 서귀포점'(주소: 제주 서귀포시 동홍동 1542-5번지 2층)은/는 20180420에 개설되었습니다. 음식점 타입은 음식점이며 양식 업종입니다. 이용 시간대별 비중은 5~11시 0.03%, 12~13시 0.32%, 14~17시 0.22%, 18~22시 0.44%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.08, 화요일 0.15, 수요일 0.09, 목요일 0.08, 금요일 0.18, 토요일 0.18, 일요일 0.25입니다. 평일 0.42, 주말0.58현지인 이용 비중은 0.78입니다. 최근 12개월간 남성 회원 비중은 0.42, 여성 회원 비중은 0.58 입니다. 연령대별 회원 비중은 20대 이하 0.09, 30대 0.2, 40대 0.45, 50대 0.19, 60대 이상 0.07입니다. 이 가맹점의 이용 건수 구간은 3_25~50%이며, 이용 금액 구간은 2_10~25%입니다. 건당 평균 이용 금액 구간은 4_50~75%입니다. 해당 가맹점의 고객 평균 재방문율은 2.06 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다:  제주도 맛집 키워드 20개:맛있다, 친절하다, 가격, 저렴하다, 푸짐하다, 양, 많다, 맛, 서비스, 분위기, 놀이방, 가족, 아이, 키즈, 괜찮다, 좋다, 즐겁다, 편하다, 만족,  무료 ",33.4388891,126.3792637,1.27,"길다방 : 고양이, 힐링, 분위기, 친절, 맛있다, 카페, 핸드드립, 커피, 디저트, 카이막, 빵, 청귤, 라떼, 아인슈페너, 옛날, 시골, 조용, 한적, 편안, 숙소 
"
202307,산계원식당,20000711,음식점,가정식,제주 서귀포시 안덕면 사계리 2294-38번지,서귀포시,상위 75~90%,상위 25~50%,상위 10~25%,0.18,0.15,0.09,0.0,0.15,0.3,0.12,0.0,0.15,0.06,0.79,0.0,0.69,0.64,0.36,0.07,0.14,0.3,0.27,0.23,0.58,0.42,"202307 기준 '라라코스트 서귀포점'(주소: 제주 서귀포시 동홍동 1542-5번지 2층)은/는 20180420에 개설되었습니다. 음식점 타입은 음식점이며 양식 업종입니다. 이용 시간대별 비중은 5~11시 0.03%, 12~13시 0.32%, 14~17시 0.22%, 18~22시 0.44%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.08, 화요일 0.15, 수요일 0.09, 목요일 0.08, 금요일 0.18, 토요일 0.18, 일요일 0.25입니다. 평일 0.42, 주말0.58현지인 이용 비중은 0.78입니다. 최근 12개월간 남성 회원 비중은 0.42, 여성 회원 비중은 0.58 입니다. 연령대별 회원 비중은 20대 이하 0.09, 30대 0.2, 40대 0.45, 50대 0.19, 60대 이상 0.07입니다. 이 가맹점의 이용 건수 구간은 3_25~50%이며, 이용 금액 구간은 2_10~25%입니다. 건당 평균 이용 금액 구간은 4_50~75%입니다. 해당 가맹점의 고객 평균 재방문율은 2.06 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다:  제주도 맛집 키워드 20개:맛있다, 친절하다, 가격, 저렴하다, 푸짐하다, 양, 많다, 맛, 서비스, 분위기, 놀이방, 가족, 아이, 키즈, 괜찮다, 좋다, 즐겁다, 편하다, 만족,  무료 ",33.2254263,126.2993898,1.04,"[신선, 맛있다, 친절, 육질, 푸짐, 양, 많다, 듬뿍, 넉넉, 가성비, 깔끔, 깨끗, 시원, 편안, 만족, 최고, 굿, 훌륭, 진짜, 든든] 
"
202307,샨티,20161103,음식점,단품요리 전문,제주 제주시 이도이동 1181-9번지 이도이동,제주시,상위 90% 초과(하위 10% 이하),상위 50~75%,상위 10% 이하,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.5,0.5,0.67,0.94,0.06,0.0,0.0,0.28,0.72,0.0,0.0,1.0,"202307 기준 '라라코스트 서귀포점'(주소: 제주 서귀포시 동홍동 1542-5번지 2층)은/는 20180420에 개설되었습니다. 음식점 타입은 음식점이며 양식 업종입니다. 이용 시간대별 비중은 5~11시 0.03%, 12~13시 0.32%, 14~17시 0.22%, 18~22시 0.44%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.08, 화요일 0.15, 수요일 0.09, 목요일 0.08, 금요일 0.18, 토요일 0.18, 일요일 0.25입니다. 평일 0.42, 주말0.58현지인 이용 비중은 0.78입니다. 최근 12개월간 남성 회원 비중은 0.42, 여성 회원 비중은 0.58 입니다. 연령대별 회원 비중은 20대 이하 0.09, 30대 0.2, 40대 0.45, 50대 0.19, 60대 이상 0.07입니다. 이 가맹점의 이용 건수 구간은 3_25~50%이며, 이용 금액 구간은 2_10~25%입니다. 건당 평균 이용 금액 구간은 4_50~75%입니다. 해당 가맹점의 고객 평균 재방문율은 2.06 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다:  제주도 맛집 키워드 20개:맛있다, 친절하다, 가격, 저렴하다, 푸짐하다, 양, 많다, 맛, 서비스, 분위기, 놀이방, 가족, 아이, 키즈, 괜찮다, 좋다, 즐겁다, 편하다, 만족,  무료 ",33.498811,126.5313121,1.4,"[맛있다, 좋다, 최고, 깔끔하다, 진하다, 시원하다, 매콤하다, 푸짐하다, 듬뿍, 깊다,  친절하다, 넉넉하다,  강하다,  특별하다,  독특하다,  편안하다,  아늑하다,  조용하다,  분위기,  힐링] "
202307,옐로우돕,20200309,음식점,단품요리 전문,제주 제주시 일도이동 380-2번지 1층,제주시,상위 90% 초과(하위 10% 이하),상위 50~75%,상위 10~25%,0.09,0.09,0.05,0.0,0.27,0.41,0.09,0.0,0.41,0.23,0.36,0.0,0.26,0.46,0.54,0.41,0.46,0.09,0.02,0.01,0.5,0.5,"202307 기준 '라라코스트 서귀포점'(주소: 제주 서귀포시 동홍동 1542-5번지 2층)은/는 20180420에 개설되었습니다. 음식점 타입은 음식점이며 양식 업종입니다. 이용 시간대별 비중은 5~11시 0.03%, 12~13시 0.32%, 14~17시 0.22%, 18~22시 0.44%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.08, 화요일 0.15, 수요일 0.09, 목요일 0.08, 금요일 0.18, 토요일 0.18, 일요일 0.25입니다. 평일 0.42, 주말0.58현지인 이용 비중은 0.78입니다. 최근 12개월간 남성 회원 비중은 0.42, 여성 회원 비중은 0.58 입니다. 연령대별 회원 비중은 20대 이하 0.09, 30대 0.2, 40대 0.45, 50대 0.19, 60대 이상 0.07입니다. 이 가맹점의 이용 건수 구간은 3_25~50%이며, 이용 금액 구간은 2_10~25%입니다. 건당 평균 이용 금액 구간은 4_50~75%입니다. 해당 가맹점의 고객 평균 재방문율은 2.06 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다:  제주도 맛집 키워드 20개:맛있다, 친절하다, 가격, 저렴하다, 푸짐하다, 양, 많다, 맛, 서비스, 분위기, 놀이방, 가족, 아이, 키즈, 괜찮다, 좋다, 즐겁다, 편하다, 만족,  무료 ",33.5053453,126.5402632,1.06,"## 제주도 맛집 키워드 (20개) :

* **맛**:  독특, 맛있다, 짜다, 달다, 맵다,  고소하다,  느끼하다,  환상,  중독,  조화롭다,  진하다,  새롭다,  풍미,  감칠맛,  입맛,  향신료,  시큼,  고급,  특색,  개성
* **만족도**:  만족스럽다,  최고,  훌륭하다,  강추,  감동,  행복,  후회,  아쉽다,  추천,  인생,  별로,  최애,  신세계,  만족
* **서비스**:  친절하다,  위트,  설명,  전문가,  추천,  관심,  정성,  손님,  배려,  따뜻,  기분,  소통,  예약,  주문
* **분위기**:  분위기,  좋다,  특별,  세련,  조용,  시끄럽,  쾌적,  편안,  아늑,  힙,  모던,  고급스럽,  세련,  깔끔
* **음식량**:  양,  많다,  적다,  푸짐,  넉넉,  배부르다,  부족,  가성비,  가격,  코스,  메뉴,  디저트,  에피타이저,  포장"
202307,녹색집,20220307,음식점,가정식,제주 제주시 연동 292-55번지 연동,제주시,상위 25~50%,상위 25~50%,상위 50~75%,0.2,0.12,0.21,0.12,0.17,0.17,0.0,0.02,0.13,0.09,0.76,0.0,0.59,0.64,0.36,0.15,0.2,0.29,0.25,0.11,0.83,0.17,"202307 기준 '라라코스트 서귀포점'(주소: 제주 서귀포시 동홍동 1542-5번지 2층)은/는 20180420에 개설되었습니다. 음식점 타입은 음식점이며 양식 업종입니다. 이용 시간대별 비중은 5~11시 0.03%, 12~13시 0.32%, 14~17시 0.22%, 18~22시 0.44%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.08, 화요일 0.15, 수요일 0.09, 목요일 0.08, 금요일 0.18, 토요일 0.18, 일요일 0.25입니다. 평일 0.42, 주말0.58현지인 이용 비중은 0.78입니다. 최근 12개월간 남성 회원 비중은 0.42, 여성 회원 비중은 0.58 입니다. 연령대별 회원 비중은 20대 이하 0.09, 30대 0.2, 40대 0.45, 50대 0.19, 60대 이상 0.07입니다. 이 가맹점의 이용 건수 구간은 3_25~50%이며, 이용 금액 구간은 2_10~25%입니다. 건당 평균 이용 금액 구간은 4_50~75%입니다. 해당 가맹점의 고객 평균 재방문율은 2.06 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다:  제주도 맛집 키워드 20개:맛있다, 친절하다, 가격, 저렴하다, 푸짐하다, 양, 많다, 맛, 서비스, 분위기, 놀이방, 가족, 아이, 키즈, 괜찮다, 좋다, 즐겁다, 편하다, 만족,  무료 ",33.4883983,126.4956727,1.26,"[맛있다, 최고, 쫄깃쫄깃, 훌륭하다, 깔끔하다, 존맛, 탱, 충실하다, 깨끗하다, 감동, 흡입, 레전드, 칭찬, 친절하다, 질 좋다, 적당하다, 좋다, 야하다, 훌륭하다, 신선하다] 
"
202307,크래커스,20161108,음식점,단품요리 전문,제주 제주시 한경면 조수리 1363-1번지 1층,제주시,상위 10~25%,상위 50~75%,상위 75~90%,0.12,0.07,0.12,0.18,0.15,0.21,0.16,0.38,0.26,0.36,0.0,0.0,0.3,0.37,0.63,0.19,0.41,0.28,0.1,0.03,0.63,0.37,"202307 기준 '라라코스트 서귀포점'(주소: 제주 서귀포시 동홍동 1542-5번지 2층)은/는 20180420에 개설되었습니다. 음식점 타입은 음식점이며 양식 업종입니다. 이용 시간대별 비중은 5~11시 0.03%, 12~13시 0.32%, 14~17시 0.22%, 18~22시 0.44%, 23~4시 0.0%입니다. 요일별 이용 비중은 월요일 0.08, 화요일 0.15, 수요일 0.09, 목요일 0.08, 금요일 0.18, 토요일 0.18, 일요일 0.25입니다. 평일 0.42, 주말0.58현지인 이용 비중은 0.78입니다. 최근 12개월간 남성 회원 비중은 0.42, 여성 회원 비중은 0.58 입니다. 연령대별 회원 비중은 20대 이하 0.09, 30대 0.2, 40대 0.45, 50대 0.19, 60대 이상 0.07입니다. 이 가맹점의 이용 건수 구간은 3_25~50%이며, 이용 금액 구간은 2_10~25%입니다. 건당 평균 이용 금액 구간은 4_50~75%입니다. 해당 가맹점의 고객 평균 재방문율은 2.06 입니다. 해당 가맹점에 대한 이용객의 리뷰 키워드는 다음과 같습니다:  제주도 맛집 키워드 20개:맛있다, 친절하다, 가격, 저렴하다, 푸짐하다, 양, 많다, 맛, 서비스, 분위기, 놀이방, 가족, 아이, 키즈, 괜찮다, 좋다, 즐겁다, 편하다, 만족,  무료 ",33.2633107,126.2797237,1.6,"## 제주도 맛집 리뷰 키워드:

**맛:** 웅장, 검다, 빛, 차분, 좋다, 핸드드립, 원두, 맛있다, 고소하다, 묵직하다, 밸런스, 부드럽다, 강, 연한, 묵직, 답, 넘다, 졸맛, 맛있다, 

**만족도:** 좋다, 엄청, 독특하다, 멋지다, 좋다, 넘다, 생각나다, 좋다, 아쉽다, 좋다, 좋다, 좋다, 강추, 답, 맛, 맛있다, 맛있다, 맛있다, 

**서비스:**  해주시,  들르다,  받다, 다시, 

**분위기:**  웅장, 차분, 좋다,  독특하다, 멋지다,  느긋하다,  어울리다,  좋다,  좋다,  힙해, 신나다,  이쁘다, 특이하다,  심다, 멋지다,

**음식량:** 작다, 한잔,  
"
