관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,월별 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,정보,위도,경도
가파도,제주특별자치도 서귀포시 대정읍 가파로 ,관광지,자연,자연관광지,섬,12905.0,8.0,502.0,56.0,103.0,114.0,79.0,47.0,45.0,58.0,"'가파도'은/는 제주특별자치도 서귀포시 대정읍 가파로 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 섬입니다. 해당 관광지는 기준월(8.0) 동안 총 12905.0명의 방문자를 기록했습니다. 11월 한 달 동안 502.0명이 방문했습니다. 요일별 방문자수는 월요일 56.0명, 화요일 103.0명, 수요일 114.0명, 목요일 79.0명, 금요일 47.0명, 토요일 45.0명, 일요일 58.0명입니다.",33.1697336,126.271453
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,8.0,39.0,11.0,4.0,5.0,9.0,5.0,3.0,2.0,"'갈중이'은/는 제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 전통체험입니다. 해당 관광지는 기준월(8.0) 동안 총 500.0명의 방문자를 기록했습니다. 11월 한 달 동안 39.0명이 방문했습니다. 요일별 방문자수는 월요일 11.0명, 화요일 4.0명, 수요일 5.0명, 목요일 9.0명, 금요일 5.0명, 토요일 3.0명, 일요일 2.0명입니다.",33.2350546,126.3136741
검멀레해변,제주특별자치도 제주시 우도면 우도해안길 (우도면),관광지,자연,자연관광지,해수욕장,3355.0,8.0,242.0,29.0,42.0,50.0,47.0,31.0,14.0,29.0,"'검멀레해변'은/는 제주특별자치도 제주시 우도면 우도해안길 (우도면)에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(8.0) 동안 총 3355.0명의 방문자를 기록했습니다. 11월 한 달 동안 242.0명이 방문했습니다. 요일별 방문자수는 월요일 29.0명, 화요일 42.0명, 수요일 50.0명, 목요일 47.0명, 금요일 31.0명, 토요일 14.0명, 일요일 29.0명입니다.",33.5065528,126.9549021
고산일과해안도로,제주특별자치도 서귀포시 대정읍 신도리 3135-1 ,관광지,자연,자연관광지,자연생태관광지,542.0,8.0,42.0,8.0,8.0,7.0,12.0,0.0,4.0,3.0,"'고산일과해안도로'은/는 제주특별자치도 서귀포시 대정읍 신도리 3135-1 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(8.0) 동안 총 542.0명의 방문자를 기록했습니다. 11월 한 달 동안 42.0명이 방문했습니다. 요일별 방문자수는 월요일 8.0명, 화요일 8.0명, 수요일 7.0명, 목요일 12.0명, 금요일 0.0명, 토요일 4.0명, 일요일 3.0명입니다.",33.2575958,126.214254
곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565 ,관광지,자연,자연관광지,해수욕장,11572.0,8.0,1919.0,206.0,356.0,304.0,293.0,254.0,294.0,212.0,"'곽지해수욕장'은/는 제주특별자치도 제주시 애월읍 곽지리 1565 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(8.0) 동안 총 11572.0명의 방문자를 기록했습니다. 11월 한 달 동안 1919.0명이 방문했습니다. 요일별 방문자수는 월요일 206.0명, 화요일 356.0명, 수요일 304.0명, 목요일 293.0명, 금요일 254.0명, 토요일 294.0명, 일요일 212.0명입니다.",33.45329040000001,126.3212801
광치기해변,제주특별자치도 서귀포시 성산읍 고성리 ,관광지,자연,자연관광지,해수욕장,10642.0,8.0,727.0,76.0,125.0,161.0,114.0,87.0,83.0,81.0,"'광치기해변'은/는 제주특별자치도 서귀포시 성산읍 고성리 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(8.0) 동안 총 10642.0명의 방문자를 기록했습니다. 11월 한 달 동안 727.0명이 방문했습니다. 요일별 방문자수는 월요일 76.0명, 화요일 125.0명, 수요일 161.0명, 목요일 114.0명, 금요일 87.0명, 토요일 83.0명, 일요일 81.0명입니다.",33.4370258,126.9224025
구엄포구,제주특별자치도 제주시 애월읍 구엄리 607-5 일대 ,관광지,자연,자연관광지,항구/포구,563.0,8.0,43.0,3.0,7.0,16.0,7.0,2.0,4.0,4.0,"'구엄포구'은/는 제주특별자치도 제주시 애월읍 구엄리 607-5 일대 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 항구/포구입니다. 해당 관광지는 기준월(8.0) 동안 총 563.0명의 방문자를 기록했습니다. 11월 한 달 동안 43.0명이 방문했습니다. 요일별 방문자수는 월요일 3.0명, 화요일 7.0명, 수요일 16.0명, 목요일 7.0명, 금요일 2.0명, 토요일 4.0명, 일요일 4.0명입니다.",33.4791227,126.3813732
금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10 ,관광지,자연,자연관광지,해수욕장,13346.0,8.0,2333.0,252.0,462.0,383.0,362.0,303.0,278.0,293.0,"'금능해수욕장'은/는 제주특별자치도 제주시 한림읍 금능길 119-10 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(8.0) 동안 총 13346.0명의 방문자를 기록했습니다. 11월 한 달 동안 2333.0명이 방문했습니다. 요일별 방문자수는 월요일 252.0명, 화요일 462.0명, 수요일 383.0명, 목요일 362.0명, 금요일 303.0명, 토요일 278.0명, 일요일 293.0명입니다.",33.3911311,126.2362647
김경숙해바라기농장,제주특별자치도 제주시 번영로 854-1 (회천동) ,관광지,자연,자연관광지,자연생태관광지,4832.0,8.0,596.0,67.0,107.0,112.0,96.0,79.0,68.0,67.0,"'김경숙해바라기농장'은/는 제주특별자치도 제주시 번영로 854-1 (회천동) 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(8.0) 동안 총 4832.0명의 방문자를 기록했습니다. 11월 한 달 동안 596.0명이 방문했습니다. 요일별 방문자수는 월요일 67.0명, 화요일 107.0명, 수요일 112.0명, 목요일 96.0명, 금요일 79.0명, 토요일 68.0명, 일요일 67.0명입니다.",33.477406,126.62762
노리매공원,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15 ,관광지,인문(문화/예술/역사),휴양관광지,공원,3274.0,8.0,179.0,24.0,28.0,44.0,36.0,26.0,13.0,8.0,"'노리매공원'은/는 제주특별자치도 서귀포시 대정읍 중산간서로 2260-15 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 공원입니다. 해당 관광지는 기준월(8.0) 동안 총 3274.0명의 방문자를 기록했습니다. 11월 한 달 동안 179.0명이 방문했습니다. 요일별 방문자수는 월요일 24.0명, 화요일 28.0명, 수요일 44.0명, 목요일 36.0명, 금요일 26.0명, 토요일 13.0명, 일요일 8.0명입니다.",33.2831505,126.2873239
